Aluno_ID,Distrito,Matematica_A,Economia_A,Portugues,MACS,Nota_Interna,Fisica_Quimica_A,Biologia_Geologia,Desenho_A,HCA,Historia_A,Geografia_A,Geometria_Descritiva_A,Historia_B,Ingles,Literatura_Portuguesa,Espanhol_Iniciacao,Filosofia,Frances,Espanhol_Continuacao,Mandarim_Iniciacao,Alemao,Portugues_LNM,Latim_A,Matematica_B,Portugues_L2
2022_29262,Braga,,,130,,155,,,,,132.0,,,,165.0,,,,,,,,,,,
2022_29263,Setúbal,,,153,,174,,,179.0,147.0,,,,,,,,,,,,,,,,
2022_29264,Braga,181.0,160.0,139,,163,,,,,,145.0,,,,,,,,,,,,,,
2022_29265,Porto,197.0,,150,,199,199.0,197.0,,,,,,,,,,,,,,,,,,
2022_29266,Lisboa,159.0,,141,,166,165.0,141.0,,,,,,,,,,,,,,,,,,
2022_29267,Lisboa,172.0,,135,,165,136.0,146.0,,,,,,,,,,,,,,,,,,
2022_29268,Lisboa,177.0,,138,,174,152.0,143.0,,,,,,,,,,,,,,,,,,
2022_29269,Lisboa,,,161,150.0,185,,,,,200.0,,,,,,,,,,,,,,,
2022_29270,Porto,159.0,,125,,145,127.0,118.0,,,,,,,,,,,,,,,,,,
2022_29271,Porto,,,196,,200,,,,,200.0,,,,,200.0,,,,,,,,,,
2022_29272,Lisboa,,,88,,100,,,118.0,,,,67.0,,,,,,,,,,,,,
2022_29273,Porto,,,97,,147,,,,,125.0,,,,148.0,,,,,,,,,,,
2022_29274,Outro,,,129,,154,,,,,144.0,,,,,141.0,,,,,,,,,,
2022_29275,Lisboa,68.0,,85,,100,82.0,72.0,,,,,,,,,,,,,,,,,,
2022_29276,Lisboa,,,159,,171,,,,,172.0,145.0,,,,,,,,,,,,,,
2022_29277,Lisboa,147.0,127.0,121,,139,,,,,,115.0,,,,,,,,,,,,,,
2022_29278,Lisboa,,,128,,152,,,,,145.0,,,,,148.0,,,,,,,,,,
2022_29279,Lisboa,,,158,,182,,,,,172.0,149.0,,,,,,,,,,,,,,
2022_29280,Braga,,,97,,130,,,,,108.0,,,,154.0,,,,,,,,,,,
2022_29281,Outro,,,163,172.0,179,,,,,166.0,,,,,,,,,,,,,,,
2022_29282,Outro,165.0,,141,,158,148.0,129.0,,,,,,,,,,,,,,,,,,
2022_29283,Outro,171.0,162.0,146,,182,,,,,,145.0,,,,,,,,,,,,,,
2022_29284,Lisboa,193.0,,167,,185,180.0,153.0,,,,,,,,,,,,,,,,,,
2022_29285,Setúbal,192.0,,155,,185,165.0,175.0,,,,,,,,,,,,,,,,,,
2022_29286,Outro,161.0,,127,,141,137.0,119.0,,,,,,,,,,,,,,,,,,
2022_29287,Braga,195.0,,160,,185,167.0,,,,,,165.0,,,,,,,,,,,,,
2022_29288,Outro,,,112,,126,,,143.0,,,,92.0,,,,,,,,,,,,,
2022_29289,Outro,,,155,,175,,,,,150.0,,,,181.0,,,,,,,,,,,
2022_29290,Outro,,,159,158.0,173,,,,,162.0,,,,,,,,,,,,,,,
2022_29291,Braga,,,141,,184,,,,,163.0,,,,,166.0,198.0,,,,,,,,,
2022_29292,Porto,,,131,,164,,,,,146.0,,,,181.0,,,,,,,,,,,
2022_29293,Faro,192.0,,151,,184,176.0,,,,,,172.0,,,,,,,,,,,,,
2022_29294,Outro,170.0,,136,,171,158.0,172.0,,,,,,,,,,,,,,,,,,
2022_29295,Outro,,,141,,163,,,,,155.0,,,,,152.0,,,,,,,,,,
2022_29296,Outro,166.0,149.0,121,,148,,,,,,137.0,,,,,,,,,,,,,,
2022_29297,Lisboa,,,140,,165,,,,,151.0,147.0,,,,,,,,,,,,,,
2022_29298,Porto,121.0,,107,,128,126.0,,,,,,104.0,,,,,,,,,,,,,
2022_29299,Outro,,,100,,115,,,,,111.0,,,,,95.0,,,,,,,,,,
2022_29300,Outro,,,99,,144,,,,,120.0,,,,158.0,,,,,,,,,,,
2022_29301,Lisboa,,,107,,140,,,,,128.0,,,,154.0,,,,,,,,,,,
2022_29302,Faro,198.0,,183,,199,166.0,197.0,,,,,,,,,,,,,,,,,,
2022_29303,Setúbal,95.0,,87,,102,81.0,95.0,,,,,,,,,,,,,,,,,,
2022_29304,Lisboa,,,115,,141,,,,,139.0,130.0,,,,,,,,,,,,,,
2022_29305,Setúbal,,,89,,122,,,,,115.0,109.0,,,,,,,,,,,,,,
2022_29306,Porto,171.0,,129,,167,139.0,150.0,,,,,,,,,,,,,,,,,,
2022_29307,Lisboa,189.0,,158,,177,166.0,165.0,,,,,,,,,,,,,,,,,,
2022_29308,Outro,164.0,156.0,155,155.0,173,,,,,,,,,,,,,,,,,,,,
2022_29309,Leiria,,,130,,156,,,164.0,138.0,,,,,,,,,,,,,,,,
2022_29310,Lisboa,181.0,,147,,179,167.0,166.0,,,,,,,,,,,,,,,,,,
2022_29311,Lisboa,200.0,,169,,200,185.0,,,,,,200.0,,,,,,,,,,,,,
2022_29312,Braga,,,148,,172,,,,,152.0,,,,182.0,,,,,,,,,,,
2022_29313,Porto,,,142,132.0,149,,,,,140.0,,,,,,,,,,,,,,,
2022_29314,Porto,169.0,,155,,183,156.0,,,,,,195.0,,,,,,,,,,,,,
2022_29315,Braga,,,96,,121,,,,,116.0,,,,135.0,,,,,,,,90.0,,,
2022_29316,Lisboa,195.0,,170,,188,165.0,161.0,,,,,,,,,,,,,,,,,,
2022_29317,Lisboa,187.0,,145,,188,185.0,165.0,,,,,,,,,,,,,,,,,,
2022_29318,Outro,,,110,,142,,,153.0,,,,117.0,,,,,,,,,,,,,
2022_29319,Leiria,197.0,,143,,184,189.0,177.0,,,,,,,,,,,,,,,,,,
2022_29320,Leiria,,,145,,178,,,,,155.0,,,,200.0,,,,,,,,,,,
2022_29321,Faro,185.0,200.0,155,200.0,197,,,,,,,,,,,,,,,,,,,,
2022_29322,Lisboa,186.0,,145,,180,168.0,186.0,,,,,,,,,,,,,,,,,,
2022_29323,Faro,125.0,,110,,130,120.0,121.0,,,,,,,,,,,,,,,,,,
2022_29324,Braga,163.0,,147,,161,147.0,145.0,,,,,,,,,,,,,,,,,,
2022_29325,Braga,,,156,,184,,,191.0,158.0,,162.0,,,,,,,,,,,,,,
2022_29326,Outro,185.0,,157,,178,160.0,160.0,,,,,,,,,,,,,,,,,,
2022_29327,Outro,,,158,,167,,,,,147.0,,,,,146.0,,,,,,,,,,
2022_29328,Lisboa,195.0,,156,,183,178.0,159.0,,,,,,,,,,,,,,,,,,
2022_29329,Porto,,,144,,166,,,170.0,141.0,,,,,,,,,,,,,,,,
2022_29330,Lisboa,135.0,,110,,140,129.0,119.0,,,,,,,,,,,,,,,,,,
2022_29331,Porto,182.0,166.0,165,,175,,,,,,151.0,,,,,,,,,,,,,,
2022_29332,Lisboa,181.0,,146,,167,155.0,145.0,,,,,,,,,,,,,,,,,,
2022_29333,Lisboa,,,145,,162,,,,,147.0,,,,,155.0,,,,,,,,,,
2022_29334,Outro,,,125,,155,,,,,130.0,,,,167.0,,,,,,,,,,,
2022_29335,Porto,,,135,,160,,,161.0,153.0,,,,,,,,,,,,,,,,
2022_29336,Leiria,,,82,,121,,,119.0,107.0,,,,,,,,,,,,,,,,
2022_29337,Lisboa,,,127,,158,,,,,138.0,,,,174.0,,,,,,,,,,,
2022_29338,Porto,,,121,,143,,,,,137.0,,,,,136.0,,,,,,,,,,
2022_29339,Lisboa,,,128,118.0,140,,,,,132.0,,,,,,,,,,,,,,,
2022_29340,Lisboa,,,135,,165,,,161.0,,,,156.0,,,,,,,,,,,,,
2022_29341,Lisboa,,,121,,139,,,,,127.0,120.0,,,,,,,,,,,,,,
2022_29342,Lisboa,,,95,,107,,,,,105.0,,,,,85.0,,,,,,,,,,
2022_29343,Outro,,,100,,128,,,,,131.0,,,,,117.0,,,,,,,,,,
2022_29344,Outro,173.0,,145,,172,157.0,,,,,,162.0,,,,,,,,,,,,,
2022_29345,Lisboa,185.0,,157,,196,184.0,,,,,,198.0,,,,,,,,,,,,,
2022_29346,Lisboa,168.0,153.0,151,136.0,164,,,,,,,,,,,,,,,,,,,,
2022_29347,Leiria,157.0,,131,,154,156.0,127.0,,,,,,,,,,,,,,,,,,
2022_29348,Outro,106.0,,88,,105,108.0,,,,,,86.0,,,,,,,,,,,,,
2022_29349,Setúbal,196.0,,162,,184,171.0,158.0,,,,,,,,,,,,,,,,,,
2022_29350,Lisboa,,,175,,189,,,,,180.0,,,,183.0,,,,,,,,,,,
2022_29351,Braga,,,158,,190,,,,,166.0,,,,,166.0,,,,,,,,,,
2022_29352,Setúbal,65.0,,78,,100,53.0,74.0,,,,,,,,,,,,,,,,,,
2022_29353,Setúbal,137.0,126.0,105,115.0,134,,,,,,,,,,,,,,,,,,,,
2022_29354,Outro,200.0,,196,,200,177.0,,,,,,200.0,,,,,,,,,,,,,
2022_29355,Setúbal,179.0,166.0,131,,167,,,,,,146.0,,,,,,,,,,,,,,
2022_29356,Braga,,,116,,142,,,,,131.0,,,,,133.0,,,,,,,,,,
2022_29357,Setúbal,179.0,171.0,150,,181,,,,,,137.0,,,,,,,,,,,,,,
2022_29358,Setúbal,,,182,200.0,198,,,,,162.0,,,,,,,,,,,,,,,
2022_29359,Porto,,,156,200.0,183,,,,,180.0,,,,,,,,,,,,,,,
2022_29360,Leiria,,,106,103.0,126,,,,,122.0,,,,,,,,,,,,,,,
2022_29361,Outro,,,185,,200,,,182.0,,,,198.0,,,,,,,,,,,,,
2022_29362,Porto,199.0,,165,,182,165.0,173.0,,,,,,,,,,,,,,,,,,
2022_29363,Porto,198.0,200.0,195,,200,,,,,,192.0,,,,,,,,,,,,,,
2022_29364,Coimbra,170.0,,156,,180,160.0,161.0,,,,,,,,,,,,,,,,,,
2022_29365,Outro,196.0,,168,,193,178.0,182.0,,,,,,,,,,,,,,,,,,
2022_29366,Braga,146.0,,125,,145,133.0,118.0,,,,,,,,,,,,,,,,,,
2022_29367,Faro,145.0,,128,,154,157.0,,,,,,125.0,,,,,,,,,,,,,
2022_29368,Outro,125.0,,116,,134,109.0,,,,,,115.0,,,,,,,,,,,,,
2022_29369,Braga,200.0,,155,,194,166.0,,,,,,200.0,,,,,,,,,,,,,
2022_29370,Braga,73.0,96.0,80,81.0,100,,,,,,,,,,,,,,,,,,,,
2022_29371,Lisboa,,,127,,163,143.0,,159.0,,,,135.0,,,,,,,,,,,,,
2022_29372,Porto,77.0,76.0,97,88.0,100,,,,,,,,,,,,,,,,,,,,
2022_29373,Porto,,,102,,123,,,,,115.0,116.0,,,,,,,,,,,,,,
2022_29374,Lisboa,,,125,136.0,148,,,,,146.0,,,,,,,,,,,,,,,
2022_29375,Porto,109.0,,87,,110,103.0,87.0,,,,,,,,,,,,,,,,,,
2022_29376,Porto,190.0,,156,,195,175.0,,,,,,200.0,,,,,,,,,,,,,
2022_29377,Outro,82.0,,90,,102,96.0,90.0,,,,,,,,,,,,,,,,,,
2022_29378,Porto,148.0,,115,,150,139.0,123.0,,,,,,,,,,,,,,,,,,
2022_29379,Lisboa,152.0,149.0,136,130.0,153,,,,,,,,,,,,,,,,,,,,
2022_29380,Lisboa,119.0,,118,,124,125.0,,,,,,95.0,,,,,,,,,,,,,
2022_29381,Faro,,,130,,150,,,,,145.0,127.0,,,,,,,,,,,,,,
2022_29382,Outro,200.0,,169,,200,199.0,172.0,,,,,,,,,,,,,,,,,,
2022_29383,Lisboa,166.0,158.0,127,,155,,,,,,130.0,,,,,,,,,,,,,,
2022_29384,Outro,185.0,,140,,179,180.0,165.0,,,,,,,,,,,,,,,,,,
2022_29385,Porto,127.0,,106,,128,123.0,101.0,,,,,,,,,,,,,,,,,,
2022_29386,Lisboa,,,85,,108,,,,,93.0,,,,,97.0,,,,,,,,,,
2022_29387,Coimbra,200.0,,196,,200,199.0,,,,,,200.0,,,,,,,,,,,,,
2022_29388,Lisboa,141.0,,120,,138,116.0,,,,,,111.0,,,,,,,,,,,,,
2022_29389,Lisboa,109.0,,95,,111,119.0,91.0,,,,,,,,,,,,,,,,,,
2022_29390,Braga,76.0,,97,,105,111.0,76.0,,,,,,,,,,,,,,,,,,
2022_29391,Outro,189.0,,162,,189,172.0,197.0,,,,,,,,,,,,,,,,,,
2022_29392,Outro,148.0,,121,,150,138.0,,,,,,155.0,,,,,,,,,,,,,
2022_29393,Lisboa,187.0,200.0,146,,188,,,,,,156.0,,,,,,,,,,,,,,
2022_29394,Lisboa,,,122,,147,,,145.0,123.0,,,,,,,,,,,,,,,,
2022_29395,Braga,158.0,,130,,170,155.0,,,,,,182.0,,,,,,,,,,,,,
2022_29396,Porto,161.0,,145,,169,161.0,132.0,,,,,,,,,,,,,,,,,,
2022_29397,Porto,,,133,,173,,,,,156.0,,,,184.0,,,,,,,,,,,
2022_29398,Outro,,,156,,190,,,176.0,,,,200.0,,,,,,,,,,,,,
2022_29399,Lisboa,119.0,,108,,120,110.0,93.0,,,,,,,,,,,,,,,,,,
2022_29400,Lisboa,,,128,,143,,,,,146.0,124.0,,,,,,,,,,,,,,
2022_29401,Porto,,,130,,156,,,150.0,132.0,,,,,,,,,,,,,,,,
2022_29402,Outro,152.0,,117,,152,149.0,117.0,,,,,,,,,,,,,,,,,,
2022_29403,Lisboa,169.0,,149,,178,155.0,,,,,,196.0,,,,,,,,,,,,,
2022_29404,Lisboa,,,145,,165,,,,,151.0,,,,,158.0,,,,,,,,,,
2022_29405,Lisboa,171.0,175.0,142,170.0,180,,,,,,,,,,,,,,,,,,,,
2022_29406,Lisboa,,,102,,117,,,,,105.0,101.0,,,,,,,,,,,,,,
2022_29407,Lisboa,95.0,,95,,100,90.0,,,,,,60.0,,,,,,,,,,,,,
2022_29408,Lisboa,137.0,115.0,102,96.0,123,,,,,,,,,,,,,,,,,,,,
2022_29409,Faro,,,154,,179,,,180.0,,,,172.0,,,,,,,,,,,,,
2022_29410,Setúbal,157.0,130.0,131,127.0,149,,,,,,,,,,,,,,,,,,,,
2022_29411,Outro,165.0,,125,,160,149.0,135.0,,,,,,,,,,,,,,,,,,
2022_29412,Leiria,173.0,164.0,149,,177,,,,,,140.0,,,,,,,,,,,,,,
2022_29413,Setúbal,27.0,,0,,100,20.0,37.0,,,,,,,,,,,,,,,,,,
2022_29414,Porto,200.0,,159,,195,196.0,,,,,,198.0,,,,,,,,,,,,,
2022_29415,Outro,200.0,200.0,196,,200,,,,,,192.0,,,,,,,,,,,,,,
2022_29416,Lisboa,170.0,167.0,142,,164,,,,,,141.0,,,,,,,,,,,,,,
2022_29417,Porto,,,106,,143,,,,,125.0,,,,150.0,,,,,,,,,,,
2022_29418,Braga,132.0,105.0,97,109.0,123,,,,,,,,,,,,,,,,,,,,
2022_29419,Leiria,,,116,,149,,,,,140.0,,,,164.0,,,,,,,,,,,
2022_29420,Coimbra,,,126,129.0,145,,,,,147.0,,,,,,,,,,,,,,,
2022_29421,Outro,112.0,,101,,122,116.0,101.0,,,,,,,,,,,,,,,,,,
2022_29422,Porto,195.0,,148,,191,191.0,157.0,,,,,,,,,,,,,,,,,,
2022_29423,Braga,,,153,,180,,,,,173.0,,,,179.0,,,,,,,,,,,
2022_29424,Lisboa,95.0,89.0,72,,104,,,,,,78.0,,,,,,,,,,,,,,
2022_29425,Porto,,,120,122.0,133,,,,,130.0,,,,,,,,,,,,,,,
2022_29426,Outro,177.0,,142,,168,157.0,142.0,,,,,,,,,,,,,,,,,,
2022_29427,Lisboa,,,123,,165,,,,,146.0,,,,170.0,141.0,,,,,,,,,,
2022_29428,Braga,200.0,,156,,193,178.0,180.0,,,,,,,,,,,,,,,,,,
2022_29429,Outro,,,86,,100,,,117.0,,,,50.0,,,,,,,,,,,,,
2022_29430,Setúbal,,,125,,153,,,,,140.0,,,,162.0,,,,,,,,,,,
2022_29431,Leiria,133.0,,115,,134,126.0,108.0,,,,,,,,,,,,,,,,,,
2022_29432,Lisboa,,,116,,144,,,,,118.0,,,,157.0,,,,,,,,,,,
2022_29433,Porto,,,138,,162,,,,,165.0,,,,,147.0,,,,,,,,,,
2022_29434,Braga,,,156,,182,,,179.0,,,,200.0,,,,,,,,,,,,,
2022_29435,Porto,72.0,,87,,100,80.0,85.0,,,,,,,,,,,,,,,,,,
2022_29436,Porto,157.0,151.0,129,,156,142.0,,,,,137.0,,,,,,,,,,,,,,
2022_29437,Porto,,,99,,111,,,,,111.0,,,,,100.0,,,,,,,,,,
2022_29438,Porto,,,85,,116,,,130.0,105.0,,,,,,,,,,,,,,,,
2022_29439,Porto,178.0,,145,,181,188.0,149.0,,,,,,,,,,,,,,,,,,
2022_29440,Porto,107.0,126.0,105,,126,,,,,,112.0,,,,,,,,,,,,,,
2022_29441,Lisboa,,,142,,167,,,,,159.0,,,,,182.0,,,,,,,,,,
2022_29442,Lisboa,193.0,,196,,200,178.0,,,,,,199.0,,,,,,,,,,,,,
2022_29443,Outro,160.0,147.0,143,143.0,166,,,,,,,,,,,,,,,,,,,,
2022_29444,Coimbra,196.0,,151,,197,183.0,197.0,,,,,,,,,,,,,,,,,,
2022_29445,Leiria,147.0,,116,,146,132.0,121.0,,,,,,,,,,,,,,,,,,
2022_29446,Porto,95.0,,98,,113,100.0,88.0,,,,,,,,,,,,,,,,,,
2022_29447,Lisboa,182.0,,145,,179,153.0,168.0,,,,,,,,,,,,,,,,171.0,,
2022_29448,Coimbra,128.0,,125,,145,141.0,108.0,,,,,,,,,,,,,,,,,,
2022_29449,Outro,158.0,,145,,164,158.0,140.0,,,,,,,,,,,,,,,,,,
2022_29450,Leiria,,,129,,155,,,161.0,138.0,,,,,,,,,,,,,,,,
2022_29451,Porto,186.0,162.0,164,183.0,183,,,,,,,,,,,,,,,,,,,,
2022_29452,Outro,200.0,176.0,183,200.0,200,,,,,,,,,,,,,,,,,,,,
2022_29453,Porto,142.0,,113,,138,120.0,122.0,,,,,,,,,,,,,,,,,,
2022_29454,Lisboa,,,142,149.0,161,,,,,156.0,,,,,,,,,,,,,,,
2022_29455,Outro,171.0,161.0,135,158.0,170,,,,,,,,,,,,,,,,,,,,
2022_29456,Braga,186.0,,165,,192,185.0,,,,,,200.0,,,,,,,,,,,,,
2022_29457,Lisboa,167.0,,125,,157,153.0,123.0,,,,,,,,,,,,,,,,,,
2022_29458,Lisboa,158.0,,131,,170,145.0,,,,,,169.0,,,,,,,,,,,,,
2022_29459,Lisboa,170.0,,138,,166,153.0,,,,,,160.0,,,,,,,,,,,,,
2022_29460,Lisboa,176.0,180.0,151,,194,,,,,,192.0,,,,,,,,,,,,,,
2022_29461,Braga,193.0,,175,,197,186.0,,,,,,180.0,,,,,,,,,,,,,
2022_29462,Lisboa,,,76,76.0,104,,,,,105.0,,,,,,,,,,,,,,,
2022_29463,Setúbal,161.0,150.0,120,125.0,158,,,,,,,,,,,,,,,,,,,,
2022_29464,Outro,175.0,,129,,154,155.0,139.0,,,,,,,,,,,,,,,,,,
2022_29465,Outro,99.0,,105,,116,115.0,100.0,,,,,,,,,,,,,,,,,,
2022_29466,Braga,99.0,,98,,108,107.0,,,,,,98.0,,,,,,,,,,,,,
2022_29467,Lisboa,136.0,,131,,145,133.0,135.0,,,,,,,,,,,,,,,,,,
2022_29468,Leiria,,,165,,182,,,,,167.0,,,,179.0,,,,,,,,,,,
2022_29469,Outro,160.0,132.0,126,,149,,,,,,126.0,,,,,,,,,,,,,,
2022_29470,Braga,187.0,,151,,178,176.0,145.0,,,,,,,,,,,,,,,,,,
2022_29471,Lisboa,187.0,,145,,182,158.0,,,,,,185.0,,,,,,,,,,,,,
2022_29472,Porto,,,166,,192,,,,,177.0,,,,,167.0,,,,,,,,,,
2022_29473,Setúbal,165.0,155.0,140,,160,,,,,,129.0,,,,,,,,,,,,,,
2022_29474,Setúbal,,,159,,187,,,,,170.0,,,,,189.0,,,,,,,,,,
2022_29475,Porto,,,161,150.0,171,,,,,171.0,,,,,,,,,,,,,,,
2022_29476,Porto,112.0,117.0,104,,127,,,,,,114.0,,,,,,,,,,,,,,
2022_29477,Porto,,,126,,145,,,,,148.0,,,,,133.0,,,,,,,,,,
2022_29478,Lisboa,,,158,,177,,,,,168.0,,,,,160.0,,,,,,,,,,
2022_29479,Lisboa,128.0,,106,,127,133.0,108.0,,,,,,,,,,,,,,,,,,
2022_29480,Coimbra,176.0,,152,,179,161.0,176.0,,,,,,,,,,,,,,,,,,
2022_29481,Outro,95.0,,95,,105,95.0,87.0,,,,,,,,,,,,,,,,,,
2022_29482,Outro,172.0,150.0,120,128.0,154,,,,,,,,,,,,,,,,,,,,
2022_29483,Lisboa,169.0,,136,,167,140.0,,,,,,167.0,,,,,,,,,,,,,
2022_29484,Faro,9.0,75.0,58,39.0,100,,,,,,,,,,,,,,,,,,,,
2022_29485,Outro,,,127,,146,,,159.0,,,,106.0,,,,,,,,,,,,,
2022_29486,Braga,191.0,,155,,200,192.0,,,,,,191.0,,,,,,,,,,,,,
2022_29487,Braga,,,145,,181,,,176.0,,,,195.0,,,,,,,,,,,,,
2022_29488,Porto,169.0,129.0,135,,160,,,,,,125.0,,,,,,,,,,,,,,
2022_29489,Lisboa,186.0,,135,,172,165.0,166.0,,,,,,,,,,,,,,,,,,
2022_29490,Lisboa,,,149,,179,,,177.0,151.0,,,,,,,,,,,,,,,,
2022_29491,Braga,156.0,,132,,163,145.0,,,,,,151.0,,,,,,,,,,,,,
2022_29492,Porto,156.0,,135,,159,152.0,138.0,,,,,,,,,,,,,,,,,,
2022_29493,Porto,,,120,,148,,,,,128.0,,,,165.0,,,,,,,,,,,
2022_29494,Outro,,,156,,182,,,,,182.0,,,,,168.0,,,,,,,,,,
2022_29495,Porto,90.0,,97,,102,92.0,76.0,,,,,,,,,,,,,,,,,,
2022_29496,Porto,123.0,,105,,133,128.0,113.0,,,,,,,,,,,,,,,,,,
2022_29497,Braga,191.0,,145,,196,175.0,,,,,,200.0,,,,,,,,,,,,,
2022_29498,Coimbra,156.0,143.0,126,,156,,,,,,142.0,,,,,,,,,,,,,,
2022_29499,Braga,,,135,,160,,,,,142.0,,,,172.0,,,,,,,,,,,
2022_29500,Setúbal,159.0,,131,,171,160.0,156.0,,,,,,,,,,,,,,,,,,
2022_29501,Lisboa,156.0,,140,,156,142.0,133.0,,,,,,,,,,,,,,,,,,
2022_29502,Braga,,,169,,194,,,184.0,200.0,,,,,,,,,,,,,,,,
2022_29503,Lisboa,195.0,,171,,191,166.0,171.0,,,,,,,,,,,,,,,,,,
2022_29504,Braga,,,120,,151,,,148.0,140.0,,,,,,,,,,,,,,,,
2022_29505,Outro,191.0,,170,,200,199.0,,,,,,189.0,,,,,,,,,,,,,
2022_29506,Porto,131.0,,118,,144,140.0,,,,,,127.0,,,,,,,,,,,,,
2022_29507,Outro,185.0,,169,,200,199.0,,,,,,200.0,,,,,,,,,,,,,
2022_29508,Porto,145.0,122.0,121,,141,,,,,,127.0,,,,,,,,,,,,,,
2022_29509,Porto,200.0,,169,,200,199.0,176.0,,,,,,,,,,,,,,,,,,
2022_29510,Outro,160.0,,130,,146,140.0,,,,,,112.0,,,,,,,,,,,,,
2022_29511,Outro,149.0,,106,,140,127.0,119.0,,,,,,,,,,,,,,,,,,
2022_29512,Braga,,,95,,112,,,,,109.0,102.0,,,,,,,,,,,,,,
2022_29513,Outro,,,111,,130,,115.0,,,129.0,,,,,125.0,,,,,,,,,,
2022_29514,Porto,143.0,133.0,133,121.0,141,,,,,,,,,,,,,,,,,,,,
2022_29515,Lisboa,189.0,200.0,161,162.0,193,,,,,,,,,,,,,,,,,,,,
2022_29516,Outro,,,131,156.0,168,,,,,162.0,,,,,,,,,,,,,,,
2022_29517,Lisboa,,,120,130.0,153,,,,,144.0,,,,,,,,,,,,,,,
2022_29518,Braga,,,112,,149,,,157.0,130.0,,,,,,,,,,,,,,,,
2022_29519,Outro,182.0,,160,,177,164.0,150.0,,,,,,,,,,,,,,,,,,
2022_29520,Lisboa,,,164,166.0,185,,,,,200.0,,,,,,,,,,,,,,,
2022_29521,Lisboa,158.0,,129,,164,155.0,132.0,,,,,,,,,,,,,,,,,,
2022_29522,Lisboa,,,165,,200,,,200.0,,,,196.0,,,,,,,,,,,,,
2022_29523,Lisboa,140.0,,122,,142,130.0,107.0,,,,,,,,,,,,,,,,,,
2022_29524,Leiria,199.0,,166,,188,185.0,150.0,,,,,,,,,,187.0,,,,,,,,
2022_29525,Setúbal,123.0,,117,,131,114.0,115.0,,,,,,,,,,,,,,,,,,
2022_29526,Lisboa,,,73,57.0,100,,,,,95.0,,,,,,,,,,,,,,,
2022_29527,Braga,,,136,,170,,,,,146.0,,,,182.0,,,,,,,,,,,
2022_29528,Porto,,,175,,199,,,190.0,,,,199.0,,,,,,,,,,,,,
2022_29529,Porto,152.0,160.0,138,135.0,165,,,,,,,,,,,,,,,,,,,,
2022_29530,Coimbra,132.0,,116,,145,147.0,126.0,,,,,,,,,,,,,,,,,,
2022_29531,Lisboa,145.0,,137,,157,145.0,,,,,,131.0,,,,,,,,,,,,,
2022_29532,Braga,115.0,,101,,110,95.0,98.0,,,,,,,,,,,,,,,,,,
2022_29533,Porto,57.0,,59,,100,69.0,72.0,,,,,,,,,,,,,,,,,,
2022_29534,Braga,,,100,,127,,,,,116.0,120.0,,,,,,,,,,,,,,
2022_29535,Coimbra,,,137,148.0,145,,,,,144.0,,,,,148.0,,,,,,,,,,
2022_29536,Lisboa,167.0,,157,,174,165.0,151.0,,,,,,,,,,,,,,,,,,
2022_29537,Lisboa,161.0,,115,,145,137.0,135.0,,,,,,,,,,,,,,,,,,
2022_29538,Porto,191.0,172.0,196,200.0,200,,,,,,,,,,,,,,,,,,,,
2022_29539,Lisboa,155.0,,122,,152,145.0,116.0,,,,,,,,,,,,,,,,,,
2022_29540,Outro,148.0,,119,,148,147.0,122.0,,,,,,,,,,,,,,,,,,
2022_29541,Lisboa,107.0,,107,,123,115.0,,,,,,97.0,,,,,,,,,,,,,
2022_29542,Braga,102.0,,104,,113,95.0,92.0,,,,,,,,,,,,,,,,,,
2022_29543,Lisboa,147.0,,129,,147,137.0,119.0,,,,,,,,,,,,,,,,,,
2022_29544,Lisboa,,,141,,156,,,,,162.0,149.0,,,,,,,,,,,,,,
2022_29545,Outro,,,125,,140,,,,,135.0,132.0,,,,,,,,,,,,,,
2022_29546,Outro,187.0,,138,,191,175.0,,,,,,195.0,,,,,,,165.0,,,,,,
2022_29547,Porto,,,128,,170,,,,,144.0,,,,179.0,,,,,,,,,,,
2022_29548,Porto,,,149,,170,,,167.0,147.0,,,,,,,,,,,,,,,,
2022_29549,Porto,162.0,142.0,138,,157,,,,,,138.0,,,,,,,,,,,,,,
2022_29550,Outro,187.0,,196,,189,172.0,158.0,,,,,,,,,,,,,,,,,,
2022_29551,Outro,152.0,,126,,146,139.0,120.0,,,,,,,,,,,,,,,,,,
2022_29552,Braga,61.0,,80,,100,90.0,68.0,,,,,,,,,,,,,,,,,,
2022_29553,Braga,,,107,,130,,,,,124.0,120.0,,,,,,,,,,,,,,
2022_29554,Porto,48.0,79.0,66,61.0,100,,,,,,,,,,,,,,,,,,,,
2022_29555,Outro,,,96,85.0,114,,,,,118.0,,,,,,,,,,,,,,,
2022_29556,Porto,,,126,,152,,,147.0,132.0,,,,,,,,,,,,,,,,
2022_29557,Lisboa,,,167,170.0,180,,,,,177.0,,,,,,,,,,,,,,,
2022_29558,Lisboa,65.0,75.0,48,,100,,,,,,89.0,,,,,,,,,,,,,,
2022_29559,Lisboa,106.0,119.0,111,,132,,,,,,110.0,,,,,,,,,,,,,,
2022_29560,Outro,179.0,,147,,191,170.0,,,,,,188.0,,,,,,,,,,,,,
2022_29561,Outro,40.0,,78,,100,74.0,57.0,,,,,,,,,,,,,,,,,,
2022_29562,Braga,,,96,,122,,,,,126.0,,,,,115.0,,,,,,,,,,
