Aluno_ID,Distrito,Desenho_A,Portugues,HCA,Nota_Interna,Historia_A,MACS,Ingles,Geografia_A,Matematica_A,Fisica_Quimica_A,Geometria_Descritiva_A,Literatura_Portuguesa,Filosofia,Economia_A,Biologia_Geologia,Matematica_B,Portugues_L2,Espanhol_Iniciacao,Mandarim_Iniciacao,Espanhol_Continuacao,Alemao,Frances,Portugues_LNM,Latim_A,Historia_B
2020_21916,Outro,,96,,100,,,,,91.0,74.0,,,,,79.0,,,,,,,,,,
2020_21917,Lisboa,,127,,163,,,,,160.0,173.0,,,,,157.0,,,,,,,,,,
2020_21918,Braga,200.0,185,,200,,,,,,,191.0,,,,,,,,,,,,,,
2020_21919,Porto,,122,,151,,,,,169.0,162.0,122.0,,,,,,,,,,,,,,
2020_21920,Outro,,163,,182,,,,,175.0,172.0,,,,,169.0,,,,,,,,,,
2020_21921,Outro,,135,,164,,,,,165.0,170.0,155.0,,,,,,,,,,,,,,
2020_21922,Lisboa,,85,,106,89.0,,,102.0,,,,,,,,,,,,,,,,,
2020_21923,Outro,,138,,174,,,,,173.0,181.0,,,,,169.0,,,,,,,,,,
2020_21924,Lisboa,,159,,193,188.0,,195.0,,,,,,,,,,,,,,,,,,
2020_21925,Porto,,172,,194,,184.0,,,200.0,,,,,178.0,,,,,,,,,,,
2020_21926,Coimbra,,178,,200,,,,,195.0,197.0,,,,,200.0,,,,,,,,,,
2020_21927,Lisboa,,197,,200,,200.0,,,197.0,,,,,183.0,,,,,,,,,,,
2020_21928,Lisboa,,135,,165,,,,,168.0,158.0,,,,,165.0,,,,,,,,,,
2020_21929,Setúbal,,147,,186,,,,,180.0,185.0,,,,,166.0,,,,,,,,,,
2020_21930,Setúbal,,157,,200,,,,,195.0,200.0,,,,,200.0,,,,,,,,,,
2020_21931,Lisboa,,179,,200,,,,192.0,190.0,,,,,186.0,,,,,,,,,,,
2020_21932,Setúbal,,146,,185,,,,,175.0,184.0,,,,,175.0,,,,,,,,,,
2020_21933,Lisboa,,156,,185,,,,,189.0,181.0,,,,,166.0,,,,,,,,,,
2020_21934,Braga,,155,,197,,,,,195.0,198.0,192.0,,,,,,,,,,,,,,
2020_21935,Lisboa,,155,,200,,,,,200.0,197.0,200.0,,,,,,,,,,,,,,
2020_21936,Lisboa,,132,,175,,,,,180.0,158.0,,,,,156.0,,,,,,,,,,
2020_21937,Porto,111.0,85,,100,,,,,,,50.0,,,,,,,,,,,,,,
2020_21938,Lisboa,,107,,136,117.0,,120.0,,,,,,,,,,,,,,,,,,
2020_21939,Porto,,141,,178,,,,171.0,179.0,,,,,167.0,,,,,,,,,,,
2020_21940,Braga,,128,,142,,,,,132.0,136.0,126.0,,,,,,,,,,,,,,
2020_21941,Braga,,197,,200,184.0,,196.0,,,,,,,,,,,,,,,,,,
2020_21942,Braga,,158,,187,,,,,188.0,185.0,,,,,178.0,,,,,,,,,,
2020_21943,Lisboa,,125,,149,,102.0,,,167.0,,,,,132.0,,,,,,,,,,,
2020_21944,Lisboa,189.0,197,174.0,200,,,,,,,,,,,,,,,,,,,,,
2020_21945,Lisboa,,197,,200,198.0,,,,,,,196.0,,,,,,,,,,,,,
2020_21946,Braga,,85,,113,,,,,95.0,116.0,,,,,106.0,,,,,,,,,,
2020_21947,Braga,,145,,179,,141.0,,,195.0,,,,,188.0,,,,,,,,,,,
2020_21948,Lisboa,,145,,151,,121.0,,,166.0,,,,,146.0,,,,,,,,,,,
2020_21949,Porto,,159,,193,,,,,189.0,170.0,195.0,,,,,,,,,,,,,,
2020_21950,Setúbal,,157,,189,,,,,192.0,179.0,189.0,,,,,,,,,,,,,,
2020_21951,Outro,,197,,200,,,,,200.0,199.0,200.0,,,,,,,,,,,,,,
2020_21952,Braga,,115,,151,,,,,145.0,123.0,,,,,148.0,,,,,,,,,,
2020_21953,Outro,,139,,160,,128.0,,,158.0,,,,,155.0,,,,,,,,,,,
2020_21954,Outro,,141,,184,,,,169.0,181.0,,,,,182.0,,,,,,,,,,,
2020_21955,Setúbal,,155,,185,,,,,189.0,183.0,,,,,177.0,,,,,,,,,,
2020_21956,Lisboa,,156,,167,169.0,132.0,,,,,,,,,,,,,,,,,,,
2020_21957,Porto,,125,,148,126.0,,,141.0,,,,,,,,,,,,,,,,,
2020_21958,Faro,,139,,175,,123.0,,,190.0,,,,,178.0,,,,,,,,,,,
2020_21959,Porto,,125,,148,,,,133.0,151.0,,,,,111.0,,,,,,,,,,,151.0
2020_21960,Outro,,180,,197,,182.0,,,188.0,,,,,200.0,,,,,,,,,,,
2020_21961,Braga,,167,,185,,149.0,,,182.0,,,,,188.0,,,,,,,,,,,
2020_21962,Outro,,128,,158,,,,,152.0,155.0,,,,,161.0,,,,,,,,,,
2020_21963,Porto,,136,,148,155.0,116.0,,,,,,,,,,,,,,,,,,,
2020_21964,Outro,,127,,162,,,,,152.0,160.0,,,,,163.0,,,,,,,,,,
2020_21965,Lisboa,,165,,194,196.0,,,,,,,196.0,,,,,,,,,,,,,
2020_21966,Braga,,106,,126,121.0,,126.0,,,,,,,,,,,,,,,,,,
2020_21967,Outro,,197,,200,,,,,200.0,200.0,,,,,200.0,,,,,,,,,,
2020_21968,Lisboa,,83,,102,72.0,,114.0,,,,,,,,,,,,,,,,,,
2020_21969,Leiria,,111,146.0,148,,,,144.0,123.0,,,,,133.0,,,,,,,,,,,
2020_21970,Lisboa,,197,,200,,,,,200.0,200.0,200.0,,,,,,,,,,,,,,
2020_21971,Setúbal,,137,,164,168.0,,,,,,,138.0,,,,,,,,,,,,,
2020_21972,Porto,,127,,156,129.0,,168.0,,,,,,,,,,,,,,,,,,
2020_21973,Outro,,139,,151,150.0,106.0,,,,,,,,,,,,,,,,,,,
2020_21974,Braga,,125,,161,,,,,153.0,151.0,,,,,156.0,,,,,,,,,,
2020_21975,Porto,,143,,177,,,,172.0,179.0,,,,,176.0,,,,,,,,,,,
2020_21976,Lisboa,,160,,194,186.0,,,191.0,,,,,,,,,,,,,,,,,
2020_21977,Coimbra,,125,,151,156.0,,,,,,,126.0,,,,,,,,,,,,,
2020_21978,Outro,,145,,172,184.0,,,,,,,154.0,,,,,,,,,,,,,
2020_21979,Lisboa,175.0,155,,186,,,,,,,198.0,,,,,,,,,,,,,,
2020_21980,Coimbra,,129,,150,,,,146.0,144.0,,,,,128.0,,,,,,,,,,,
2020_21981,Leiria,,135,,154,,,,,148.0,142.0,,,,,148.0,,,,,,,,,,
2020_21982,Setúbal,157.0,145,,170,,,,,,,169.0,,,,,,,,,,,,,,
2020_21983,Porto,130.0,108,120.0,137,,,,,,,,,,,,,,,,,,,,,
2020_21984,Lisboa,,151,,177,177.0,,,169.0,,,,,,,,,,,,,,,,,
2020_21985,Setúbal,,121,,151,132.0,,157.0,,,,,,,,,,,,,,,,,,
2020_21986,Porto,,142,,186,,,,,173.0,186.0,190.0,,,,,,,,,,,,,,
2020_21987,Lisboa,,170,,196,,,,,200.0,200.0,,,,,178.0,,,,,,,,,,
2020_21988,Outro,,156,,196,,,,,190.0,190.0,192.0,,,,,,,,,,,,,,
2020_21989,Outro,170.0,126,155.0,173,,,,,,,,,,,,,,,,,,,,,
2020_21990,Setúbal,,139,,158,,,,,165.0,163.0,128.0,,,,,,,,,,,,,,
2020_21991,Lisboa,,140,,154,150.0,,,157.0,,,,,,,,,,,,,,,,,
2020_21992,Outro,,110,,123,114.0,,,,,,,95.0,,,,,,,,,,,,,
2020_21993,Outro,,91,,113,,,,,103.0,116.0,,,,,117.0,,,,,,,,,,
2020_21994,Porto,,190,,196,188.0,,,,,,,176.0,,,,,,,,,,,,,
2020_21995,Braga,137.0,107,125.0,139,,,,,,,,,,,,,,,,,,,,,
2020_21996,Outro,,90,,111,,,,,71.0,112.0,,,,,126.0,,,,,,,,,,
2020_21997,Outro,,148,,178,169.0,,,170.0,,,,,,,,,,,,,,,,,
2020_21998,Faro,,141,,169,173.0,,,,,,,146.0,,,,,,,,,,,,,
2020_21999,Braga,,150,,184,,,,,185.0,175.0,,,,,164.0,,,,,,,,,,
2020_22000,Outro,,155,,178,,148.0,,,194.0,,,,,170.0,,,,,,,,,,,
2020_22001,Outro,,168,,191,,150.0,,,200.0,,,,,180.0,,,,,198.0,,,,,,
2020_22002,Porto,,172,,200,200.0,,192.0,,,,,,,,,,,,,,,,,,
2020_22003,Faro,,147,,171,167.0,,,162.0,,,,,,,,,,,,,,,,,
2020_22004,Porto,,125,,168,,,,,149.0,171.0,141.0,,,,,,,,,,,,175.0,,
2020_22005,Lisboa,,189,,196,200.0,169.0,,,,,,,,,,,,,,,,,,,
2020_22006,Lisboa,,119,,155,159.0,,,152.0,,,,,,,,,,,,,,,,,
2020_22007,Outro,,162,,188,,,,,193.0,178.0,,,,,180.0,,,,,,,,,,
2020_22008,Porto,,96,,104,,,,83.0,80.0,,,,,80.0,,,,,,,,,,,
2020_22009,Braga,,126,,157,158.0,,,159.0,,,,,,,,,,,,,,,,,
2020_22010,Outro,,197,,200,,,,,200.0,190.0,,,,,200.0,,,,,,,,,,
2020_22011,Lisboa,,165,,200,200.0,,200.0,,,,,,,,,,,,,,,,,,
2020_22012,Outro,,166,,189,,,,,195.0,181.0,,,,,178.0,,,,,,,,,,
2020_22013,Porto,,98,,127,98.0,,,125.0,,,,,,,,,,,,,,,,,
2020_22014,Lisboa,,197,,200,200.0,171.0,,,,,,,,,,,,,,,,,,,
2020_22015,Faro,,135,,160,149.0,,,,,,,126.0,,,,,,,,,,,,,
2020_22016,Lisboa,,181,,192,,157.0,,,200.0,,,,,188.0,,,,,,,,,,,
2020_22017,Leiria,,125,,142,142.0,,,,,,,126.0,,,,,,,,,,,,,
2020_22018,Porto,,103,,112,,,,125.0,96.0,,,,,87.0,,,,,,,,,,,
2020_22019,Outro,,153,,192,,,,,182.0,180.0,197.0,,,,,,,,,,,,,,
2020_22020,Porto,,145,,177,,,,,179.0,177.0,,,,,172.0,,,,,,,,,,
2020_22021,Lisboa,,102,,120,109.0,,,,,,,98.0,,,,,,,,,,,,,
2020_22022,Setúbal,,148,,179,,,,,180.0,179.0,,,,,166.0,,,,,,,,,,
2020_22023,Outro,,140,,169,,,,160.0,176.0,,,,,158.0,,,,,,,,,,,
2020_22024,Porto,,107,,121,,,,115.0,112.0,,,,,105.0,,,,,,,,,,,
2020_22025,Setúbal,,137,,177,177.0,,,165.0,,,,,,,,,,,,,,,,,
2020_22026,Outro,,151,,190,,,,,176.0,172.0,,,,,171.0,,,186.0,,,,,,,
2020_22027,Lisboa,,158,,177,175.0,,186.0,,,,,,,,,,,,,,,,,,
2020_22028,Lisboa,,136,,159,,,,157.0,178.0,,,,,143.0,,,,,,,,,,,
2020_22029,Braga,176.0,167,171.0,177,,,,,,,,,,,,,,,,,,,,,
2020_22030,Leiria,,157,,193,,,,,194.0,179.0,,,,,177.0,,,,,,,,,,
2020_22031,Porto,,156,,179,165.0,,,177.0,,,,,,,,,,,,,,,,,
2020_22032,Outro,,125,,150,139.0,,,145.0,,,,,,,,,,,,,,,,,
2020_22033,Outro,,142,,184,183.0,,182.0,,,,,,,,,,,,,,,,,,
2020_22034,Braga,156.0,133,146.0,159,,,,,,,,,,,,,,,,,,,,,
2020_22035,Setúbal,160.0,120,,156,,,,,,,128.0,,,,,,,,,,,,,,
2020_22036,Porto,,98,,114,107.0,,,110.0,,,,96.0,,,,,,,,,,,,,
2020_22037,Setúbal,,110,,133,,,,,122.0,101.0,,,,,126.0,,,,,,,,,,
2020_22038,Porto,143.0,131,149.0,153,,,,,,,,,,,,,,,,,,,,,
2020_22039,Setúbal,,138,,156,,,,,150.0,153.0,127.0,,,,,,,,,,,,,,
2020_22040,Braga,,157,,185,,,,,189.0,177.0,,,,,176.0,,,,,,,,,,
2020_22041,Braga,,159,176.0,191,,,,,177.0,190.0,,,,,178.0,,,,,,,,,,
2020_22042,Lisboa,,153,,188,,,,,192.0,182.0,,,,,173.0,,,,,,,,,,
2020_22043,Lisboa,,160,,182,,,,175.0,182.0,,,,,176.0,,,,,,,,,,,
2020_22044,Lisboa,,148,,177,,,,,168.0,176.0,,,,,164.0,,,,,,,,,,
2020_22045,Braga,,115,,151,,,,,128.0,149.0,,,,,145.0,,,,,,,,,,
2020_22046,Outro,,130,,137,,98.0,,,132.0,,,,,120.0,,,,,,,,,,,
2020_22047,Outro,,166,,197,,,,,200.0,190.0,,,,,187.0,,,,,,,,,,
2020_22048,Lisboa,,166,,199,,,,200.0,200.0,197.0,,,,,200.0,,,,,,,,,,
2020_22049,Outro,,126,,155,,,,,150.0,142.0,,,,,135.0,,,,,,,,,,
2020_22050,Outro,,141,,166,159.0,,,146.0,,,,,,,,,,,,,,,,,175.0
2020_22051,Lisboa,,145,,188,,,,,195.0,190.0,,,,,176.0,,,,,,,,,,
2020_22052,Outro,,146,,188,,,,,192.0,180.0,163.0,,,,,,,,,,,,,,
2020_22053,Outro,,104,,136,130.0,,,131.0,,,,,,,,,,,,,,,,,
2020_22054,Outro,,139,,177,160.0,,185.0,,,,,,,,,,,,,,,,,,
2020_22055,Braga,,176,,199,,,,,200.0,184.0,,,,,185.0,,,,,,,,,,
2020_22056,Lisboa,,149,,182,,,,,170.0,170.0,,,,,170.0,,,,,,,,,,
2020_22057,Outro,,130,,151,,106.0,,,151.0,,,,,147.0,,,,,,,,,,,
2020_22058,Setúbal,,197,,200,,186.0,,,200.0,,,,,195.0,,,,,,,,,,,
2020_22059,Leiria,,131,,167,,,,,176.0,180.0,145.0,,,,,,,,,,,,,,
2020_22060,Porto,,197,,197,188.0,179.0,,,,,,,,,,,,,,,,,,,
2020_22061,Porto,,150,,172,178.0,,,173.0,,,,,,,,,,,,,,,,,
2020_22062,Lisboa,,96,,100,,58.0,,,64.0,,,,,95.0,,,,,,,,,,,
2020_22063,Outro,,127,,158,,,,,161.0,160.0,,,,,146.0,,,,,,,,,,
2020_22064,Braga,155.0,132,,155,,,,,,,132.0,,,,,,,,,,,,,,
2020_22065,Outro,,156,,187,,,,,175.0,179.0,195.0,,,,,,,,,,,,,,
2020_22066,Outro,,129,,164,,,,,153.0,147.0,,,,,157.0,,,,,,,,,,
2020_22067,Lisboa,,118,,155,,,,,155.0,141.0,,,,,148.0,,,,,,,,,,
2020_22068,Porto,,158,,196,176.0,,,187.0,,,,,,,,,,,,,,,,,
2020_22069,Outro,,167,,192,196.0,,190.0,,,,,,,,,,,,,,,,,,
2020_22070,Faro,,117,,137,,,,,128.0,131.0,,,,,138.0,,,,,,,,,,
2020_22071,Lisboa,,154,,193,,,,171.0,192.0,,,,,181.0,,,,,,,,,,,
2020_22072,Outro,169.0,131,,166,,,,,,,175.0,,,,,,,,,,,,,,
2020_22073,Porto,,151,,183,186.0,,,,,,,155.0,,,,,,,,,,,,,
2020_22074,Lisboa,,95,,100,,,,,70.0,98.0,,,,,89.0,,,,,,,,,,
2020_22075,Outro,,130,,163,,,,,170.0,144.0,,,,,159.0,,,,,,,,,,
2020_22076,Braga,,137,,157,,118.0,,,167.0,,,,,151.0,,,,,,,,,,,
2020_22077,Outro,,132,,141,156.0,96.0,,,,,,,,,,,,,,,,,,,
2020_22078,Braga,,179,,191,181.0,180.0,,,,,,,,186.0,,,,,,,,,,,
2020_22079,Porto,,147,,200,,,,,200.0,186.0,200.0,,,,,,,,,,,,,,
2020_22080,Faro,,152,,184,,,,,180.0,186.0,170.0,,,,,,,,,,,,,,
2020_22081,Leiria,,90,,100,,,,,67.0,70.0,,,,,96.0,,,,,,,,,,
2020_22082,Porto,,150,,180,,140.0,,,195.0,,,,,190.0,,,,,,,,,,,
2020_22083,Outro,178.0,155,165.0,177,,,,,,,171.0,,,,,,,,,,,,,,
2020_22084,Porto,,147,,181,,,,176.0,190.0,,,,,157.0,,,,,,,,,,,
2020_22085,Setúbal,,132,,140,144.0,98.0,,,,,,,,,,,,,,,,,,,
2020_22086,Lisboa,,117,,147,,,,,135.0,142.0,136.0,,,,,,,,,,,,,,
2020_22087,Coimbra,,186,,200,,,,,191.0,197.0,,,,,183.0,,,,,,,,,,
2020_22088,Faro,,125,,147,,,,,155.0,130.0,133.0,,,,,,,,,,,,,,
2020_22089,Outro,,106,,138,120.0,,137.0,,,,,,,,,,,,,,,,,,
2020_22090,Outro,,135,,171,151.0,,179.0,,,,,,,,,,,,,,,,,,
2020_22091,Porto,,129,,153,,,,,155.0,129.0,,,,,153.0,,,,,,,,,,
2020_22092,Faro,168.0,138,,184,,,,,,,186.0,,,,,,,,,,,,,,
2020_22093,Porto,,151,,165,178.0,126.0,,,,,,,,,,,,,,,,,,,
2020_22094,Porto,,98,,110,110.0,,,107.0,,,,,,,,,,,,,,,,,
2020_22095,Porto,,155,,192,,,,,197.0,196.0,,,,,180.0,,,,,,,,,,
2020_22096,Porto,,120,,136,,,,,138.0,133.0,,,,,130.0,121.0,,,,,,,,,
2020_22097,Outro,160.0,126,145.0,154,,,,,,,,,,,,,,,,,,,,,
2020_22098,Outro,,118,,151,148.0,,159.0,,,,,,,,,,,,,,,,,,
2020_22099,Lisboa,,147,,173,172.0,140.0,,,,,,,,,,,,,,,,,,,
2020_22100,Outro,185.0,170,,193,,,,,,,200.0,,,,,,,,,,,,,,
2020_22101,Setúbal,,105,,126,104.0,,,113.0,,,,,,,,,,,,,,,,,
2020_22102,Lisboa,,118,,156,,,,,163.0,150.0,126.0,,,,,,,,,,,,,,
2020_22103,Porto,,127,,156,,,,,145.0,159.0,,,,,159.0,,,,,,,,,,
2020_22104,Lisboa,,118,,155,,,,,154.0,128.0,,,,,144.0,,,,,,,,,,
2020_22105,Porto,,110,,136,134.0,,,131.0,,,,,,,,,,,,,,,,,
2020_22106,Porto,,147,,168,158.0,,,166.0,,,,,,,,,,,,,,,,,
2020_22107,Coimbra,,125,,151,146.0,,,,,,,123.0,,,,,,,,,,161.0,,,
2020_22108,Lisboa,,112,,143,,,,,126.0,126.0,,,,,129.0,,,,,,,,,,
2020_22109,Lisboa,,165,,196,,,,,175.0,189.0,,,,,180.0,,,,,,,,,,
2020_22110,Outro,,98,,110,86.0,,,100.0,,,,,,,,,,,,,,,,,
2020_22111,Braga,,155,,189,188.0,,,163.0,,,,,,,,,,,,,,,,,
2020_22112,Coimbra,,175,,199,,,,,199.0,185.0,179.0,,,,,,,,,,,,,,
2020_22113,Porto,,106,,132,103.0,,143.0,,,,,,,,,,,,,,,,,,
2020_22114,Leiria,,152,,183,,,,,178.0,179.0,,,,,168.0,,,,,,,,,,
2020_22115,Outro,,136,,160,165.0,,,,,,,136.0,,,,,,,,,,,,,
2020_22116,Porto,,162,,195,,,,,195.0,200.0,,,,,181.0,,,,,,,,,,
2020_22117,Lisboa,,177,,189,187.0,,,187.0,,,,,,,,,,,,,,,,,
2020_22118,Braga,183.0,166,,200,,,,,,,200.0,,,,,,,,,,,,,,
2020_22119,Outro,,147,,185,,,,,190.0,188.0,,,,,175.0,,,,,,,,,,
2020_22120,Coimbra,,155,,177,182.0,157.0,,,,,,,,,,,,,,,,,,,
2020_22121,Lisboa,175.0,156,180.0,187,,,,,,,,,,,,,,,,,,,,,
2020_22122,Outro,,115,,128,125.0,,,,,,,100.0,,,,,,,,,,,,,
2020_22123,Outro,,197,,200,186.0,,,200.0,,,,,,,,,,,,,,,,,
2020_22124,Outro,,118,,138,,,,,118.0,121.0,,,,,130.0,,,,,,,,,,
2020_22125,Braga,,175,,200,,164.0,,,198.0,,,,,182.0,,,,,,,,,,,
2020_22126,Faro,,145,,170,,,,,166.0,161.0,145.0,,,,,,,,,,,,,,
2020_22127,Outro,,130,,165,,,,146.0,170.0,,,,,150.0,,,,,,,,,,,
2020_22128,Porto,,168,,183,183.0,,,,,,,149.0,,,,,,,,,,,,,
2020_22129,Lisboa,,159,,191,,,,,184.0,186.0,179.0,,,,,,,,,,,,,,
2020_22130,Braga,,181,,194,186.0,,,189.0,,,,,,,,,,,,,,,,,
2020_22131,Porto,,149,,191,185.0,,190.0,,,,,,,,,,,,,,,,,,
2020_22132,Lisboa,,107,,118,,,,114.0,85.0,,,,,105.0,,,,,,,,,,,
2020_22133,Braga,,168,,185,200.0,,,,,,,155.0,,,,,,,,,,,,,
2020_22134,Lisboa,,155,,195,,,,,192.0,193.0,,,,,189.0,,,,,,,,,,
2020_22135,Lisboa,,187,,200,,,,,200.0,190.0,,,,,178.0,,,,,,,,,,
2020_22136,Porto,,171,,178,175.0,,,170.0,,,,,,,,,,,,,,,,,
2020_22137,Faro,180.0,155,180.0,187,,,,,,,,,,,,,,,,,,,,,
2020_22138,Lisboa,,126,,162,,,,,166.0,159.0,,,,,151.0,,,,,,,,,,
2020_22139,Outro,,155,,183,176.0,,181.0,,,,,,,,,,,,,,,,,,
2020_22140,Leiria,,140,,156,,110.0,,,175.0,,,,,159.0,,,,,,,,,,,
2020_22141,Setúbal,,135,,172,164.0,,167.0,,,,,,,,,,,,,,,,,,
2020_22142,Lisboa,169.0,145,,181,,,,,,,186.0,,,,,,,,,,,,,,
2020_22143,Setúbal,183.0,176,,197,,,,,,,200.0,,,,,,,,,,,,,,
2020_22144,Outro,,159,,188,,,,,180.0,180.0,,,,,180.0,,,,,,,,,,
2020_22145,Outro,,112,,131,,,,,116.0,131.0,96.0,,,,,,,,,,,,,,
2020_22146,Leiria,,162,,200,200.0,200.0,,,,,,,,,,,,,,,,,,,
2020_22147,Setúbal,,127,,171,,,,,155.0,173.0,,,,,165.0,,,,,,,,,,
2020_22148,Porto,,176,,183,188.0,146.0,,,,,,,,,,,,,,,,,,,
2020_22149,Braga,,115,,136,,,,120.0,137.0,,,,,104.0,,,,,,,,,,,
2020_22150,Setúbal,136.0,100,122.0,134,,,,,,,,,,,,,,,,,,,,,
2020_22151,Outro,,118,,112,121.0,78.0,,,,,,,,,,,,,,,,,,,
2020_22152,Lisboa,178.0,173,,193,,,,,,,185.0,,,,,,,,,,,,,,
2020_22153,Lisboa,,158,,189,,,,,191.0,185.0,,,,,173.0,,,,,,,,,,
2020_22154,Lisboa,,166,,186,180.0,,,,,,,160.0,,,,,,,,,,,,,
2020_22155,Outro,,134,,151,,,,156.0,140.0,,,,,133.0,,,,,,,,,,,
2020_22156,Lisboa,200.0,160,200.0,197,,,,,,,,,,,,,,,,,,,,,
2020_22157,Outro,166.0,135,,158,,,,,,,136.0,,,,,,,,,151.0,,,,,
2020_22158,Porto,,138,,168,176.0,,,,,,,156.0,,,,,,,,,,,,,
2020_22159,Setúbal,,101,,119,,,,,97.0,113.0,,,,,104.0,,,,,,,,,,
2020_22160,Outro,,118,,147,,,,,156.0,152.0,121.0,,,,,,,,,,,,,,
2020_22161,Outro,,165,,199,,197.0,,,199.0,,,,,200.0,,,,,,,,,,,
2020_22162,Porto,,197,,200,,,,,195.0,196.0,,,,,186.0,,,,,,,,,,
2020_22163,Leiria,,135,,152,,,,,150.0,151.0,116.0,,,,,,,,,,,,,,
2020_22164,Braga,,135,,153,,126.0,,,164.0,,,,,147.0,,,,,,,,,,,
2020_22165,Lisboa,200.0,197,181.0,200,,,,,,,,,,,,,,,,,,,,,
2020_22166,Lisboa,,151,,172,182.0,149.0,,,,,,,,,,,,,,,,,,,
2020_22167,Porto,,108,,126,,,,,102.0,104.0,,,,,123.0,,,,,,,,,,
2020_22168,Setúbal,184.0,170,191.0,195,,,,,,,,,,,,,,,,,,,,,
2020_22169,Porto,,107,,139,,,,,142.0,119.0,,,,,129.0,,,,,,,,,,
2020_22170,Outro,157.0,125,,153,,,,,,,119.0,,,,,,,,,,,,,,
2020_22171,Porto,,101,,109,122.0,55.0,,,,,,,,,,,,,,,,,,,
2020_22172,Coimbra,,150,,184,,,,,179.0,179.0,,,,,175.0,,,,,,,,,,
2020_22173,Lisboa,186.0,155,172.0,184,,,,,,,,,,,,,,,,,,,,,
2020_22174,Lisboa,,135,,151,171.0,113.0,,,,,,,,,,,,,,,,,,,
2020_22175,Outro,,149,,189,,,,,193.0,185.0,,,,,176.0,,,,,,,,,,
2020_22176,Faro,,132,,171,,,,,161.0,175.0,,,,,164.0,,,,,,,,,,
2020_22177,Lisboa,,117,,136,138.0,,,128.0,,,,,,,,,,,,,,,,,
2020_22178,Leiria,,135,,151,160.0,,,,,,,126.0,,,,,,,,,,,,,
2020_22179,Leiria,,131,,141,135.0,,,,,,,126.0,,,,,,,,,,,,,
2020_22180,Lisboa,,136,,161,,118.0,,,175.0,,,,,155.0,,,,,,,,,,,
2020_22181,Lisboa,,126,,166,,,,,159.0,170.0,130.0,,,,,,,,,,,,,,
2020_22182,Setúbal,190.0,197,,200,,,,,,,200.0,,,,,,,,,,,,,,
2020_22183,Outro,,163,,190,,,,,195.0,185.0,,,,,179.0,,,,,,,,,,
2020_22184,Coimbra,,161,,200,,,,,195.0,190.0,200.0,,,,,,,,,,,,,,
2020_22185,Lisboa,,118,,111,,68.0,,,106.0,,,,,99.0,,,,,,,,,,,
2020_22186,Braga,,185,,197,,,,,189.0,199.0,,,,,184.0,,,,,,,,,,
2020_22187,Coimbra,,130,,156,,,,138.0,166.0,,,,,150.0,,,,,,,,,,,
2020_22188,Braga,,135,,180,,,,,180.0,168.0,,,,,173.0,,,,,,,,,,
2020_22189,Setúbal,,146,,191,,,,,194.0,183.0,,,,,178.0,,,,,,,,,,
2020_22190,Porto,,148,,184,,,,,176.0,186.0,,,,,174.0,,,,,,,,,,
2020_22191,Porto,,155,,168,161.0,,,,,,,137.0,,,,,,,,,,,,,
2020_22192,Porto,,128,,164,,,,,155.0,168.0,147.0,,,,,,,,,,,,,,
2020_22193,Coimbra,,132,,156,168.0,,,,,,,130.0,,,,,,,,,,,,,
2020_22194,Lisboa,,156,,199,198.0,,190.0,,188.0,,,,,,,,,,,,,,,,
2020_22195,Outro,,138,,161,,,,,160.0,148.0,143.0,,,,,,,,,,,,,,
2020_22196,Porto,,96,,120,,,,,106.0,94.0,,,,,130.0,,,,,,,,,,
2020_22197,Coimbra,,149,,166,,125.0,,,175.0,,,,,171.0,,,,,,,,,,,
2020_22198,Porto,,179,,200,,,,,195.0,200.0,,,,,185.0,,,,,,,,,,
2020_22199,Braga,,155,,191,,,,,191.0,186.0,,,,,170.0,,,,,,,,,,
2020_22200,Outro,,165,,193,,,,,198.0,200.0,,,,,181.0,,,,,,,,,,
2020_22201,Braga,,141,,166,160.0,,,166.0,,,,,,,,,,,,,,,,,
2020_22202,Setúbal,,152,,181,,,,,167.0,171.0,,,,,171.0,,,,,,,,,,
2020_22203,Outro,,137,,162,,,,,162.0,170.0,144.0,,,,,,,,,,,,,,
2020_22204,Lisboa,178.0,151,,177,,,,,,,159.0,,,,,,,,,,,,,,
2020_22205,Porto,,160,,198,,,,,179.0,190.0,,,,,177.0,,,,,,,,,,
2020_22206,Setúbal,,112,,131,,,,115.0,131.0,,,,,110.0,,,,,,,,,,,
2020_22207,Porto,,125,,158,135.0,,161.0,,,,,,,,,,,,,,,,,,151.0
2020_22208,Outro,,145,,185,,,,,194.0,181.0,,,,,168.0,,,,,,,,,,
2020_22209,Porto,,142,,186,,,,,178.0,181.0,,,,,179.0,,,,,,,,,,
2020_22210,Porto,,126,,156,,,,,156.0,161.0,132.0,,,,,,,,,,,,,,
2020_22211,Leiria,,140,,166,165.0,,,155.0,,,,,,,,,,,,,,,,,
2020_22212,Outro,,151,,193,,,,,200.0,189.0,,,,,181.0,,,,,,,,,,
2020_22213,Lisboa,,148,,182,,146.0,,,189.0,,,,,187.0,,,,,,,,,,,
2020_22214,Outro,,141,,173,162.0,,189.0,,,,,,,,,,,,,,,,,,
2020_22215,Lisboa,,107,,138,,,,,111.0,131.0,,,,,131.0,,,,,,,,,,
2020_22216,Coimbra,,172,,196,190.0,,198.0,,,,,,,,,,,,,,,,,,
2020_22217,Outro,155.0,119,,138,,,,,,,96.0,,,,,,,,,,,,,,
