Aluno_ID,Distrito,Matematica_A,Biologia_Geologia,Fisica_Quimica_A,Portugues,Nota_Interna,Economia_A,Geografia_A,Geometria_Descritiva_A,Desenho_A,HCA,Historia_A,MACS,Ingles,Literatura_Portuguesa,Latim_A,Historia_B,Alemao,Filosofia,Portugues_L2,Portugues_LNM,Matematica_B,Frances,Espanhol_Iniciacao
2019_39346,Lisboa,76.0,69.0,64.0,95,100,,,,,,,,,,,,,,,,,,
2019_39347,Lisboa,97.0,,,105,110,92.0,,,,,,95.0,,,,,,,,,,,
2019_39348,Outro,103.0,96.0,88.0,105,111,,,,,,,,,,,,,,,,,,
2019_39349,Lisboa,,,,125,142,,,,,,116.0,,152.0,,,,,,,,,,
2019_39350,Lisboa,168.0,,177.0,148,178,,,194.0,,,,,,,,,,,,,,,
2019_39351,Lisboa,187.0,158.0,199.0,165,191,,,,,,,,,,,,,,,,,,
2019_39352,Braga,,,,167,180,,,,,,142.0,,167.0,,,,,,,,,,
2019_39353,Outro,,,,161,173,,,,176.0,140.0,,,,,,,,,,,,,
2019_39354,Setúbal,,,,101,123,,,101.0,130.0,,,,,,,,,,,,,,
2019_39355,Lisboa,,,,108,131,,,,,,97.0,,138.0,,,,,,,,,,
2019_39356,Coimbra,107.0,120.0,102.0,129,125,,,,,,,,,,,,,,,,,,
2019_39357,Lisboa,155.0,,,158,162,156.0,126.0,,,,,,,,,,,,,,,,
2019_39358,Outro,200.0,,164.0,193,200,,,191.0,,,,,,,,,,,,,,,
2019_39359,Lisboa,,,,155,180,,,,,,158.0,200.0,,,,,,,,,,,
2019_39360,Setúbal,151.0,129.0,115.0,135,153,,,,,,,,,,,,,,,,,,
2019_39361,Porto,166.0,156.0,170.0,193,184,,,,,,,,,,,,,,,,,,
2019_39362,Porto,,,,95,109,,,,111.0,95.0,,,,,,,,,,,,,
2019_39363,Lisboa,,,,193,181,,,,,,145.0,,,145.0,,,,,,,,,
2019_39364,Outro,,,,135,132,,,,,,108.0,,,120.0,,,,,,,,,
2019_39365,Outro,,,,127,144,,,,,,112.0,,150.0,,,,,,,,,,
2019_39366,Porto,,,,98,128,,,,,,100.0,,134.0,,,,,,,,,,
2019_39367,Outro,175.0,,,149,176,165.0,,,,,,159.0,,,,,,,,,,,
2019_39368,Outro,,,,116,132,,106.0,,,,107.0,,,,,,,,,,,,
2019_39369,Lisboa,85.0,,,96,100,106.0,,,,,,89.0,,,,,,,,,,,
2019_39370,Lisboa,,,,131,133,,,,,,131.0,,,116.0,,,,,,,,,
2019_39371,Porto,,,,192,188,,,,,,156.0,,187.0,,,,,,,,,,
2019_39372,Porto,158.0,128.0,162.0,161,165,,,,,,,,,,,,,,,,,,
2019_39373,Lisboa,200.0,142.0,199.0,147,194,,,,,,,,,,,,,,,,,,
2019_39374,Outro,179.0,,,159,180,176.0,156.0,,,,,,,,,,,,,,,,
2019_39375,Leiria,153.0,116.0,155.0,126,150,,,,,,,,,,,,,,,,,,
2019_39376,Porto,120.0,,,126,134,131.0,110.0,,,,,,,,,,,,,,,,
2019_39377,Porto,95.0,,96.0,116,126,,,149.0,,,,,,,,,,,,,,,
2019_39378,Outro,,,,146,185,,,198.0,183.0,,,,,,,,,,,,,,
2019_39379,Leiria,,,,130,132,,110.0,,,,127.0,,,,,,,,,,,,
2019_39380,Coimbra,,,,126,131,,110.0,,,,120.0,,,,,,,,,,,,
2019_39381,Porto,,,,97,122,,,,,,81.0,,140.0,,,,,,,,,,
2019_39382,Outro,170.0,174.0,162.0,145,172,,,,,,,,,,,,,,,,,,
2019_39383,Braga,135.0,,120.0,140,157,,,177.0,,,,,,,,,,,,,,,
2019_39384,Outro,155.0,,116.0,121,159,,,170.0,,,,,,,,,,,,,,,
2019_39385,Setúbal,66.0,87.0,56.0,91,100,,,,,,,,,,,,,,,,,,
2019_39386,Outro,155.0,135.0,151.0,138,160,,,,,,,,,,,,,,,,,,
2019_39387,Leiria,135.0,,134.0,118,153,,,184.0,,,,,,,,,,,,,,,
2019_39388,Coimbra,192.0,171.0,199.0,161,196,,,,,,,,,,,,,,,,,,
2019_39389,Lisboa,42.0,,66.0,90,100,,,48.0,,,,,,,,,,,,,,,
2019_39390,Outro,171.0,131.0,135.0,136,161,,,,,,,,,,,,,,,,,,
2019_39391,Outro,,,,145,172,,,,166.0,148.0,,,,,,,,,,,,,
2019_39392,Outro,,,,158,188,,,188.0,174.0,,,,,,,,,,,,,,
2019_39393,Lisboa,,,,132,150,,,,,,136.0,,,135.0,,,,,,,,,
2019_39394,Outro,,,,135,147,,,,,,115.0,,151.0,,,,,,,,,,
2019_39395,Outro,200.0,196.0,162.0,166,200,,,,,,,,,,,,,,,,,,
2019_39396,Lisboa,,,,112,133,,,,,,100.0,,,117.0,,,,,,,,,
2019_39397,Outro,135.0,105.0,130.0,120,126,,,,,,,,,,,,,,,,,,
2019_39398,Porto,98.0,,83.0,110,129,,,152.0,,,,,,,,,,,,,,,
2019_39399,Porto,,,,119,164,,,175.0,151.0,,,,,,,,,,,,,,
2019_39400,Porto,,,,168,196,,,,,,196.0,,,167.0,,,,,,,,,
2019_39401,Braga,78.0,,,105,105,95.0,92.0,,,,,,,,,,,,,,,,
2019_39402,Setúbal,149.0,130.0,146.0,155,156,,,,,,,,,,,,,,,,,,
2019_39403,Porto,100.0,95.0,105.0,115,122,,,,,,,,,,,,,,,,,,
2019_39404,Braga,131.0,,,120,140,138.0,120.0,,,,,,,,,,,,,,,,
2019_39405,Lisboa,158.0,,,175,180,149.0,,,,,,176.0,,,,,,,,,,,
2019_39406,Faro,,,,119,130,,,,,,103.0,121.0,,,,,,,,,,,
2019_39407,Braga,156.0,,125.0,145,169,,,187.0,,,,,,,,,,,,,,,
2019_39408,Lisboa,130.0,105.0,106.0,118,132,,,,,,,,,,,,,,,,,,
2019_39409,Porto,,,,155,164,,,,,,157.0,141.0,,,,,,,,,,,
2019_39410,Outro,,,,58,100,,,,,,46.0,,,55.0,,,,,,,,,
2019_39411,Porto,,,,147,178,,,,,,155.0,,185.0,,,,,,,,,,
2019_39412,Lisboa,181.0,,170.0,193,196,,,200.0,,,,,,,,,,,,,,,
2019_39413,Coimbra,198.0,167.0,175.0,193,199,,,,,,,,,,,,,,,,,,
2019_39414,Coimbra,139.0,138.0,138.0,148,155,,,,,,,,,,,,,,,,,,
2019_39415,Lisboa,,,,79,100,,66.0,,,,56.0,,,,,,,,,,,,
2019_39416,Outro,,,,119,141,,,,,,119.0,,,121.0,,,,,,,,,
2019_39417,Outro,,,,103,117,,,,,,104.0,,,106.0,,,,,,,,,
2019_39418,Outro,,,,151,163,,,,,,160.0,,,140.0,,,,,,,,,
2019_39419,Lisboa,171.0,186.0,199.0,166,193,,,,,,,,,,,,,,,,,,
2019_39420,Porto,89.0,,95.0,110,112,,,122.0,,,88.0,,,,,,,,,,,,
2019_39421,Lisboa,,,,145,145,,120.0,,,,117.0,,,,,,,,,,,,
2019_39422,Braga,197.0,161.0,186.0,170,190,,,,,,,,,,,,,,,,,,
2019_39423,Outro,153.0,137.0,131.0,138,148,,,,,,,,,,,,,,,,,,
2019_39424,Lisboa,,,,150,160,,,,,,129.0,,164.0,,,,,,,,,,
2019_39425,Lisboa,,,,168,167,,136.0,,,,138.0,,,,,,,,,,,,
2019_39426,Lisboa,136.0,98.0,95.0,121,126,,,,,,,,,,,,,,,,,,
2019_39427,Outro,95.0,95.0,91.0,109,118,,,,,,,,,,,,,,,,,,
2019_39428,Outro,106.0,,,112,126,112.0,110.0,,,,,,,,,,,,,,,,
2019_39429,Outro,77.0,75.0,70.0,92,100,,,,,,,,,,,,,,,,,,
2019_39430,Lisboa,,,,142,165,,,,,,130.0,,166.0,,,,,,,,,,
2019_39431,Lisboa,156.0,125.0,156.0,160,163,,,,,,,,,,,,,,,,,,
2019_39432,Braga,,,,128,161,,,162.0,145.0,,,,,,,,,,,,,,
2019_39433,Faro,140.0,155.0,149.0,138,170,,,,,,,,,,,,,,,,,,
2019_39434,Porto,,,,129,164,,,165.0,158.0,,,,,,,,,,,,,,
2019_39435,Porto,111.0,112.0,106.0,117,122,,,,,,,,,,,,,,,,,,
2019_39436,Porto,,,,126,133,,,,,,110.0,,,115.0,,,,,,,,,
2019_39437,Outro,,,,145,147,,,,,,116.0,130.0,158.0,,,,,,,,,,
2019_39438,Porto,107.0,96.0,89.0,110,118,,,,,,,,,,,,,,,,,,
2019_39439,Setúbal,173.0,136.0,148.0,166,174,,,,,,,,,,,,,,,,,,
2019_39440,Porto,93.0,100.0,105.0,106,117,,,,,,,,,,,,,,,,,,
2019_39441,Lisboa,105.0,88.0,106.0,110,116,,,,,,,,,,,,,,,,,,
2019_39442,Porto,153.0,141.0,129.0,139,157,,,,,,,,,,,,,,,,,,
2019_39443,Faro,90.0,,,110,112,116.0,,,,,,96.0,,,,,,,,,,,
2019_39444,Porto,,,,100,109,,,,,,99.0,97.0,,,,,,,,,,,
2019_39445,Lisboa,178.0,,,155,175,140.0,,,,,,163.0,,,,,,,,,,,
2019_39446,Lisboa,,,,145,154,,,,,,127.0,,168.0,,,,,,,,,,
2019_39447,Lisboa,115.0,101.0,101.0,116,130,,,,,,,,,,,,,,,,,,
2019_39448,Porto,,,,140,165,,,,,,136.0,,164.0,,,,,,,,,,
2019_39449,Braga,122.0,132.0,127.0,127,142,,,,,,,,,,,,,,,,,,
2019_39450,Porto,125.0,109.0,108.0,127,125,,,,,,,,,,,,,,,,,,
2019_39451,Leiria,157.0,152.0,166.0,151,165,,,,,,,,,,,,,,,,,,
2019_39452,Setúbal,,,,100,126,,,106.0,127.0,,,,,,,,,,,,,,
2019_39453,Outro,200.0,156.0,164.0,193,198,,,,,,,,,,,,,,,,,,
2019_39454,Porto,156.0,,,172,172,162.0,,,,,,138.0,,,,,,,,,,,
2019_39455,Braga,142.0,133.0,134.0,135,159,,,,,,,,,,,,,,,,,,
2019_39456,Porto,,,,137,144,,122.0,,,,120.0,,,,,,,,,,,,
2019_39457,Outro,,,,117,153,,,155.0,146.0,,,,,,,,,,,,,,
2019_39458,Lisboa,,,,80,104,,,,,,75.0,,110.0,,,,,,,,,,
2019_39459,Faro,200.0,171.0,167.0,193,197,,,,,,,,,,,,,,,,,,
2019_39460,Lisboa,,,,101,129,,,,134.0,110.0,,,,,,,,,,,,,
2019_39461,Lisboa,162.0,136.0,147.0,165,169,,,,,,,,,,,,,,,,,,
2019_39462,Braga,156.0,165.0,137.0,165,163,,,,,,,,,,,,,,,,,,
2019_39463,Outro,,,,125,135,,,,,,118.0,125.0,,,,,,,,,,,
2019_39464,Leiria,133.0,110.0,100.0,118,133,,,,,,,,,,,,,,,,,,
2019_39465,Outro,165.0,141.0,150.0,149,165,,,,,,,,,,,,,,,,,,
2019_39466,Outro,,,,149,158,,,,,,148.0,,,136.0,,,,,,,,,
2019_39467,Coimbra,79.0,,,86,100,87.0,,,,,,79.0,,,,,,,,,,,
2019_39468,Braga,188.0,,,161,190,189.0,,,,,,200.0,,,,,,,,,,,
2019_39469,Braga,200.0,175.0,179.0,165,189,,,,,,,,,,,,,,,,,,
2019_39470,Braga,146.0,117.0,107.0,127,139,,,,,,,,,,,,,,,,,,
2019_39471,Outro,178.0,,,155,179,165.0,,,,,,171.0,,,,,,,,,,,
2019_39472,Outro,,,,155,189,,,,,,196.0,,176.0,,,,,,,,,,
2019_39473,Porto,161.0,115.0,138.0,136,150,,,,,,,,,,,,,,,,,,
2019_39474,Coimbra,146.0,,,130,144,138.0,,,,,,126.0,,,,,,,,,,,
2019_39475,Lisboa,,,,137,156,,,,,,147.0,147.0,,,,,,,,,,,
2019_39476,Outro,,,,135,141,,,,,,111.0,,152.0,,,,,,,,,,
2019_39477,Outro,105.0,,,116,123,110.0,,,,,,100.0,,,,,,,,,,,
2019_39478,Braga,,,,125,165,,,186.0,156.0,,,,,,,,,,,,,,
2019_39479,Porto,82.0,91.0,83.0,101,100,,,,,,,,,,,,,,,,,,
2019_39480,Porto,136.0,138.0,135.0,135,145,,,,,,,,,,,,,,,,,,
2019_39481,Outro,118.0,106.0,111.0,115,128,,,,,,,,,,,,,,,,,,
2019_39482,Faro,,,,135,144,,,,158.0,125.0,,,,,,,,,,,,,
2019_39483,Porto,149.0,,,148,150,155.0,126.0,,,,,,,,,,,,,,,,
2019_39484,Coimbra,,,,137,138,,,,,,127.0,,,136.0,,,,,,,,,
2019_39485,Lisboa,,,,125,167,,,168.0,151.0,,,,,,,,,,,,,,
2019_39486,Braga,50.0,61.0,57.0,87,100,,,,,,,,,,,,,,,,,,
2019_39487,Outro,111.0,89.0,88.0,116,113,,,,,,,,,,,,,,,,,,
2019_39488,Setúbal,44.0,,,75,100,73.0,,,,,,55.0,,,,,,,,,,,
2019_39489,Porto,,,,115,139,,,,,,105.0,,155.0,,,,,,,,,,
2019_39490,Outro,178.0,150.0,162.0,162,173,,,,,,,,,,,,,,,,,,
2019_39491,Outro,,,,130,140,,,,,,117.0,,,139.0,,,,,,,,,
2019_39492,Outro,172.0,,,150,164,160.0,,,,,,132.0,,,,,,,,,,,
2019_39493,Outro,85.0,78.0,76.0,98,100,,,,,,,,,,,,,,,,,,
2019_39494,Lisboa,,,,158,178,,,,,,150.0,,197.0,,,,,,,,,,
2019_39495,Outro,146.0,106.0,119.0,123,136,,,,,,,,,,,,,,,,,,
2019_39496,Braga,46.0,,40.0,89,100,,,66.0,,,,,,81.0,,,,,,,,,
2019_39497,Lisboa,176.0,140.0,180.0,167,180,,,,,,,,,,,,,,,,,,
2019_39498,Lisboa,69.0,82.0,60.0,87,100,,,,,,,,,,,,,,,,,,
2019_39499,Porto,,,,137,155,,,,,,117.0,,161.0,,,,,,,,,,
2019_39500,Outro,138.0,147.0,131.0,133,152,,,,,,,,,,,,,,,,,,
2019_39501,Lisboa,,,,88,100,,,,,,71.0,,,95.0,,,,,,,,,
2019_39502,Lisboa,,,,125,137,,,,,,119.0,,153.0,,,,,,,,,,
2019_39503,Outro,122.0,,117.0,118,146,,,177.0,,,,,,,,,,,,,,,
2019_39504,Lisboa,,,,180,182,,,,,,149.0,,179.0,,,,,,,,,,
2019_39505,Setúbal,125.0,115.0,126.0,127,140,,,,,,,,,,,,,,,,,,
2019_39506,Outro,,,,136,152,,,,,,127.0,,166.0,,,,,,,,,,
2019_39507,Leiria,191.0,176.0,199.0,153,192,,,,,,,,,,,,,,,,,,
2019_39508,Lisboa,128.0,125.0,121.0,131,143,,,,,,,,,,,,,,,,,,
2019_39509,Outro,115.0,,,112,123,112.0,96.0,,,,,,,,,,,,,,,,
2019_39510,Coimbra,146.0,,123.0,155,164,,,185.0,,,,,,,,,,,,,,,
2019_39511,Lisboa,,,,138,161,,,,,,137.0,,,155.0,,,,,,,,,
2019_39512,Porto,95.0,77.0,73.0,96,100,,,,,,,,,,,,,,,,,,
2019_39513,Outro,,,,131,151,,116.0,,,,143.0,,165.0,,,,,,,,,,
2019_39514,Lisboa,115.0,,,120,134,119.0,106.0,,,,,,,,,137.0,,,,,,,
2019_39515,Faro,109.0,86.0,100.0,115,121,,,,,,,,,,,,,,,,,,
2019_39516,Porto,145.0,,,127,141,129.0,108.0,,,,,,,,,,,,,,,,
2019_39517,Porto,125.0,,138.0,141,156,,,169.0,,,,,,,,,,,,,,,
2019_39518,Lisboa,91.0,,69.0,106,109,,,111.0,,,,,,,,,,,,,,,
2019_39519,Lisboa,,,,170,188,,184.0,,,,196.0,,,,,,,,,,,,
2019_39520,Outro,75.0,69.0,66.0,95,100,,,,,,,,,,,,,,,,,,
2019_39521,Outro,,,,128,133,,,,,,122.0,,,115.0,,,,,,,,,
2019_39522,Porto,165.0,,,145,160,139.0,126.0,,,,,,,,,,,,,,,,
2019_39523,Outro,100.0,,,116,118,116.0,96.0,,,,,,,,,,,,,,,,
2019_39524,Porto,87.0,,76.0,101,108,,,116.0,,,,,,,,,,,,,,,
2019_39525,Leiria,,,,95,105,,,57.0,129.0,,,,,,,,,,,,,,
2019_39526,Porto,178.0,187.0,167.0,165,188,,,,,,,,,,,,,,,,,,
2019_39527,Outro,116.0,106.0,109.0,125,119,,,,,,,,,,,,,,,,,,
2019_39528,Braga,146.0,,158.0,151,177,,,185.0,,,,,,,,,,,,,,,
2019_39529,Braga,,,,111,114,,,,,,105.0,,,95.0,,,,,,,,,
2019_39530,Porto,115.0,,,119,130,127.0,106.0,,,,,,,,,,,,,,,,
2019_39531,Outro,,,,139,187,,,195.0,175.0,,,,,,,,,,,,,,
2019_39532,Lisboa,111.0,100.0,121.0,118,125,,,,,,,,,,,,,,,,,,
2019_39533,Outro,,,,115,129,,,,,,112.0,99.0,,,,,,,,,,,
2019_39534,Braga,,,,85,100,,,,,,83.0,77.0,,,,,,,,,,,
2019_39535,Lisboa,45.0,77.0,61.0,75,100,,,,,,,,,,,,,,,,,,
2019_39536,Coimbra,112.0,118.0,110.0,120,128,,,,,,,,,,,,,,,,,,
2019_39537,Porto,121.0,,,132,137,136.0,126.0,,,,,,,,,,,,,,,,
2019_39538,Lisboa,,,,87,100,,,35.0,104.0,,,,,,,,,,,,,,
2019_39539,Outro,200.0,196.0,195.0,175,200,,,,,,,,,,,,,,,,,,
2019_39540,Lisboa,,,,126,135,,120.0,,,,111.0,,,,,,,,,,,,
2019_39541,Leiria,120.0,107.0,110.0,112,131,,,,,,,,,,,,,,,,,,
2019_39542,Lisboa,117.0,,,109,124,107.0,100.0,,,,,,,,,,,,,,,,
2019_39543,Coimbra,160.0,,144.0,141,172,,,192.0,,,,,,,,,,,,,,,
2019_39544,Outro,140.0,,,130,158,132.0,,,,,,145.0,,,,,,,,,,,
2019_39545,Setúbal,,,,120,126,,110.0,,,,109.0,,,,,,,,,,,,
2019_39546,Outro,,,,145,193,,,,190.0,176.0,,,,,,,,,,,,,
2019_39547,Outro,72.0,78.0,74.0,95,100,,,,,,,,,,,,,,,,,,
2019_39548,Leiria,153.0,128.0,147.0,165,158,,,,,,,,,,,,,,,,,,
2019_39549,Setúbal,,,,147,143,,,,,,121.0,126.0,,,,,,,,,,,
2019_39550,Porto,,,,126,163,,,,156.0,148.0,,,,,,,,,,,,,
2019_39551,Porto,115.0,,109.0,107,136,,,146.0,,,,,,,,,,,,,,,
2019_39552,Porto,200.0,155.0,163.0,193,199,,,,,,,,,,,,,,,,,,
2019_39553,Porto,95.0,97.0,90.0,105,114,,,,,,,,,,,,,,,,,,
2019_39554,Porto,106.0,110.0,103.0,122,129,,,,,,,,,,,,,,,,,,
2019_39555,Setúbal,79.0,82.0,56.0,95,100,,,,,,,,,,,,,,,,,,
2019_39556,Lisboa,200.0,,,155,200,198.0,,,,,,200.0,,,,,,,,,,,
2019_39557,Coimbra,85.0,,,110,113,111.0,,,,,,85.0,,97.0,,,,,,,,,
2019_39558,Leiria,,,,148,164,,141.0,,,,138.0,,,,,,,,,,,,
2019_39559,Outro,25.0,,28.0,75,100,,,36.0,,,,,,,,,,,,,,,
2019_39560,Outro,98.0,,,96,106,106.0,90.0,,,,,,,,,,,,,,,,
2019_39561,Outro,,,,168,186,,,,165.0,175.0,,,,,,,,,,,,,
2019_39562,Outro,136.0,,105.0,127,146,,,165.0,,,,,,,,,,,,,,,
2019_39563,Porto,52.0,,,86,100,77.0,78.0,,,,,,,,,,,,,,,,
2019_39564,Lisboa,156.0,146.0,126.0,135,150,,,,,,,,,,,,,,,,,,
2019_39565,Outro,,,,76,100,,,,,,78.0,79.0,,,,,,,,,,,
2019_39566,Outro,85.0,78.0,79.0,100,100,,,,,,,,,,,,,,,,,,
2019_39567,Lisboa,158.0,178.0,149.0,193,179,,,,,,,,,,,,,,,,,,
2019_39568,Porto,130.0,,126.0,136,159,,,178.0,,,,,,,,,,,,,,,
2019_39569,Porto,145.0,,126.0,137,155,,,180.0,,,,,,,,,,,,,,,
2019_39570,Porto,29.0,57.0,37.0,58,100,,,,,,,,,,,,,,,,,,
2019_39571,Braga,85.0,70.0,52.0,98,100,,,,,,,,,,,,,,,,,,
2019_39572,Lisboa,100.0,109.0,108.0,118,121,,,,,,,,,,,,,,,,,,
2019_39573,Braga,,,,166,184,,,,,,170.0,,,179.0,,,,,,,,,
2019_39574,Outro,,,,120,129,,116.0,,,,117.0,,,,,,,,,,,,
2019_39575,Lisboa,130.0,125.0,127.0,121,142,,,,,,,,,,,,,,,,,,
2019_39576,Setúbal,,,,117,146,,,140.0,132.0,,,,,,,,,,,,,,
2019_39577,Outro,169.0,,,145,177,198.0,136.0,,,,,,,,,,,,,,,,
2019_39578,Outro,,,,118,123,,,,,,92.0,,,109.0,,,,,,,,,
2019_39579,Porto,66.0,76.0,63.0,95,100,,,,,,,,,,,,,,,,,,
2019_39580,Lisboa,,,,98,112,,,,,,95.0,95.0,,,,,,,,,,,
2019_39581,Lisboa,,,,140,178,,,,177.0,161.0,,,,,,,,,,,,,
2019_39582,Outro,,,,157,175,,137.0,,,,169.0,,,,,,,,,,,,
2019_39583,Lisboa,63.0,69.0,77.0,95,100,,,,,,,,,,,,,,,,,,
2019_39584,Faro,178.0,,150.0,155,183,,,191.0,,,,,,,,,,,,,,,
2019_39585,Braga,115.0,99.0,110.0,127,125,,,,,,,,,,,,,,,,,,
2019_39586,Outro,200.0,151.0,199.0,193,200,,,,,,,,,,,,,,,,,,
2019_39587,Outro,135.0,,101.0,125,143,,,165.0,,,,,,,,,,,,,,,
2019_39588,Lisboa,115.0,,,101,120,116.0,96.0,,,,,,,,,,,,,,,,
2019_39589,Lisboa,,,,100,102,,90.0,,,,91.0,,,,,,,,,,,,
2019_39590,Braga,194.0,157.0,159.0,165,180,,,,,,,,,,,,,,,,,,
2019_39591,Outro,200.0,166.0,152.0,165,180,,,,,,,,,,,,,,,,,,
2019_39592,Lisboa,,,,135,160,,,,,,139.0,,167.0,,,,,,,,,,
2019_39593,Outro,,,,160,187,,,,167.0,171.0,,,,,,,,,,,,,
2019_39594,Porto,93.0,83.0,92.0,95,105,,,,,,,,,,,,,,,,,,
2019_39595,Lisboa,,,,193,200,,,,,,196.0,,197.0,,,,,,,,,,
2019_39596,Porto,,,,147,149,,132.0,,,,126.0,,,,,,,,,,,,
2019_39597,Braga,95.0,105.0,99.0,108,120,,,,,,,,,,,,,,,,,,
2019_39598,Coimbra,,,,125,130,,108.0,,,,116.0,,,,,,,,,,,,
2019_39599,Outro,,,,136,155,,,,,,120.0,152.0,,,,,,,,,,,
2019_39600,Outro,,,,140,167,,,,178.0,151.0,,,,,,,,,,,,,
2019_39601,Lisboa,,,,159,159,,,,,,138.0,,,150.0,,,,,,,,,
2019_39602,Lisboa,155.0,135.0,141.0,142,161,,,,,,,,,,,,,,,,,,
2019_39603,Porto,150.0,111.0,122.0,128,139,,,,,,,,,,,,,,,,,,
2019_39604,Braga,200.0,178.0,199.0,175,194,,,,,,,,,,,,,,,,,,
2019_39605,Porto,,,,117,136,,,,,,113.0,121.0,,,,,,,,,,123.0,
2019_39606,Braga,,,,106,110,,94.0,,,,95.0,,,,,,,,,,,,
2019_39607,Coimbra,136.0,121.0,115.0,135,142,,,,,,,,,,,,,,,,,,
2019_39608,Outro,,,,98,115,,,76.0,131.0,,,,,,,,,,,,,,
2019_39609,Coimbra,,,,106,132,,,,,,98.0,,142.0,,,,,,,,,,
2019_39610,Lisboa,,,,152,185,,,,,,143.0,,176.0,,,,,,,,,,194.0
2019_39611,Outro,,,,157,181,,140.0,,,,196.0,,,,,,,,,,,,
2019_39612,Lisboa,,,,121,137,,120.0,,,,109.0,,,,,,,,,,,,
2019_39613,Porto,200.0,188.0,199.0,193,200,,,,,,,,,,,,,,,,,,
2019_39614,Lisboa,,,,125,139,,,,,,113.0,,,119.0,,,,,,,,,
2019_39615,Braga,170.0,175.0,172.0,146,187,,,,,,,,,,,,,,,,,,
2019_39616,Leiria,165.0,,165.0,159,181,,,198.0,,,,,,,,,,,,,,,
2019_39617,Lisboa,62.0,,,97,100,79.0,,,,,,71.0,,,,,,,,,,,
2019_39618,Outro,,,,115,139,,,,,,96.0,,151.0,,,,,,,,,,
2019_39619,Porto,158.0,151.0,150.0,138,163,,,,,,,,,,,,,,,,,,
2019_39620,Setúbal,181.0,167.0,199.0,193,194,,,,,,,,,,,,,,,,,,
2019_39621,Setúbal,,,,95,113,,,,,,95.0,96.0,,,,,,,,,,,
2019_39622,Lisboa,130.0,,,125,144,126.0,,,,,,146.0,,,,,,,,,,,
2019_39623,Porto,62.0,,,103,103,97.0,90.0,,,,,,,,,,,,,,,,
2019_39624,Outro,169.0,,140.0,140,168,,,189.0,,,,,,,,,,,,,,,
2019_39625,Lisboa,,,,138,154,,,,,,135.0,,,165.0,,,,,,,,,
2019_39626,Outro,,,,119,132,,,,,,110.0,,,105.0,,,,,,,,,
2019_39627,Outro,,,,95,116,,,,120.0,86.0,,,,,,,,,,,,,
2019_39628,Leiria,,,,149,170,,,,,,156.0,,171.0,,,,,,,,,,
2019_39629,Leiria,159.0,,115.0,127,161,,,187.0,,,,,,,,,,,,,,,
2019_39630,Outro,60.0,,,85,100,80.0,,,,,,75.0,,,,,,,,,,,
2019_39631,Porto,91.0,79.0,72.0,105,100,,,,,,,,,,,,,,,,,,
2019_39632,Braga,110.0,,96.0,110,136,,,146.0,,,,,,,,,,,,,,,
2019_39633,Faro,,,,145,182,,,195.0,159.0,,,,,,,,,,,,,,
2019_39634,Porto,,,,139,153,,124.0,,,,137.0,,,,,,,,,,,,
2019_39635,Lisboa,133.0,116.0,126.0,129,132,,,,,,,,,,,,,,,,,,
2019_39636,Porto,,,,135,156,,,,,,122.0,,158.0,,,,,,,,,,
2019_39637,Outro,,,,129,172,,,187.0,168.0,,,,,,,,,,,,,,
2019_39638,Outro,100.0,105.0,100.0,115,119,,,,,,,,,,,,,,,,,,
2019_39639,Coimbra,,,,105,115,,,,,,95.0,92.0,,,,,,,,,,,
2019_39640,Outro,47.0,,,76,100,85.0,68.0,,,,,,,,,,,,,,,,
2019_39641,Porto,152.0,148.0,142.0,175,168,,,,,,,,,,,,,,,,,,
2019_39642,Lisboa,,,,128,141,,,,,,108.0,,157.0,,,,,,,,,,
2019_39643,Coimbra,,,,128,161,,,,,,137.0,,158.0,,,,,,,,,,
2019_39644,Leiria,151.0,149.0,158.0,159,163,,,,,,,,,,,,,,,,,,
2019_39645,Porto,128.0,,109.0,138,147,,,177.0,,,,,,,,,,,,,,,
2019_39646,Porto,158.0,,,156,162,139.0,,,,,,147.0,,,,,,,,,,,
2019_39647,Lisboa,148.0,,,150,171,146.0,,,,,,165.0,,,,,,,,,,,
2019_39648,Outro,118.0,113.0,95.0,126,133,,,,,,,,,,,,,,,,,,
2019_39649,Lisboa,186.0,,,151,186,195.0,,,,,,175.0,,,,,,,,,,,
2019_39650,Outro,85.0,88.0,97.0,116,105,,,,,,,,,,,,,,,,,,
2019_39651,Braga,,,,112,120,,,,,,101.0,,,107.0,,,,,,,,,
2019_39652,Porto,,,,96,139,,,133.0,137.0,,,,,,101.0,,,,,,,,
2019_39653,Outro,155.0,,141.0,156,172,,,196.0,,,,,,,,,,,,,,,
2019_39654,Outro,63.0,75.0,66.0,98,100,,,,,,,,,,,,,,,,,,
2019_39655,Outro,,,,109,128,,,,,,98.0,,141.0,,,,,,,,,,
2019_39656,Braga,,,,110,110,,96.0,,,,88.0,,,,,,,,,,,,
2019_39657,Outro,,,,135,153,,,,,,126.0,,166.0,,,,,,,,,,
2019_39658,Setúbal,,,,145,158,,,,157.0,129.0,,,,,,,,,,,,,
2019_39659,Braga,97.0,,,121,122,110.0,104.0,,,,,,,,,,,,,,,,
2019_39660,Leiria,,,,137,159,,,,,,136.0,,159.0,,,,,,,,,,
2019_39661,Lisboa,138.0,119.0,128.0,138,149,,,,,,,,,,,,,,,,,,
