Aluno_ID,Distrito,Matematica_A,Biologia_Geologia,Fisica_Quimica_A,Portugues,Nota_Interna,Desenho_A,Geometria_Descritiva_A,Economia_A,MACS,Historia_A,Geografia_A,HCA,Literatura_Portuguesa,Portugues_L2,Ingles,Italiano_Iniciacao,Portugues_LNM,Mandarim_Iniciacao,Latim_A,Historia_B,Matematica_B,Espanhol_Iniciacao,Alemao,Espanhol_Continuacao,Frances,Filosofia
2023_24633,Lisboa,159.0,,154.0,165,168,,145.0,,,,,,,,,,,,,,,158.0,,,,
2023_24634,Setúbal,130.0,,,135,145,,,128.0,127.0,,,,,,,,,,,,,,,,,
2023_24635,Porto,,,,147,154,,,,136.0,129.0,,,,,,,,,,,,,,,,
2023_24636,Porto,,,,95,100,,,,90.0,98.0,,,,,,,,,,,,,,,,
2023_24637,Outro,169.0,150.0,156.0,152,178,,,,,,,,,,,,,,,,,,,,,
2023_24638,Coimbra,153.0,,147.0,147,153,,132.0,,,,,,,,,,,,,,,,,,,
2023_24639,Outro,,,,88,100,,,,,0.0,,,,,102.0,,,,,,,,,,,
2023_24640,Outro,,,,170,173,,,,,175.0,166.0,,,,,,,,,,,,,,,
2023_24641,Porto,,,,136,153,,,,140.0,132.0,,,,,,,,,,,,,,,,
2023_24642,Porto,,,,148,154,,,,153.0,138.0,,,,,,,,,,,,,,,,
2023_24643,Outro,31.0,,70.0,60,100,,36.0,,,,,,,,,,,,,,,,,,,
2023_24644,Outro,,,,136,159,161.0,146.0,,,,,,,,,,,,,,,,,,,
2023_24645,Lisboa,200.0,184.0,190.0,180,200,,,,,,,,,,,,,,,,,,,,,
2023_24646,Outro,163.0,150.0,137.0,150,164,,,,,,,,,,,,,,,,,,,,,
2023_24647,Outro,185.0,,,198,195,,,166.0,173.0,,,,,,,,,,,,,,,,,
2023_24648,Outro,,,,136,137,,,,131.0,132.0,,,,,,,,,,,,,,,,
2023_24649,Lisboa,,,,142,147,144.0,118.0,,,,,,,,,,,,,,,,,,,
2023_24650,Porto,161.0,,,151,172,,,146.0,165.0,,,,,,,,,,,,,,,,,
2023_24651,Lisboa,168.0,,149.0,157,172,,160.0,,,,,,,,,,,,,,,,,,,
2023_24652,Lisboa,60.0,,,73,100,,,77.0,80.0,,,,,,,,,,,,,,,,,
2023_24653,Lisboa,196.0,,152.0,166,185,,175.0,,,,,,,,,,,,,,,,,,,
2023_24654,Leiria,,,,198,184,,,,,171.0,159.0,,,,,,,,,,,,,,,
2023_24655,Braga,,,,149,164,175.0,,,,,,136.0,,,,,,,,,,,,,,
2023_24656,Lisboa,189.0,,,152,177,,,166.0,159.0,,,,,,,,,,,,,,,,,
2023_24657,Leiria,180.0,,,168,200,,,200.0,200.0,,,,,,,,,,,,,,,,,
2023_24658,Lisboa,118.0,109.0,108.0,126,126,,,,,,,,,,,,,,,,,,,,,
2023_24659,Lisboa,200.0,,199.0,169,193,,186.0,,,,,,,,,,,,,,,,,,,
2023_24660,Porto,176.0,,,157,171,,,156.0,,,130.0,,,,,,,,,,,,,,,
2023_24661,Porto,180.0,180.0,159.0,161,185,,,,,,,,,,,,,,,,,,,,,
2023_24662,Lisboa,,,,147,168,161.0,,,,,,134.0,,,,,,,,,,,,,,
2023_24663,Outro,185.0,199.0,169.0,198,194,,,,,,,,,,,,,,,,,,,,,
2023_24664,Lisboa,,,,148,163,,,,152.0,142.0,,,,,,,,,,,,,,,,
2023_24665,Braga,145.0,,,138,150,,,155.0,,,127.0,,,,,,,,,,,,,,,
2023_24666,Outro,,,,149,166,156.0,161.0,,,,,,,,,,,,,,,,,,,
2023_24667,Outro,,,,132,148,155.0,110.0,,,,,,,,,,,,,,,,,,,
2023_24668,Outro,,,,161,162,161.0,,,,,,138.0,,,,,,,,,,,,,,
2023_24669,Outro,181.0,170.0,177.0,172,187,,,,,,,,,,,,,,,,,,,,,
2023_24670,Outro,,,,171,166,,,,,151.0,,,147.0,,,,,,,,,,,,,
2023_24671,Coimbra,128.0,,,143,143,,,126.0,,,115.0,,,,,,,,,,,,,,,
2023_24672,Lisboa,136.0,121.0,129.0,134,139,,,,,,,,,136.0,,,,,,,,,,,,
2023_24673,Lisboa,165.0,140.0,156.0,165,164,,,,,,,,,,,,,,,,,,,,,
2023_24674,Porto,165.0,149.0,156.0,148,170,,,,,,,,,,,,,,,,,,,,,
2023_24675,Porto,165.0,155.0,147.0,181,179,,,,,,,,,,,,,,,,,,,,,
2023_24676,Lisboa,115.0,133.0,121.0,131,136,,,,,,,,,,,,,,,,,,,,,
2023_24677,Outro,135.0,,137.0,148,148,,109.0,,,,,,,,,,,,,,,,,,,
2023_24678,Outro,,,,125,143,,,,,114.0,,,,,149.0,,,,,,130.0,,,,,
2023_24679,Lisboa,179.0,184.0,199.0,169,195,,,,,,,,,,,,,,,,,,,,,
2023_24680,Lisboa,,,,110,100,,,,,80.0,76.0,,,,,,,,,,,,,,,
2023_24681,Lisboa,137.0,150.0,125.0,139,144,,,,,,,,,,,,,,,,,,,,,
2023_24682,Lisboa,166.0,160.0,149.0,158,166,,,,,,,,,,,,,,,,,,,,,
2023_24683,Outro,,,,151,172,,,,,146.0,,,,,173.0,,,,,,,,,,,
2023_24684,Setúbal,,,,181,188,,,,,166.0,,,173.0,,,,,,,,,,,,,
2023_24685,Leiria,,,,145,152,161.0,,,,,,118.0,,,,,,,,,,,,,,
2023_24686,Porto,200.0,,,186,200,,,195.0,,,192.0,,,,,,,,,,,,,,,
2023_24687,Porto,155.0,,161.0,155,175,,177.0,,,,,,,,,,,,,,,,,,,
2023_24688,Outro,156.0,,,151,173,,,156.0,171.0,,,,,,,,,,,,,,,,,
2023_24689,Coimbra,,,,119,127,,,,,116.0,,,113.0,,,,,,,,,,,,,
2023_24690,Lisboa,145.0,,,145,146,,,148.0,,,126.0,,,,,,,,,,,,,,,
2023_24691,Lisboa,158.0,163.0,137.0,156,166,,,,,,,,,,,,,,,,,,,,,
2023_24692,Outro,,,,128,121,,,,,105.0,,,100.0,,,,,,,,,,,,,
2023_24693,Porto,,,,112,123,131.0,,,,,,95.0,,,,,,,,,,,,,,
2023_24694,Lisboa,184.0,,,188,187,,,165.0,166.0,,,,,,,,,,,,,,,,,
2023_24695,Setúbal,187.0,166.0,199.0,198,200,,,,,,,,,,,,,,,,,,,,,
2023_24696,Outro,128.0,123.0,121.0,140,136,,,,,,,,,,,,,,,,,,,,,
2023_24697,Porto,,,,157,177,176.0,149.0,,,,,,,,,,,,,,,,,,,
2023_24698,Lisboa,173.0,144.0,136.0,156,174,,,,,,,,,,,,,,,,,,,,,156.0
2023_24699,Setúbal,166.0,,165.0,155,179,,161.0,,,,,,,,,,,,,,,,,,,
2023_24700,Leiria,,,,147,145,,,,,131.0,126.0,,,,,,,,,,,,,,,
2023_24701,Porto,,,,135,147,,,,,136.0,,110.0,135.0,,,,,,,,,,,,,
2023_24702,Outro,,,,155,160,,,,,149.0,,,138.0,,,,,,,,,,,,,
2023_24703,Outro,67.0,,78.0,101,100,,31.0,,,,,,,,,,,,,,,,,,,
2023_24704,Lisboa,,,,125,146,,,,,122.0,,,,,159.0,,,,,,,,,,,
2023_24705,Lisboa,146.0,151.0,131.0,140,166,,,,,,,,,,,,,,,,,,,,,
2023_24706,Outro,179.0,153.0,150.0,168,182,,,,,,,,,,,,,,,,,,,,,
2023_24707,Lisboa,166.0,,,145,171,,,166.0,,,134.0,,,,,,,,,,,,,,,
2023_24708,Lisboa,,,,135,144,139.0,,,,,,99.0,,,,,,,,,,,,,,
2023_24709,Lisboa,,,,198,195,,,,,163.0,177.0,,,,,,,,,,,,,,,
2023_24710,Lisboa,,,,198,192,,,,,159.0,192.0,,,,,,,,,,,,,,,
2023_24711,Porto,,,,97,111,,,,102.0,96.0,,,,,,,,,,,,,,,,
2023_24712,Lisboa,177.0,163.0,190.0,176,187,,,,,,,,,,,,,,,,,,,,,
2023_24713,Outro,135.0,149.0,144.0,151,156,,,,,,,,,,,,,,,,,,,,,
2023_24714,Outro,142.0,,136.0,145,151,,135.0,,,,,,,,,,,,,,,,,,,
2023_24715,Braga,165.0,156.0,136.0,156,170,,,,,,,,,,,,,,,,,,,,,
2023_24716,Faro,182.0,169.0,176.0,198,191,,,,,,,,,,,,,,,,,,,,,
2023_24717,Lisboa,186.0,,148.0,152,182,,186.0,,,,,,,,,,,,,,,,,,,
2023_24718,Lisboa,118.0,122.0,115.0,132,131,,,,,,,,,,,,,,,,,,,,,
2023_24719,Faro,178.0,,135.0,165,180,,183.0,,,,,,,,,,,,,,,,,,,
2023_24720,Braga,149.0,,135.0,156,163,,161.0,,,,,,,,,,,,,,,,,,,
2023_24721,Braga,33.0,,82.0,95,100,,34.0,,,,,,,,,,,,,,,,,,,
2023_24722,Lisboa,,,,136,156,,,,158.0,145.0,,,,,,,,,,,,,,,,
2023_24723,Outro,172.0,,,175,193,,,179.0,200.0,,,,,,,,,,,,,,,,,
2023_24724,Outro,127.0,,117.0,138,144,,123.0,,,,,,,,,,,,,,,,,,,
2023_24725,Outro,83.0,88.0,95.0,92,101,,,,,,,,,,,,,,,,,,,,,
2023_24726,Coimbra,,,,159,159,,,,,138.0,,,138.0,,,,,,,,,,,,,
2023_24727,Setúbal,,,,131,130,,,,,109.0,,,109.0,,,,,,,,,,,,,
2023_24728,Leiria,,,,108,114,,,,101.0,96.0,,,,,,,,,,,,,,,,
2023_24729,Lisboa,,,,117,117,,,,,99.0,82.0,,,,,,,,,,,,,,,
2023_24730,Porto,,,,158,181,162.0,191.0,,,,,,,,,,,,,,,,,,,
2023_24731,Porto,,,,171,185,,,,,177.0,158.0,,,,,,,,,,,,,,,
2023_24732,Outro,157.0,,146.0,165,175,,181.0,,,,,,,,,,,,,,,,,,,
2023_24733,Outro,114.0,112.0,115.0,129,127,,,,,,,,,,,,,,,,,,,,,
2023_24734,Porto,,,,168,169,,,,,169.0,151.0,,,,,,,,,,,,,,,
2023_24735,Lisboa,175.0,175.0,152.0,156,177,,,,,,,158.0,,,,,,,,,,,,,,
2023_24736,Porto,131.0,137.0,128.0,130,146,,,,,,,,,,,,,,,,,,,,,
2023_24737,Outro,176.0,,,176,190,,,170.0,,,192.0,,,,,,,,,,,,,,,
2023_24738,Porto,44.0,63.0,70.0,68,100,,,,,,,,,,,,,,,,,,,,,
2023_24739,Outro,,,,165,193,183.0,191.0,,,,,,,,,,,,,,,,,,,
2023_24740,Outro,122.0,118.0,110.0,136,133,,,,,,,,,,,,,,,,,,,,,
2023_24741,Lisboa,72.0,83.0,90.0,115,114,,,,,,,,,,,,,,,,,,,,,
2023_24742,Porto,200.0,199.0,173.0,162,191,,,,,,,,,,,,,,,,,,,,,
2023_24743,Porto,,,,127,124,,,,101.0,100.0,,,,,,,,,,,,,,,,
2023_24744,Setúbal,75.0,,94.0,116,100,,53.0,,,,,,,,,,,,,,,,,,,
2023_24745,Lisboa,60.0,,96.0,105,100,,57.0,,,,,,,,,,,,,,,,,,,
2023_24746,Lisboa,133.0,132.0,114.0,128,137,,,,,,,,,,,,,,,,,,,,,
2023_24747,Porto,108.0,124.0,107.0,120,129,,,,,,,,,,,,,,,,,,,,,
2023_24748,Lisboa,,,,152,181,,,,180.0,180.0,,,,,,,,,,,,,,,,
2023_24749,Outro,175.0,,133.0,145,161,,135.0,,,,,,,,,,,,,,,,,,,
2023_24750,Outro,150.0,,,140,150,,,135.0,,,116.0,,,,,,,,,,,,,,,
2023_24751,Outro,108.0,126.0,120.0,129,129,,,,,,,,,,,,,,,,,,,,,
2023_24752,Outro,155.0,150.0,153.0,161,172,,,,,,,,,,,,,,,,,,,,,
2023_24753,Outro,,,,170,177,,,,,151.0,,,,,182.0,,,,,,,,,,,
2023_24754,Leiria,,,,175,191,,,,170.0,181.0,,,,,,,,,,,,,,,,
2023_24755,Lisboa,145.0,,,145,167,,,166.0,,,133.0,,,,,,,,,,,,,,,
2023_24756,Braga,200.0,,,168,198,,,167.0,185.0,,,,,,,,,,,,,,,,,
2023_24757,Braga,188.0,197.0,156.0,198,197,,,,,,,,,,,,200.0,,,,,,,,,
2023_24758,Leiria,92.0,85.0,86.0,103,106,,,,,,,,,,,,,,,,,,,,,
2023_24759,Coimbra,175.0,,,162,179,,,168.0,,,130.0,,,,,,,,,,,,,,,
2023_24760,Lisboa,22.0,,,69,100,,,59.0,,,65.0,,,,,,,,,,,,,,,
2023_24761,Leiria,169.0,144.0,150.0,170,167,,,,,,,,,,,,,,,,,,,,,
2023_24762,Outro,158.0,134.0,134.0,149,155,,,,,,,,,,,,,,,,,,,,,
2023_24763,Coimbra,149.0,139.0,127.0,148,161,,,,,,,,,,,,,,,,,,,,,
2023_24764,Outro,185.0,,,171,188,,,177.0,,,150.0,,,,,,,,,,,,,,,
2023_24765,Braga,,,,122,136,,,,,96.0,,,,,143.0,,,,,,,,,,,
2023_24766,Lisboa,157.0,168.0,149.0,166,169,,,,,,,,,,,,,,,,,,,,,
2023_24767,Outro,,,,171,191,,,,,168.0,,,,,182.0,,,,,,,,,,,
2023_24768,Braga,,,,169,194,,,,,172.0,,,,,185.0,,,,,,,,,,,
2023_24769,Lisboa,,,,179,191,,,,,168.0,,,,,180.0,,,,,,,,,,,
2023_24770,Outro,185.0,195.0,148.0,159,184,,165.0,,,,,,,,,,,,,,,,,,,
2023_24771,Porto,102.0,108.0,105.0,127,120,,,,,,,,,,,,,,,,,,,,,
2023_24772,Outro,,,,198,190,,,,200.0,165.0,,,,,,,,,,,,,,,,
2023_24773,Outro,178.0,199.0,171.0,192,200,,,,,,,,,,,,,,,,,,,,,
2023_24774,Leiria,,,,121,113,,,,,95.0,99.0,,,,,,,,,,,,,,,
2023_24775,Braga,155.0,162.0,135.0,163,166,,,,,,,,,,,,,,,,,,,,,
2023_24776,Outro,151.0,151.0,132.0,146,160,,,,,,,,,,,,,,,,,,,,,
2023_24777,Porto,,,,147,158,,,,,130.0,,,,,169.0,,,,,,,,,,,
2023_24778,Braga,170.0,,,142,167,,,149.0,,,141.0,,,,,,,,,,,,,,,
2023_24779,Lisboa,192.0,168.0,155.0,162,184,,,,,,,,,,,,,,,,,,,,,
2023_24780,Lisboa,91.0,106.0,100.0,116,114,,,,,,,,,,,,,,,,,,,,,
2023_24781,Outro,172.0,156.0,132.0,155,155,,,,,,,,,,,,,,,,,,,,,
2023_24782,Lisboa,,,,146,158,149.0,,,,,,128.0,,,,,,,,,,,,,,
2023_24783,Braga,175.0,,,172,183,,,167.0,167.0,,,,,,,,,,,,,,,,,
2023_24784,Outro,153.0,,135.0,141,160,,136.0,,,,,,,,,,,,,,,,,,,
2023_24785,Porto,,,,151,164,,,,,131.0,,,,,166.0,,,,,,,,,,,
2023_24786,Lisboa,140.0,121.0,118.0,145,148,,,,,,,,,,,,,,,,,,,,,
2023_24787,Lisboa,198.0,190.0,153.0,165,184,,,,,,,,,,,,,,,,,,,,,
2023_24788,Braga,177.0,149.0,153.0,158,175,,,,,,,,,,,,,,,,,,,,,
2023_24789,Setúbal,145.0,,,135,155,,,148.0,,,118.0,,,,,,,,,,,,,,,
2023_24790,Outro,158.0,145.0,131.0,141,159,,,,,,,,,,,,,,,,,,,,,
2023_24791,Porto,158.0,,142.0,149,176,,195.0,,,,,,,,,,,,,,,,,,,
2023_24792,Outro,181.0,,154.0,191,194,,195.0,,,,,,,,,,,,,,,,,,,
2023_24793,Braga,,,,135,132,,,,,116.0,,,119.0,,,,,,,,,,,,,
2023_24794,Braga,,,,159,170,,,,,161.0,137.0,,,,,,,,,,,,,,,
2023_24795,Leiria,,,,129,130,,,,122.0,106.0,,,,,,,,,,,,,,,,
2023_24796,Outro,109.0,123.0,113.0,129,126,,,,,,,,,,,,,,,,,,,,,
2023_24797,Leiria,,,,135,147,,,,131.0,130.0,,,,,,,,,,,,,,,,
2023_24798,Outro,164.0,,,146,167,,,150.0,160.0,,,,,,,,,,,,,,,,,
2023_24799,Braga,185.0,187.0,179.0,198,200,,,,,,,,,,,,,,,,,,,,,
2023_24800,Outro,177.0,179.0,147.0,169,180,,,,,,,,,,,,,,,,,,,,,
2023_24801,Lisboa,166.0,149.0,162.0,156,170,,,,,,,,,,,,,,,,,,,,,
2023_24802,Outro,106.0,115.0,105.0,125,125,,,,,,,,,,,,,,,,,,,,,
2023_24803,Lisboa,185.0,,141.0,156,178,,189.0,,,,,,,,,,,,,,,,,,,
2023_24804,Faro,130.0,115.0,119.0,136,142,,,,,,,,,,,,,,,,,,,,,
2023_24805,Outro,174.0,,,168,186,,,168.0,170.0,,,,,,,,,,,,,,,,,
2023_24806,Faro,136.0,,125.0,139,155,,145.0,,,,,,,,,,,,,,,,,,,
2023_24807,Lisboa,,,,127,136,135.0,,,,,,104.0,,,,,,,,,,,,,,
2023_24808,Outro,155.0,135.0,132.0,159,158,,,,,,,,,,,,,,,,,,,,,
2023_24809,Setúbal,,,,192,200,,,,,172.0,,,,,200.0,,,,,,,,,,,
2023_24810,Porto,148.0,,,139,162,,,148.0,165.0,,,,,,,,,,,,,,,,,
2023_24811,Setúbal,,,,177,181,,,,,158.0,151.0,,,,,,,,,,,,,,,
2023_24812,Porto,,,,145,152,,,,,138.0,,,120.0,,,,,,,,,,,,,
2023_24813,Porto,46.0,95.0,79.0,92,100,,,,,,,,,,,,,,,,,,,,,
2023_24814,Coimbra,117.0,,105.0,127,122,,81.0,,,,,,,,,,,,,,,,,,,
2023_24815,Lisboa,165.0,145.0,137.0,157,169,,,,,,,,,,,,,,,,,,,,,
2023_24816,Coimbra,111.0,130.0,112.0,129,137,,,,,,,,,,,,,,,,,,,,,
2023_24817,Outro,,,,143,162,,,,,142.0,,,,,164.0,,,,,,,,,,,
2023_24818,Lisboa,,,,147,168,,,,,161.0,,,169.0,,,,,,,,,,,,,
2023_24819,Braga,,,,125,141,,,,,123.0,,,126.0,,,,,,,,,,,,,
2023_24820,Braga,182.0,,,161,179,,,171.0,155.0,,,,,,,,,,,,,,,,,
2023_24821,Lisboa,110.0,,,125,141,,,141.0,,,116.0,,,,,,,,,,,,,,,
2023_24822,Lisboa,162.0,,,150,151,,,142.0,,,116.0,,,,,,,,,,,,,,,
2023_24823,Porto,178.0,185.0,180.0,162,190,,,,,,,,,,,,,,,,,,,,,
2023_24824,Leiria,,,,166,192,175.0,187.0,,,,,,,,,,,,,,,,,,,
2023_24825,Outro,,,,155,166,,,,,155.0,,,152.0,,,,,,,,,,,,,
2023_24826,Porto,,,,148,155,151.0,127.0,,,,,,,,,,,,,,,,,,,
2023_24827,Porto,158.0,,137.0,152,152,,122.0,,,,,,,,,,,,,,,,,,,
2023_24828,Porto,,,,130,136,138.0,,,,,,100.0,,,,,,,,,,,,,,
2023_24829,Porto,71.0,,91.0,119,102,,65.0,,,,,,,,,,,,,,,,,,,
2023_24830,Outro,171.0,156.0,147.0,198,185,,,,,,,,,,,,,,,,,,,,,
2023_24831,Lisboa,,,,111,104,,,,,85.0,,,86.0,,,,,,,,,,,,,
2023_24832,Porto,142.0,,137.0,147,149,,122.0,,,,,,,,,,,,,,,,,,,
2023_24833,Braga,,,,125,147,,,,,121.0,,,,,157.0,,,,,,,,,,,
2023_24834,Outro,105.0,,114.0,127,126,,95.0,,,,,,,,,,,,,,,,,,,
2023_24835,Outro,161.0,,125.0,149,162,,141.0,,,,,,,,,,,,,,,,,,,
2023_24836,Porto,126.0,122.0,119.0,127,134,,,,,,,,,,,,,,,,,,,,,
2023_24837,Setúbal,121.0,128.0,120.0,130,137,,,,,,,,,,,,,,,,,,,,,
2023_24838,Porto,,,,147,153,,,,,135.0,,,,,166.0,,,,,,,,,,,
2023_24839,Lisboa,156.0,,,150,170,,,161.0,,,138.0,,,,,,,,,,,,,,,
2023_24840,Lisboa,131.0,,,120,136,,,133.0,115.0,,,,,,,,,,,,,,,,,
2023_24841,Lisboa,175.0,166.0,146.0,167,179,,,,,,,,,,,,,,,,,,,,,
2023_24842,Porto,,,,138,147,160.0,111.0,,,,,,,,,,,,,,,,,,,
2023_24843,Outro,185.0,160.0,158.0,160,180,,,,,,,,,,,,,,,,,,,,,
2023_24844,Setúbal,,,,150,155,,,,,156.0,131.0,,,,,,,,,,,,,,,
2023_24845,Outro,146.0,124.0,130.0,135,144,,,,,,,,,,,,,,,,,,,,,
2023_24846,Leiria,186.0,,150.0,173,193,,185.0,,,,,,,,,,,,,,,,,,,
2023_24847,Braga,179.0,177.0,154.0,159,178,,,,,,,,,,,,,,,,,,,,,
2023_24848,Setúbal,172.0,175.0,165.0,155,178,,,,,,,,,,,,,,,,,,,,,
2023_24849,Outro,125.0,121.0,121.0,135,141,,,,,,,,,,,,,,,,,,,,,
2023_24850,Braga,53.0,87.0,83.0,110,100,,,,,,,,,,,,,,,,,,,,,
2023_24851,Braga,116.0,96.0,106.0,117,121,,,,,,,,,,,,,,,,,,,,,
2023_24852,Faro,140.0,,143.0,141,159,,157.0,,,,,,,,,,,,,,,,,,,
2023_24853,Setúbal,118.0,,114.0,131,127,,83.0,,,,,,,,,,,,,,,,,,,
2023_24854,Lisboa,149.0,139.0,137.0,150,161,,,,,,,,,,,,,,,,,,,,,
2023_24855,Coimbra,195.0,159.0,155.0,175,187,,,,,,,,,,,,,,,,,,,,,
2023_24856,Outro,176.0,165.0,146.0,167,181,,,,,,,,,,,,,,,,,,,,,
2023_24857,Lisboa,145.0,136.0,140.0,146,155,,,,,,,,,,,,,,,,,,,,,
2023_24858,Porto,,,,116,129,,,,,117.0,,,107.0,,,,,,,,,,,,,
2023_24859,Lisboa,115.0,,126.0,128,130,,95.0,,,,,,,,,,,,,,,,,,,
2023_24860,Lisboa,89.0,109.0,110.0,115,121,,,,,,,,,,,,,,,,,,,,,
2023_24861,Leiria,,,,137,146,,,,136.0,115.0,,,,,,,,,,,,,,,,
2023_24862,Lisboa,103.0,106.0,97.0,113,119,,,,,,,,,,,,,,,,,,,,,
2023_24863,Lisboa,97.0,114.0,105.0,111,117,,,,,,,,,,,,,,,,,,,,,
2023_24864,Outro,129.0,126.0,120.0,131,137,,,,,,,,,,,,,,,,,,,,,
2023_24865,Setúbal,142.0,135.0,116.0,141,147,,,,,,,,,,,,,,,,,,,,,
2023_24866,Braga,,,,148,156,,,,,141.0,135.0,,,,,,,,,,,,,,,
2023_24867,Outro,,,,151,157,,,,,152.0,138.0,,,,,,,,,,,,,,,
2023_24868,Outro,182.0,167.0,154.0,160,175,,,,,,,,,,,,,,,,,,,,,
2023_24869,Porto,167.0,,143.0,155,174,,150.0,,,,,,,,,,,,,,,,,,,
2023_24870,Leiria,162.0,,169.0,158,187,,197.0,,,,,,,,,,,,,,,,,,,
2023_24871,Setúbal,,,,148,160,,,,148.0,141.0,,,,,,,,,,,,,,,,
2023_24872,Lisboa,,,,161,194,,,,,186.0,,,170.0,,,,,,,,,,,,,
2023_24873,Outro,,,,156,200,,,,,184.0,,,,,192.0,,,,,,,,,,,
2023_24874,Coimbra,78.0,,,115,117,,,108.0,,,100.0,,,,,,,,,,,,,,,
2023_24875,Lisboa,,,,146,164,,,,,141.0,,,,,166.0,,,,,,,,,,,
2023_24876,Porto,,,,157,174,200.0,,,,,,136.0,,,,,,,,,,,,,,
2023_24877,Outro,124.0,121.0,118.0,135,140,,,,,,,,,,,,,,,,,,,,,
2023_24878,Lisboa,185.0,167.0,142.0,167,173,,,,,,,,,,,,,,,,,,,,,
2023_24879,Leiria,,,,148,148,152.0,,,,135.0,,126.0,,,,,,,,,,,,,,
2023_24880,Outro,,,,162,168,,,,,162.0,151.0,,,,,,,,,,,,,,,
2023_24881,Leiria,,,,101,120,127.0,,,,,,86.0,,,,,,,,,,,,,,
2023_24882,Braga,128.0,,113.0,133,130,,115.0,,,,,,,,,,,,,,,,,,,
2023_24883,Outro,,,,172,182,,,,168.0,182.0,,,,,,,,,,,,,,,,
2023_24884,Outro,162.0,149.0,137.0,150,164,,,,,,,,,,,,,,,,,,,,,
2023_24885,Outro,70.0,,80.0,115,100,,40.0,,,,,,,,,,,,,,,,,,,
2023_24886,Porto,200.0,187.0,158.0,176,193,,,,,,,,,,,,,,,,,,,,,
2023_24887,Porto,,,,165,176,,,,,158.0,,,,,168.0,,,,,,,,,,,
2023_24888,Faro,,,,145,163,175.0,,,,,,129.0,,,,,,,,,,,,,,
2023_24889,Outro,,,,161,193,,,,200.0,167.0,,,,,,,,,,,,,,,,
2023_24890,Braga,115.0,125.0,113.0,119,128,,,,,,,,,,,,,,,,,,,,,
2023_24891,Setúbal,156.0,,,148,158,,,148.0,141.0,,,,,,,,,,,,,,,,,
2023_24892,Lisboa,,,,131,120,,,,,109.0,,,103.0,,,,,,,,,,,,,
2023_24893,Outro,91.0,111.0,102.0,115,118,,,,,,,,,,,,,,,,,,,,,
2023_24894,Lisboa,,,,143,144,,,,,129.0,,,135.0,,,,,,,,,,,,,
2023_24895,Porto,,,,123,134,,,,,121.0,,,113.0,,,,,,,,,,,,,
2023_24896,Outro,200.0,199.0,198.0,172,200,,,,,,,,,,,,,,,,,,,,,
2023_24897,Lisboa,180.0,,142.0,172,186,,181.0,,,,,,,,,,,,,,,,,,,
2023_24898,Lisboa,200.0,173.0,160.0,189,199,,,,,,,,,,,,,,,,,,,,,
2023_24899,Braga,,,,160,190,,,,180.0,180.0,,,,,,,,,,,,,,,,
2023_24900,Outro,135.0,,117.0,141,148,,126.0,,,,,,,,,,,,,,,,,,,
2023_24901,Outro,181.0,185.0,199.0,162,198,,,,,,,,,,,,,199.0,,,,,,,,
2023_24902,Outro,179.0,152.0,148.0,153,167,,,,,,,,,,,,,,,,,,,,,
2023_24903,Lisboa,200.0,199.0,181.0,198,200,,,,,,,,,,,,,,,,,,,,,
2023_24904,Coimbra,,,,129,142,,,,,128.0,120.0,,,,,,,,,,,,,,,
2023_24905,Braga,,,,198,200,,,,,170.0,,,200.0,,,,,,,,,,,,,
2023_24906,Leiria,82.0,96.0,101.0,110,106,,,,,,,,,,,,,,,,,,,,,
2023_24907,Outro,160.0,155.0,140.0,165,177,,,,,,,,,,,,,,,,,,,,,
2023_24908,Outro,,,,185,197,,,,,167.0,,,,,189.0,,,,,,,,,,,
2023_24909,Lisboa,135.0,,,145,154,,,147.0,150.0,,,,,,,,,,,,,,,,,
2023_24910,Setúbal,,,,162,178,,,,171.0,155.0,,,,,,,,,,,,,,,,
2023_24911,Coimbra,187.0,156.0,161.0,176,178,,,,,,,,,,,,,,,,,,,,,
2023_24912,Leiria,179.0,139.0,137.0,150,163,,,,,,,,,,,,,,,,,,,,,
2023_24913,Setúbal,114.0,,,133,133,,,119.0,116.0,,,,,,,,,,,,,,,,,
2023_24914,Outro,183.0,157.0,151.0,166,178,,,,,,,,,,,,,,,,,,,,,
2023_24915,Porto,175.0,,,157,188,,,188.0,172.0,,,,,,,,,,,,,,,,,
2023_24916,Outro,132.0,,,138,149,,,133.0,137.0,,,,,,,,,,,,,,,,,
2023_24917,Lisboa,,,,130,139,,,,,123.0,,,117.0,,,,,,,,,,,,,
2023_24918,Lisboa,137.0,130.0,126.0,129,146,,,,,,,,,,,,,,,,,,,,,
2023_24919,Braga,,,,139,149,146.0,117.0,,,,,,,,,,,,,,,,,,,
2023_24920,Porto,,,,155,189,,,,,158.0,,,,,189.0,,,,,,,,,,,
2023_24921,Lisboa,,,,161,181,,,,,171.0,,,,,177.0,,,,,,,,,,,
2023_24922,Outro,158.0,133.0,131.0,156,164,,,,,,,,,,,,,,,,,,,,,
2023_24923,Porto,183.0,149.0,152.0,155,174,,,,,,,,,,,,,,,,,,,,,
2023_24924,Lisboa,,,,126,126,,,,,106.0,,,105.0,,,,,,,,,,,,,
2023_24925,Outro,,,,120,133,,,,125.0,115.0,,,,,,,,,,,,,,,,
2023_24926,Outro,,,,91,112,,,,,75.0,,,,,133.0,,,,,,,,,,,
