Aluno_ID,Distrito,Desenho_A,Portugues,Geometria_Descritiva_A,Nota_Interna,Matematica_A,Biologia_Geologia,Fisica_Quimica_A,Historia_A,Ingles,Economia_A,MACS,Literatura_Portuguesa,Geografia_A,HCA,Portugues_L2,Historia_B,Espanhol_Continuacao,Filosofia,Latim_A,Espanhol_Iniciacao,Frances,Alemao,Portugues_LNM,Mandarim_Iniciacao,Matematica_B
2021_33948,Lisboa,,105,,109,95.0,108.0,86.0,,,,,,,,,,,,,,,,,,
2021_33949,Outro,,135,,144,127.0,141.0,120.0,,,,,,,,,,,,,,,,,,
2021_33950,Lisboa,,115,113.0,107,85.0,,68.0,,,,,,,,,,,,,,,,,,
2021_33951,Outro,,121,,125,91.0,118.0,95.0,,,,,,,,,,,,,,,,,,
2021_33952,Lisboa,,177,,197,,,,198.0,200.0,,,,,,,,,,,,,,,,
2021_33953,Coimbra,,159,200.0,194,166.0,,174.0,,,,,,,,,,,,,,,,,,
2021_33954,Setúbal,,185,,195,188.0,182.0,175.0,,,,,,,,,,,,,,,,,,
2021_33955,Faro,116.0,110,95.0,118,,,,,,,,,,,,,,,,,,,,,
2021_33956,Braga,,162,,165,171.0,150.0,127.0,,,,,,,,,,,,,,,,,,
2021_33957,Leiria,,110,,116,95.0,107.0,82.0,,,,,,,,,,,,,,,,,,
2021_33958,Outro,,98,66.0,100,84.0,,74.0,,,,,,,,,,,,,,,,,,
2021_33959,Lisboa,,129,,136,126.0,,,,,138.0,99.0,,,,,,,,,,,,,,
2021_33960,Setúbal,,135,,153,,,,148.0,,,135.0,,,,,,,,,,,,,,
2021_33961,Setúbal,,152,,170,163.0,160.0,159.0,,,,,,,,,,,,,,,,,,
2021_33962,Porto,,98,95.0,100,46.0,,68.0,,,,,,,,,,,,,,,,,,
2021_33963,Outro,,98,,114,,,,118.0,,,,96.0,,,,,,,,,,,,,
2021_33964,Setúbal,,146,,152,150.0,147.0,108.0,,,,,,,,,,,,,,,,,,
2021_33965,Coimbra,,186,,184,197.0,177.0,146.0,,,,,,,,,,,,,,,,,,
2021_33966,Braga,148.0,132,157.0,166,,,,,,,,,,,,,,,,,,,,,
2021_33967,Lisboa,,161,200.0,197,199.0,,182.0,,,,,,,,,,,,,,,,,,
2021_33968,Porto,,138,173.0,162,140.0,,115.0,,,,,,,,,,,,,,,,,,
2021_33969,Coimbra,,152,190.0,178,160.0,,147.0,,,,,,,,,,,,,,,,,,
2021_33970,Outro,,157,,191,,,,156.0,,,194.0,,,,,,,,,,,,,,
2021_33971,Leiria,200.0,169,,190,,,,,,,,,,181.0,,,,,,,,,,,
2021_33972,Lisboa,,134,,136,,,,130.0,,,106.0,,,,,,,,,,,,,,
2021_33973,Faro,,105,,100,82.0,,,,,93.0,,,86.0,,,,,,,,,,,,
2021_33974,Lisboa,,145,,169,172.0,164.0,133.0,,,,,,,,,,,,,,,,,,
2021_33975,Braga,,131,,127,122.0,121.0,89.0,,,,,,,,,,,,,,,,,,
2021_33976,Braga,,135,,150,145.0,129.0,124.0,,,,,,,,,,,,,,,,,,
2021_33977,Leiria,,160,193.0,182,171.0,,160.0,,,,,,,,,,,,,,,,,,
2021_33978,Outro,,157,,161,,,,157.0,,,,,124.0,,,,,,,,,,,,
2021_33979,Lisboa,,152,,185,185.0,176.0,171.0,,,,,,,,,,,,,,,,,,
2021_33980,Porto,,136,,140,116.0,132.0,104.0,,,,,,,,,,,,,,,,,,
2021_33981,Porto,,120,,124,87.0,120.0,87.0,,,,,,,,,,,,,,,,,,
2021_33982,Lisboa,,137,,147,132.0,,,,,143.0,,,117.0,,,,,,,,,,,,
2021_33983,Outro,,152,191.0,172,155.0,,135.0,,,,,,,,,,,,,,,,,,
2021_33984,Porto,137.0,118,,129,,,,,,,106.0,,,131.0,,,,,,,,,,,
2021_33985,Setúbal,135.0,105,,137,,,,,,,,,,126.0,,,,,,,,,,,
2021_33986,Porto,,96,,129,,,,111.0,121.0,,,,,,,,,,,,,,,,
2021_33987,Porto,,124,,136,130.0,,,,,129.0,111.0,,,,,,,,,,,,,,
2021_33988,Braga,,155,,164,166.0,,,,,175.0,,,129.0,,,,,,,,,,,,
2021_33989,Coimbra,,171,,183,173.0,156.0,157.0,,,,,,,,,,,,,,,,,,
2021_33990,Outro,,148,,151,140.0,151.0,124.0,,,,,,,,,,,,,,,,,,
2021_33991,Porto,,80,,117,,,,103.0,129.0,,,,,,,,,,,,,,,,
2021_33992,Lisboa,,84,83.0,100,51.0,,61.0,,,,,,,,,,,,,,,,,,
2021_33993,Porto,,124,,150,,,,133.0,143.0,,,,,,,,,,,,,,,,
2021_33994,Porto,,152,,152,,,,146.0,,,137.0,,,,,,,,,,,,,,
2021_33995,Lisboa,,95,,118,,,,124.0,,,,81.0,,,,,,,,,,,,,
2021_33996,Leiria,,165,,164,161.0,155.0,128.0,,,,,,,,,,,,,,,,,,
2021_33997,Braga,,109,,140,,,,127.0,144.0,,,,,,,,,,,,,,,,
2021_33998,Porto,,192,,200,186.0,178.0,200.0,,,,,,,,,,,,,,,,,,
2021_33999,Outro,,123,,123,97.0,,,,,130.0,,,108.0,,,,,,,,,,,,
2021_34000,Porto,,136,,147,,,,129.0,,,,125.0,,,,,,,,,,,,,
2021_34001,Lisboa,,132,156.0,158,123.0,,121.0,,,,,,,,,,,,,,,,,,
2021_34002,Outro,,158,,164,145.0,154.0,156.0,,,,,,,,,,,,,,,,,,
2021_34003,Lisboa,,152,194.0,182,187.0,,138.0,,,,,,,,,,,,,,,,,,
2021_34004,Porto,,148,188.0,179,142.0,,145.0,,,,,,,,,,,,,,,187.0,,,
2021_34005,Lisboa,,130,,147,,,,140.0,,,117.0,,,,,,,,,,,,,,
2021_34006,Outro,,137,,143,,,,133.0,,,,,110.0,,,,,,,,,,,,
2021_34007,Braga,,145,,145,125.0,129.0,111.0,,,,,,,,,,,,,,,,,,
2021_34008,Outro,,118,,130,,,,125.0,,,,,105.0,,,,,,,,,,,,
2021_34009,Coimbra,,136,,154,,,,144.0,,,,,125.0,,,,,,,,,,,,
2021_34010,Coimbra,,169,,186,176.0,187.0,167.0,,,,,,,,,,,,,,,,,,
2021_34011,Braga,,139,,146,135.0,,,,,141.0,,,112.0,,,,,,,,,,,,
2021_34012,Lisboa,,195,,200,182.0,160.0,196.0,,,,,,,,,,,,,,,,,,
2021_34013,Porto,,136,,139,146.0,135.0,118.0,,,,,,,,,,,,,,,,,,
2021_34014,Lisboa,,121,,157,,,,131.0,166.0,,,,,,,,,,,,,,,,
2021_34015,Setúbal,,160,,187,175.0,166.0,168.0,,,,,,,,,,,,,,,,,,
2021_34016,Setúbal,158.0,136,,163,,,,,,,,,,141.0,,,,,,,,,,,
2021_34017,Porto,,155,198.0,184,192.0,,151.0,,,,,,,,,,,,,,,,,,
2021_34018,Lisboa,,132,,135,97.0,,,,,135.0,,,102.0,,,,,,,,,,,,
2021_34019,Braga,,106,,137,,,,127.0,155.0,,,,,,,,,,,,,,,,
2021_34020,Porto,,159,,160,,,,154.0,,,,,130.0,,,,,,,,,,,,
2021_34021,Lisboa,,136,,152,,,,140.0,,,143.0,,,,,,,,,,,,,,
2021_34022,Braga,,129,,147,137.0,,,,,145.0,,,111.0,,,,,,,,,,,,
2021_34023,Lisboa,,186,,200,200.0,,,,,200.0,,,145.0,,,,,,,,,,,,
2021_34024,Setúbal,180.0,171,,189,,,,,,,,,,181.0,,,,,,,,,,,
2021_34025,Porto,176.0,155,190.0,190,,,,,,,,,,,,,,,,,,,,,
2021_34026,Outro,,164,,169,,,,152.0,,,141.0,,,,,,,,,,,,,,
2021_34027,Lisboa,,119,,133,126.0,,,,,132.0,,,106.0,,,,,,,,,,,,
2021_34028,Outro,,179,,192,,,,174.0,181.0,,,,,,,,,,,,,,,,
2021_34029,Outro,,198,,199,171.0,,,,,198.0,158.0,,,,,,,,,,,,,,
2021_34030,Lisboa,,138,,146,,,,140.0,,,124.0,,,,,,,,,,,,,,
2021_34031,Braga,,159,,174,162.0,157.0,145.0,,,,,,,,,,,,,,,,,,
2021_34032,Outro,,142,,165,,,,150.0,,,147.0,,,,,,,,,,,,,,
2021_34033,Faro,165.0,149,198.0,185,,,,,,,,,,,,,,,,,,,,,
2021_34034,Outro,,146,,157,141.0,150.0,119.0,,,,,,,,,,,,,,,,,,
2021_34035,Porto,,165,,188,185.0,,,,,180.0,161.0,,,,,,,,,,,,,,
2021_34036,Outro,,140,,154,,,,156.0,,,,139.0,,,,,,,,,,,,,
2021_34037,Porto,,148,,151,,,,159.0,,,,,141.0,,,,,,,,,,,,
2021_34038,Lisboa,,158,,169,,,,158.0,,,156.0,,,,,,,,,,,,,,
2021_34039,Outro,,185,,191,159.0,175.0,178.0,,,,,,,,,,,,,,,,,,
2021_34040,Outro,,136,,143,151.0,,,,,136.0,,,116.0,,,,,,,,,,,,
2021_34041,Setúbal,,139,169.0,154,146.0,,123.0,,,,,,,,,,,,,,,,,,
2021_34042,Outro,189.0,170,200.0,197,,,,,,,,,,,,,,,,,,,,,
2021_34043,Lisboa,,198,,188,169.0,195.0,150.0,,,,,,,,,,,,,,,,,,
2021_34044,Lisboa,,121,,132,122.0,117.0,105.0,,,,,,,,,,,,,,,,,,
2021_34045,Outro,,73,,100,13.0,,,,,36.0,55.0,,,,,,,,,,,,,,
2021_34046,Outro,,155,,176,160.0,,,,,167.0,167.0,,,,,,,,,,,,,,
2021_34047,Porto,,129,,126,108.0,119.0,88.0,,,,,,,,,,,,,,,,,,
2021_34048,Porto,,101,,134,,,,122.0,148.0,,,,,,,,,,,,,,,,
2021_34049,Lisboa,,175,,176,175.0,160.0,167.0,,,,,,,,,,,,,,,,,,
2021_34050,Lisboa,,147,195.0,182,157.0,,166.0,,,,,,,,,,,,,,,,,,
2021_34051,Porto,,168,,185,172.0,174.0,165.0,,,,,,,,,,,,,,,,,,
2021_34052,Porto,,129,,124,116.0,118.0,95.0,,,,,,,,,,,,,,,,,,
2021_34053,Leiria,,86,,100,43.0,92.0,74.0,,,,,,,,,,,,,,,,,,
2021_34054,Braga,,155,,155,,,,152.0,,,,126.0,,,,,,,,,,,,,
2021_34055,Leiria,,120,,133,116.0,,,,,135.0,,,107.0,,,,,,,,,,,,
2021_34056,Outro,101.0,95,,105,,,,,,,,,,91.0,,,,,,,,,,,
2021_34057,Outro,,137,,143,,,,137.0,,,118.0,,,,,,,,,,,,,,
2021_34058,Lisboa,,112,,116,98.0,100.0,68.0,,,,,,,,,,,,,,,,,,
2021_34059,Lisboa,,139,,136,106.0,,,,,135.0,,,120.0,,,,,,,,,,,,
2021_34060,Lisboa,,105,,100,55.0,95.0,62.0,,,,,,,,,,,,,,,,,,
2021_34061,Setúbal,,155,,182,176.0,,,,,193.0,,,136.0,,,,,,,,,,,,
2021_34062,Porto,,172,,190,,,,157.0,189.0,,,,,,,,,,,,,,,,
2021_34063,Coimbra,,145,164.0,157,140.0,,126.0,,,,,,,,,,,,,,,,,,
2021_34064,Lisboa,105.0,78,82.0,100,,,,,,,,,,,,,,,,,,,,,
2021_34065,Leiria,,108,,126,,,,135.0,,,,98.0,,,,,,,,,,,,,
2021_34066,Coimbra,,162,,175,162.0,,,,,168.0,,,124.0,,,,,,,,,,,,
2021_34067,Porto,,158,,166,,,,146.0,,,,147.0,,,,,,,,,,,,,
2021_34068,Lisboa,,198,,191,,,,162.0,,,177.0,,,,,,,,,,,,,,
2021_34069,Coimbra,,121,,127,128.0,122.0,97.0,,,,,,,,,,,,,,,,,,
2021_34070,Lisboa,,148,159.0,145,126.0,,122.0,,,,,,,,,,,,,,,,,,
2021_34071,Outro,,115,,119,87.0,127.0,87.0,,,,,,,,,,,,,,,,,,
2021_34072,Setúbal,,156,,165,159.0,146.0,125.0,,,,,,,,,,,,,,,,,,
2021_34073,Lisboa,,141,,141,128.0,,,,,148.0,128.0,,,,,,,,,,,,,,
2021_34074,Faro,,97,,106,82.0,,,,,115.0,,,88.0,,,,,,,,,,,,
2021_34075,Porto,,147,,167,165.0,,,,,154.0,149.0,,,,,,,,,,,,,,
2021_34076,Lisboa,,170,,183,161.0,,,,,176.0,148.0,,,,,,,,,,,,,,
2021_34077,Lisboa,,140,,146,,,,135.0,,,135.0,,,,,,,,,,,,,,
2021_34078,Lisboa,,127,146.0,143,136.0,,103.0,,,,,,,,,,,,,,,,,,
2021_34079,Outro,,126,,141,121.0,,,,,141.0,,,117.0,,,,,,,,,,,,
2021_34080,Setúbal,,180,,182,175.0,165.0,168.0,,,,,,,,,,,,,,,,,,
2021_34081,Lisboa,,130,,129,,,,130.0,,,118.0,,,,,,,,,,,,,,
2021_34082,Lisboa,,135,,147,,,,146.0,,,,110.0,,,,,,,,,,,,,
2021_34083,Outro,,127,,131,,,,126.0,,,99.0,,,,,,,,,,,,,,
2021_34084,Porto,,105,,107,87.0,103.0,84.0,,,,,,,,,,,,,,,,,,
2021_34085,Lisboa,,169,,184,,,,178.0,,,,,170.0,,,,,,,,,,,,
2021_34086,Coimbra,,149,,161,142.0,156.0,140.0,,,,,,,,,,,,,,,,,,
2021_34087,Lisboa,155.0,147,,166,,,,,,,,,,151.0,,,,,,,,,,,
2021_34088,Outro,157.0,154,,164,,,,,,,,,125.0,149.0,,,,,,,,,,,
2021_34089,Lisboa,,137,,141,126.0,131.0,118.0,,,,,,,,,,,,,,,,,,
2021_34090,Outro,159.0,131,,154,,,,,,,,,,139.0,,,,,,,,,,,
2021_34091,Outro,,140,151.0,130,111.0,,100.0,,,,,,,,,,,,,,,,,,
2021_34092,Braga,125.0,95,58.0,108,,,,,,,,,,,,,,,,,,,,,
2021_34093,Outro,,136,,162,132.0,,,,,162.0,152.0,,,,,,,,,,,,,,
2021_34094,Braga,,176,,185,200.0,,,,,200.0,,151.0,138.0,,,,,,,,,,,,
2021_34095,Setúbal,188.0,177,197.0,200,,,,,,,,,,,,,,,,,,,,,
2021_34096,Faro,,198,200.0,200,191.0,,200.0,,,,175.0,,,,,,,,,,,,,,
2021_34097,Lisboa,,118,,132,,,,136.0,,,,99.0,,,,,,,,,,,,,
2021_34098,Porto,,96,,133,,,,110.0,140.0,,,,,,,,,,,,,,,,
2021_34099,Outro,,77,,123,,,,109.0,131.0,,,,,,,,,,,,,,,,
2021_34100,Braga,,121,,125,120.0,132.0,96.0,,,,,,,,,,,,,,,,,,
2021_34101,Leiria,,195,,200,188.0,,,,,175.0,199.0,,,,,,,,,,,,,,
2021_34102,Lisboa,,147,,172,167.0,,,,,172.0,,,140.0,,,,,,,,,,,,
2021_34103,Lisboa,,149,,163,160.0,159.0,142.0,,,,,,,,,,,,,,,,,,
2021_34104,Porto,,151,,163,156.0,141.0,130.0,,,,,,,,,,,,,,,,,,
2021_34105,Lisboa,,168,,167,158.0,,,,,158.0,,,135.0,,,,,,,,,,,,
2021_34106,Lisboa,,95,47.0,100,52.0,,58.0,,,,,,,,,,,,,,,,,,
2021_34107,Braga,,138,,145,126.0,143.0,127.0,,,,,,,,,,,,,,,,,,
2021_34108,Outro,200.0,179,199.0,200,,,,,,,,,,,,,,,,,,,,,
2021_34109,Lisboa,,149,,146,148.0,,,,,135.0,,,118.0,,,,,,,,,,,,
2021_34110,Lisboa,157.0,146,,161,,,,,,,,,,150.0,,,,,,,,,,,
2021_34111,Porto,,141,,153,145.0,,,,,138.0,,,127.0,,,,,,,,,,,,
2021_34112,Porto,,158,,153,142.0,,,,,146.0,,,121.0,,,,,,,,,,,,
2021_34113,Lisboa,,163,,181,,,,172.0,,,168.0,,,,,,,,,,,,,,
2021_34114,Leiria,,139,,144,135.0,145.0,104.0,,,,,,,,,,,,,,,,,,
2021_34115,Lisboa,,140,,159,,,,149.0,,,150.0,,,,,,,,,,,,,,
2021_34116,Coimbra,,136,,140,117.0,130.0,120.0,,,,,,,,,,,,,,,,,,
2021_34117,Lisboa,,185,,177,179.0,166.0,148.0,,,,,,,,,,,,,,,,,,
2021_34118,Outro,,151,196.0,173,142.0,,140.0,,,,,,,,,,,,,,,,,,
2021_34119,Lisboa,,161,,186,,,,158.0,192.0,,,,,,,,,,,,,,,,
2021_34120,Faro,,125,,129,,,,126.0,,,,111.0,,,,,,,,,,,,,
2021_34121,Setúbal,,131,,151,136.0,,,,,139.0,138.0,,,,,,,,,,,,,,
2021_34122,Lisboa,,140,,148,132.0,135.0,124.0,,,,,,,,,,,,,,,,,,
2021_34123,Lisboa,186.0,160,186.0,193,,,,,,,,,,,,,,,,,,,,,
2021_34124,Faro,,151,,156,155.0,,,,,141.0,135.0,,,,,,,,,,,,,,
2021_34125,Outro,,141,,156,148.0,145.0,146.0,,,,,,,,,,,,,,,,,,
2021_34126,Outro,,156,,182,187.0,165.0,166.0,,,,,,,,,,,,,,,,,,
2021_34127,Porto,,150,,160,146.0,153.0,152.0,,,,,,,,,,,,,,,,,,
2021_34128,Braga,,110,,114,85.0,121.0,95.0,,,,,,,,,,,,,,,,,,
2021_34129,Lisboa,,109,,131,114.0,107.0,98.0,,,,,,,,,,,,,,,,,,
2021_34130,Leiria,,198,,190,,,,172.0,,,,169.0,,,,,,,,,,,,,
2021_34131,Lisboa,,132,,156,148.0,136.0,129.0,,,,,,,,,,,,,,,,,,
2021_34132,Lisboa,,116,135.0,124,104.0,,96.0,,,,,,,,,,,,,,,,,,
2021_34133,Leiria,,180,,186,183.0,165.0,156.0,,,,,,,,,,,,,,,,,,
2021_34134,Leiria,,85,66.0,100,58.0,92.0,57.0,,,,,,,,,,,,,,,,,,
2021_34135,Lisboa,,176,,188,197.0,166.0,168.0,,,,,,,,,,,,,,,,,,
2021_34136,Outro,,107,,131,,,,111.0,136.0,,,,,,,,,,,,,,,,
2021_34137,Setúbal,,126,,140,140.0,130.0,118.0,,,,,,,,,,,,,,,,,,
2021_34138,Braga,,131,,149,,,,143.0,,,,130.0,,,,,,,,,,,,,
2021_34139,Porto,,157,,171,,,,174.0,,,,,135.0,,,,,,,,,,,,
2021_34140,Lisboa,,171,,187,175.0,173.0,152.0,,,,,,,,,,,,,,,,,,
2021_34141,Lisboa,200.0,160,,183,,,,,,,,,,161.0,,,,,,,,,,,
2021_34142,Braga,,121,168.0,144,135.0,,116.0,,,,,,,,,,,,,,,,,,
2021_34143,Braga,,126,171.0,156,135.0,,108.0,,,,,,,,,,,,,,,,,,
2021_34144,Porto,192.0,158,200.0,197,,,,,,,,,,,,,,,,,,,,,
2021_34145,Leiria,,150,,174,161.0,,,,,153.0,169.0,,,,,,,,,,,,,,
2021_34146,Outro,,150,197.0,169,152.0,,137.0,,,,,,,,,,,,,,,,,,
2021_34147,Outro,,166,,159,,,,152.0,,,,,135.0,,,,,,,,,,,,
2021_34148,Outro,,160,200.0,191,194.0,,148.0,,,,,,,,,,,,,,,,,,
2021_34149,Outro,,147,185.0,161,136.0,,119.0,,,,,,,,,,,,,,,,,,
2021_34150,Porto,,127,,130,123.0,,,,,119.0,,,105.0,,,,,,,,,,,,
2021_34151,Lisboa,,122,,133,,,,130.0,,,,107.0,,,,,,,,,,,,,
2021_34152,Lisboa,,167,,183,195.0,168.0,158.0,,,,,,,,,,,,,,,,,,
2021_34153,Porto,,145,,151,,,,156.0,,,,,124.0,,,,,,,,,,,,
2021_34154,Porto,,156,,188,185.0,181.0,155.0,,,,,,,,,,,,,,,,,,
2021_34155,Lisboa,,99,,104,76.0,,,,,97.0,68.0,,,,,,,,,,,,,,
2021_34156,Porto,,182,200.0,186,157.0,,146.0,,,,,,,,,,,,,,,,,,
2021_34157,Lisboa,,128,,126,120.0,112.0,88.0,,,,,,,,,,,,,,,,,,
2021_34158,Setúbal,,158,,177,165.0,163.0,165.0,,,,,,,,,,,,,,,,,,
2021_34159,Lisboa,110.0,111,95.0,115,,,,,,,,,,,,,,,,,,,,,
2021_34160,Outro,,152,,168,150.0,,,,,154.0,152.0,,,,,,,,,,,,,,
2021_34161,Lisboa,,135,,150,148.0,136.0,129.0,,,,,,,,,,,,,,,,,,
2021_34162,Setúbal,137.0,127,,146,,,,,,,,,,127.0,,,,,,,,,,,
2021_34163,Outro,,156,,168,148.0,,,,,156.0,140.0,,,,,,,,,,,,,,
2021_34164,Lisboa,,198,,200,188.0,195.0,200.0,,,,,,,,,,,,,,,,,,
2021_34165,Braga,,106,,109,100.0,,,,,111.0,79.0,,,,,,,,,,,,,,
2021_34166,Lisboa,,179,,182,,,,158.0,,,186.0,,,,,,,,,,,,,,
2021_34167,Outro,,160,182.0,167,150.0,,132.0,,,,,,,,,,,,,,,,,,
2021_34168,Outro,,109,,117,,,,117.0,,,95.0,,,,,,,,,,,,,,
2021_34169,Lisboa,,198,,200,186.0,195.0,200.0,,,,,,,,,,,,,,,,,,
2021_34170,Setúbal,,147,,145,135.0,,,,,140.0,127.0,,,,,,,,,,,,,,
2021_34171,Lisboa,,111,,120,105.0,,,,,122.0,,,100.0,,,,,,,,,,,,
2021_34172,Faro,,133,,150,,,,147.0,,,,,129.0,,,,,,,,,,,,
2021_34173,Setúbal,,129,,146,,,,139.0,,,,,109.0,,,,,,,,,,,,
2021_34174,Outro,,127,,139,,,,140.0,,,,,110.0,,,,,,,,,,,,
2021_34175,Outro,,142,167.0,156,139.0,,117.0,,,,,,,,,,,,,,,,168.0,,
2021_34176,Lisboa,,137,,153,152.0,135.0,136.0,,,,,,,,,,,,,,,,,,
2021_34177,Lisboa,,138,,148,128.0,,,,,143.0,,,122.0,,,,,,,,,,,,
2021_34178,Outro,,135,,138,,,,128.0,,,,,108.0,,,,,,,,,,,,
2021_34179,Braga,,168,,173,,,,160.0,,,,157.0,,,,,,,,,,,,,
2021_34180,Leiria,,151,,160,,,,159.0,,,138.0,,,,,,,,,,,,,,
2021_34181,Lisboa,,169,,198,180.0,,,,,200.0,,,156.0,,,,,,,,,,,,
2021_34182,Lisboa,,96,,135,,,,115.0,145.0,,,,,,,,,,,,,,,,
2021_34183,Porto,,198,,200,,,,178.0,,,,193.0,,,,,,,,,,,,,
2021_34184,Lisboa,,168,,166,157.0,155.0,145.0,,,,,,,,,,,,,,,,,,
2021_34185,Lisboa,,147,,155,,,,146.0,,,,123.0,,,,,,,,,,,,,
2021_34186,Lisboa,,184,,199,,,,186.0,,,200.0,,,,,,,,,,,,,,
2021_34187,Lisboa,,166,,186,200.0,,,,,186.0,,,154.0,,,,,,,,,,,,
2021_34188,Lisboa,116.0,97,95.0,121,,,,,,,,,,,,,,,,,,,,,
2021_34189,Faro,,156,,176,171.0,164.0,153.0,,,,,,,,,,,,,,,,,,
2021_34190,Porto,,198,,200,,,,178.0,,,,,186.0,,,,,,,,,,,,
2021_34191,Lisboa,,89,,100,,,,85.0,90.0,,,,,,,,,,,,,,,,
2021_34192,Lisboa,,128,,131,123.0,121.0,105.0,,,,,,,,,,,,,,,,,,
2021_34193,Lisboa,,125,,138,,,,139.0,,,,105.0,,,,,,,,,,,,,
2021_34194,Outro,,175,,200,,,,198.0,,,200.0,,,,,,,,,,,,,,
2021_34195,Coimbra,,142,,160,,,,156.0,,,,147.0,,,,,,,,,,,,,
2021_34196,Outro,178.0,162,185.0,184,,,,,,,,,,,,,,,,,,,,,
2021_34197,Porto,,168,,200,,,,198.0,192.0,,,,,,,,,,,,,,,,
2021_34198,Outro,,155,,171,162.0,,,,,151.0,,,138.0,,,,,,,163.0,,,,,
2021_34199,Lisboa,,138,,161,159.0,154.0,125.0,,,,,,,,,,,,,,,,,,
2021_34200,Porto,,141,,151,,,,142.0,,,,,120.0,,,,,,,,,,,,
2021_34201,Porto,,146,,148,,,,138.0,,,,,121.0,,,,,,,,,,,,
2021_34202,Outro,,120,,153,,,,136.0,154.0,,,,,,,,,,,,,,,,
2021_34203,Lisboa,,166,,180,,,,157.0,185.0,,,,,,,,,,,,,,,,
2021_34204,Lisboa,,66,,100,56.0,81.0,30.0,,,,,,,,,,,,,,,,,,
2021_34205,Lisboa,,139,,149,,,,138.0,,,120.0,,,,,,,,,,,,,,
2021_34206,Setúbal,,170,,178,164.0,156.0,160.0,,,,,,,,,,,,,,,,,,
2021_34207,Lisboa,118.0,100,,130,,,,,,,,,,116.0,,111.0,,,,,,,,,
2021_34208,Outro,,153,,166,158.0,145.0,142.0,,,,,,,,,,,,,,,,,,
2021_34209,Faro,,162,,172,,,,155.0,,,163.0,,,,,,,,,,,,,,
2021_34210,Lisboa,159.0,148,,170,,,,,,,,,,153.0,,,,,,,,,,,
2021_34211,Lisboa,,109,,102,55.0,107.0,76.0,,,,,,,,,,,,,,,,,,
2021_34212,Setúbal,,135,,149,,,,135.0,,,,126.0,,,,,,,,,,,,,
2021_34213,Outro,,158,,186,,,,167.0,188.0,,,,,,,,,,,,,,,,
2021_34214,Faro,,157,,160,160.0,148.0,132.0,,,,,,,,,,,,,,,,,,
2021_34215,Braga,,106,,115,,,,125.0,,,,,99.0,,,,,,,,,,,,
2021_34216,Coimbra,,165,196.0,177,155.0,,132.0,,,,,,,,,,,,,,,,,,
2021_34217,Lisboa,,121,,119,96.0,,,,,119.0,113.0,,,,,,,,,,,,,,
2021_34218,Setúbal,,166,,186,167.0,,,,,185.0,165.0,,,,,,,,,,,,,,
2021_34219,Lisboa,,136,,147,,,,138.0,,,,,112.0,,,,,,,,,,,,
2021_34220,Outro,,166,198.0,195,176.0,,170.0,,,,,,,,,,,,,,,,,,
2021_34221,Lisboa,,141,,144,145.0,,,,,136.0,,,118.0,,,,,,,,,,,,
2021_34222,Setúbal,,155,,167,153.0,,,,,170.0,,,146.0,,,,,,,,,,,,
2021_34223,Lisboa,141.0,127,160.0,161,,,,,,,,,,,,,,,,,,,,,
2021_34224,Braga,,156,,181,172.0,156.0,176.0,,,,,,,,,,,,,,,,,,
2021_34225,Lisboa,,159,,181,197.0,186.0,150.0,,,,,,,,,,,,,,,,,,
2021_34226,Lisboa,,145,,159,,,,159.0,,,,130.0,,,,,,,,,,,,,
2021_34227,Lisboa,,131,,134,112.0,133.0,105.0,,,,,,,,,,,,,,,,,,
2021_34228,Porto,,168,,193,193.0,179.0,183.0,,,,,,,,,,,,,,,,,,
2021_34229,Braga,,148,,167,149.0,,,,,176.0,,,139.0,,,,,,,,,,,,
2021_34230,Leiria,130.0,125,,137,,,,,,,,,,122.0,,,,,,,,,,,
2021_34231,Outro,,151,,164,158.0,155.0,140.0,,,,,,,,,,,,,,,,,,
2021_34232,Outro,130.0,125,126.0,142,,,,,,,,,,,,,,,,,,,,,
2021_34233,Lisboa,,115,,146,,,,125.0,150.0,,,,,,,,,,,,,,,,
2021_34234,Coimbra,,165,,196,200.0,171.0,180.0,,,,,,,,,,,,,,,,,,
2021_34235,Braga,,157,,168,149.0,161.0,136.0,,,,,,,,,,,,,,,,,,
2021_34236,Porto,,139,,141,131.0,134.0,100.0,,,,,,,,,,,,,,,,,,
2021_34237,Lisboa,,130,155.0,150,140.0,,116.0,,,,,,,,,,,,,,,,,,
2021_34238,Braga,,198,,197,,,,176.0,,,,,152.0,,,,,,,,,,,,
2021_34239,Porto,,128,,139,,,,137.0,,,,,107.0,,,,,,,,,,,,
2021_34240,Lisboa,,139,,157,140.0,158.0,130.0,,,,,,,,,,,,,,,,,,
2021_34241,Coimbra,,171,,168,,,,159.0,,,,,143.0,,,,,,,,,,,,
2021_34242,Porto,,198,,200,200.0,181.0,172.0,,,,,,,,,,,,,,,,,,
2021_34243,Outro,165.0,146,,165,,,,,,,,,,140.0,,,,,,,,,,,
2021_34244,Lisboa,,148,,140,128.0,141.0,112.0,,,,,,,,,,,,,,,,,,
2021_34245,Lisboa,,192,,200,,,,170.0,,,200.0,,,,,,,,,,,,,,
2021_34246,Lisboa,,198,,190,200.0,168.0,172.0,,,,,,,,,,,,,,,,,,
2021_34247,Porto,,111,,135,,,,117.0,133.0,,,,,,,,,,,,,,,,
