Aluno_ID,Distrito,Historia_A,Portugues,Geografia_A,Nota_Interna,MACS,Matematica_A,Fisica_Quimica_A,Biologia_Geologia,Economia_A,Desenho_A,Geometria_Descritiva_A,Ingles,Literatura_Portuguesa,HCA,Italiano_Iniciacao,Frances,Historia_B,Portugues_L2,Latim_A,Espanhol_Continuacao,Matematica_B,Espanhol_Iniciacao,Alemao,Mandarim_Iniciacao,Filosofia,Portugues_LNM
2024_34028,Outro,,150,,166,,178.0,162.0,132.0,,,,,,,,,,,,,,,,,,
2024_34029,Faro,155.0,136,145.0,160,,,,,,,,,,,,,,,,,,,,,,
2024_34030,Lisboa,,115,,138,,132.0,140.0,119.0,,,,,,,,,,,,,,,,,,
2024_34031,Porto,,165,,200,200.0,200.0,,,188.0,,,,,,,,,,,,,,,,,
2024_34032,Outro,,165,,200,200.0,193.0,,,200.0,,,,,,,,,,,,,,,,,
2024_34033,Porto,,126,,160,,158.0,160.0,135.0,,,,,,,,,,,,,,,,,,
2024_34034,Outro,,144,,184,,197.0,162.0,,,,173.0,,,,,,,,,,,,,,,
2024_34035,Outro,,150,,173,,,,,,175.0,,,,151.0,,,,,,,,,,,,
2024_34036,Porto,139.0,121,118.0,149,,,,,,,,,,,,,,,,,,,,189.0,,
2024_34037,Outro,,97,,111,,122.0,110.0,82.0,,,,,,,,,,,,,,,,,,
2024_34038,Outro,162.0,140,,160,,,,,,,,,135.0,,,,,,,,,,,,,
2024_34039,Lisboa,,116,107.0,125,,129.0,130.0,98.0,,,,,,,,,,,,,,,,,,
2024_34040,Porto,,165,,200,,,,,,187.0,200.0,,,,,,,,,,,,,,,
2024_34041,Setúbal,135.0,118,,136,,,,,,,,,118.0,,,,,,,,,,,,,
2024_34042,Porto,129.0,105,,122,,,,,,,,,112.0,,,,,,,,,,,,,
2024_34043,Porto,83.0,88,80.0,103,,,,,,,,,,,,,,,,,,,,,,
2024_34044,Porto,,127,126.0,145,,171.0,,,142.0,,,,,,,,,,,,,,,,,
2024_34045,Porto,,147,,168,,165.0,157.0,134.0,,,,,,,,,,,,,,,,,,
2024_34046,Outro,,109,,127,116.0,99.0,,,116.0,,,,,,,,,,,,,,,,,
2024_34047,Setúbal,157.0,135,,153,145.0,,,,,,,,,,,,,,,,,,,,,
2024_34048,Setúbal,,132,,161,137.0,168.0,,,152.0,,,,,,,,,,,,,,,,,
2024_34049,Lisboa,159.0,131,130.0,149,,,,,,,,,,,,,,,,,,,,,,
2024_34050,Lisboa,,148,,194,166.0,196.0,,,200.0,,,,,,,,,,,,,,,,,
2024_34051,Coimbra,,111,,135,,152.0,114.0,104.0,,,,,,,,,,,,,,,,,,
2024_34052,Outro,,158,,195,,193.0,175.0,,,,195.0,,,,192.0,,,,,,,,,,,
2024_34053,Outro,158.0,145,,167,148.0,,,,,,,,,,,,,,,,,,,,,
2024_34054,Lisboa,,152,,199,,200.0,200.0,186.0,,,,,,,,,,,,,,,,,,
2024_34055,Outro,126.0,100,91.0,123,,,,,,,,,,,,,,,,,,,,,,
2024_34056,Porto,,126,,156,,175.0,146.0,144.0,,,,,,,,,,,,,,,,,,
2024_34057,Porto,,135,,150,,165.0,151.0,112.0,,,,,,,,,,,,,,,140.0,,,
2024_34058,Lisboa,164.0,145,,164,,,,,,,,,132.0,,,,,,,,,,,,,
2024_34059,Porto,,87,,100,,35.0,82.0,43.0,,,,,,,,,,,,,,,,,,
2024_34060,Lisboa,,183,,193,,189.0,183.0,166.0,,,,,,,,,,,,,,,,,,
2024_34061,Lisboa,148.0,136,116.0,148,,,,,,,,,,,,,,,,,,,,,,
2024_34062,Outro,180.0,196,,198,173.0,,,,,,,,,,,,,,,,,,,,,
2024_34063,Lisboa,127.0,109,,126,,,,,,,,,108.0,,,,,,,,,,,,,
2024_34064,Outro,,148,,171,,179.0,138.0,,,,171.0,,,,,,,,,,,,,,,
2024_34065,Lisboa,116.0,99,,131,,,,,,,,,110.0,,,,,,,,,,,,,
2024_34066,Faro,126.0,105,,128,,,,,,,,,115.0,,,,,,,,,,,,,
2024_34067,Coimbra,,95,,100,,91.0,81.0,80.0,,,,,,,,,,,,,,,,,,
2024_34068,Braga,,146,,176,,196.0,165.0,151.0,,,,,,,,,,,,,,,,,,
2024_34069,Outro,,147,,174,,188.0,171.0,152.0,,,,,,,,,,,,,,,,,,
2024_34070,Porto,161.0,136,121.0,154,,,,,,,,,,,,,,,,,,,,,,
2024_34071,Lisboa,,151,,189,,200.0,169.0,,,,185.0,,,,,,,,,,,,,,,
2024_34072,Lisboa,,138,,143,,148.0,135.0,110.0,,,,,,,,,,,,,,,,,,
2024_34073,Braga,,75,,100,,61.0,98.0,63.0,,,,,,,,,,,,,,,,,,
2024_34074,Outro,70.0,87,,100,75.0,,,,,,,,,,,,,,,,,,,,,
2024_34075,Lisboa,,148,,185,,,,,,190.0,200.0,,,,,,,,,,,,,,,
2024_34076,Porto,,125,,156,,157.0,132.0,136.0,,,,,,,,,,,,,,,,,,
2024_34077,Setúbal,,87,,100,,,,,,120.0,,,,81.0,,,,,,,,,,,,
2024_34078,Porto,,111,96.0,132,,127.0,,,132.0,,,,,,,,,,,,,,,,,
2024_34079,Porto,,118,112.0,137,,132.0,,,140.0,,,,,,,,,,,,,,,,,
2024_34080,Outro,171.0,149,136.0,161,,,,,,,,,,,,,,,,,,,,,,179.0
2024_34081,Braga,180.0,196,,196,180.0,,,,,,,,,,,,,,,,,,,,,
2024_34082,Braga,,170,,200,,200.0,194.0,196.0,,,,,,,,,,,,,,,,,,
2024_34083,Lisboa,,170,,186,,194.0,176.0,139.0,,,,,,,,,,,,,,,,,,
2024_34084,Faro,,148,,180,,180.0,162.0,151.0,,,,,,,,,,,,,,,,,,
2024_34085,Outro,160.0,135,119.0,148,,,,,,,,,,,,,,,,,,,,,,
2024_34086,Outro,,121,,147,,150.0,121.0,,,,126.0,,,,,,,,,,,,,,,
2024_34087,Setúbal,96.0,75,,100,48.0,,,,,,,,,,,,,,,,,,,,,
2024_34088,Coimbra,,126,,144,127.0,155.0,,,138.0,,,,,,,,,,,,,,,,,
2024_34089,Lisboa,,153,,176,,183.0,165.0,141.0,,,,,,,,,,,,,,,,,,
2024_34090,Setúbal,,196,,195,155.0,191.0,,,190.0,,,,,,,,,,,,,,,,,
2024_34091,Porto,,153,,178,,192.0,157.0,165.0,,,,,,,,,,,,,,,,,,
2024_34092,Setúbal,,95,,106,,86.0,109.0,84.0,,,,,,,,,,,,,,,,,,
2024_34093,Outro,171.0,156,130.0,173,,,,,,,,,,,,,,,,,,,,,,
2024_34094,Lisboa,,135,,160,,157.0,142.0,,,,149.0,,,,,,,,,,,,,,,
2024_34095,Lisboa,83.0,89,,100,,,,,,,,,85.0,,,,,,,,,,,,,
2024_34096,Outro,,99,,109,,95.0,89.0,72.0,,,,,,,,,,,,,,,,,,
2024_34097,Porto,175.0,141,142.0,171,,,,,,,,,,,,,,,,,,,,,,
2024_34098,Leiria,,166,,187,,192.0,166.0,146.0,,,,,,,,,,,,,,,,,,
2024_34099,Leiria,173.0,175,,185,162.0,,,,,,,,,,,,,,,,,,,,,
2024_34100,Outro,200.0,155,137.0,172,,,,,,,,,,,,,,,,,,,,,,
2024_34101,Setúbal,174.0,196,140.0,189,,,,,,,,,,,,,,,,,,,,,,
2024_34102,Braga,120.0,99,106.0,126,,,,,,,,,,,,,,,,,,,,,,
2024_34103,Braga,,146,,173,,188.0,157.0,,,,155.0,,,,,,,,,,,,,,,
2024_34104,Lisboa,,108,,121,,120.0,107.0,85.0,,,,,,,,,,,,,,,,,,
2024_34105,Braga,,137,,151,,,,,,156.0,,,,132.0,,,,,,,,,,,,
2024_34106,Outro,,99,,108,,86.0,96.0,69.0,,,,,,,,,,,,,,,,,,
2024_34107,Porto,,152,,180,,197.0,184.0,159.0,,,,,,,,,,,,,,,,,,
2024_34108,Outro,110.0,88,,113,,,,,,,,,105.0,,,,,,,,,,,,,
2024_34109,Coimbra,,90,,100,,95.0,88.0,58.0,,,,,,,,,,,,,,,,,,
2024_34110,Braga,,146,,171,,178.0,177.0,141.0,,,,,,,,,,,,,,,,,,
2024_34111,Outro,,163,156.0,198,,194.0,,,200.0,,,,,,,,,,,,,,,,,
2024_34112,Faro,,109,,120,,131.0,111.0,,,,86.0,,,,,,,,,,,,,,,
2024_34113,Braga,,139,,158,,161.0,152.0,129.0,,,,,,,,,,,,,,,,,,
2024_34114,Setúbal,,117,,135,,128.0,122.0,109.0,,,,,,,,,,,,,,,,,,
2024_34115,Outro,,100,,121,106.0,132.0,,,112.0,,,,,,,,,,,,,,,,,
2024_34116,Braga,131.0,107,,142,122.0,,,,,,,140.0,,,,,,,,,,,,,,
2024_34117,Outro,,112,,131,,137.0,125.0,102.0,,,,,,,,,,,,,,,,,,
2024_34118,Setúbal,,127,,153,,173.0,136.0,124.0,,,,,,,,,,,,,,,,,,
2024_34119,Braga,200.0,196,,200,,,,,,,,197.0,,,,,,,,,,,,,,
2024_34120,Lisboa,,155,,185,,,,,,176.0,165.0,,,,,,,,,,,,,,,
2024_34121,Porto,,125,,159,,168.0,136.0,120.0,,,,,,,,,,,,,,,,,,
2024_34122,Lisboa,,160,,199,,200.0,200.0,169.0,,,,,,,,,,,,,,,,,,
2024_34123,Outro,,96,,124,,,,,,133.0,,,,98.0,,,,,,,,,,,,
2024_34124,Coimbra,,150,,176,,,,,,176.0,179.0,,,,,,,,,,,,,,,
2024_34125,Braga,,196,,200,,,,,,196.0,183.0,,,,,,,,,,,,,,,
2024_34126,Outro,183.0,152,,193,,,,,,,,191.0,,,,,,,,,,,,,,
2024_34127,Leiria,,135,,170,,188.0,152.0,148.0,,,,,,,,,,,,,,,,,,
2024_34128,Lisboa,,196,,199,,191.0,174.0,196.0,,,,,,,,,,,,,,,,,,
2024_34129,Setúbal,166.0,159,,176,157.0,,,,,,,,,,,,,,,,,,,,,
2024_34130,Porto,,113,105.0,134,,128.0,,,127.0,,,,,,,,,,,,,,,,,
2024_34131,Outro,,145,,179,,,,,,180.0,,,,162.0,,,,,,,,,,,,
2024_34132,Setúbal,,115,,134,,127.0,125.0,116.0,,,,,,,,,,,,,,,,,,
2024_34133,Porto,,121,,133,,123.0,117.0,115.0,,,,,,,,,,,,,,,,,,
2024_34134,Porto,,152,,190,,196.0,183.0,176.0,,,,,,,,,,,,,,,,,,
2024_34135,Lisboa,,101,,115,,121.0,106.0,77.0,,,,,,,,,,,,,,,,,,
2024_34136,Coimbra,175.0,163,133.0,173,,,,,,,,,,,,,,,,,,,,,,
2024_34137,Setúbal,,141,,174,,175.0,146.0,152.0,,,,,,,,,,,,,,,,,,
2024_34138,Outro,,126,,154,,178.0,137.0,136.0,,,,,,,,,,,,,,,,,,
2024_34139,Outro,,121,,156,,,,,,162.0,,,,141.0,,,,,,,,,,,,
2024_34140,Lisboa,,131,,161,,171.0,148.0,,,,153.0,,,,,,,,,,,,,,,
2024_34141,Outro,,105,,108,,118.0,99.0,87.0,,,,,,,,,,,,,,,,,,
2024_34142,Outro,159.0,135,,153,,,,,,,,,138.0,,,,,,,,,,,,,
2024_34143,Setúbal,,158,137.0,176,,186.0,,,172.0,,,,,,,,,,,,,,,,,
2024_34144,Lisboa,180.0,196,,200,,,,,,,,,200.0,,,,,,,,,,,,,
2024_34145,Faro,,149,,171,,187.0,153.0,150.0,,,,,,,,,,,,,,,,,,
2024_34146,Leiria,131.0,117,,150,,,,,,,,158.0,,,,,,,,,,,,,,
2024_34147,Setúbal,168.0,135,,176,,,,,,,,177.0,,,,,,,,,,,,,,
2024_34148,Lisboa,,169,,195,,198.0,179.0,196.0,,,,,,,,,,,,,,,,,,
2024_34149,Lisboa,,145,,178,150.0,188.0,,,165.0,,,,,,,,,,,,,,,,,
2024_34150,Outro,140.0,120,,153,143.0,,,,,,,,,,,,,,,,,,,,,
2024_34151,Outro,137.0,115,97.0,134,,,,,,,,,,,,,,,,,,,,,,
2024_34152,Porto,117.0,87,,125,,,,,,,,126.0,,,,,,,,,,,,,,
2024_34153,Setúbal,167.0,145,,171,155.0,,,,,,,,,,,,,,,,,,,,,
2024_34154,Braga,,167,155.0,194,,185.0,,,164.0,,,,,,,,,,,,,,,,,
2024_34155,Outro,127.0,101,,123,,,,,,,,,106.0,,,,,,,,,,,,,
2024_34156,Outro,,90,,109,,101.0,100.0,87.0,,,,,,,,,,,,,,,,,,
2024_34157,Braga,,113,,137,134.0,130.0,,,136.0,,,,,,,,,,,,,,,,,
2024_34158,Outro,177.0,150,152.0,176,,,,,,,,,,,,,,,,,,,,,,
2024_34159,Outro,129.0,116,,139,,,,,,,,152.0,,,,,,,,,,,,,,
2024_34160,Porto,157.0,126,,154,,,,,,,,,126.0,,,,,,,,,,,,,
2024_34161,Braga,115.0,107,95.0,122,,,,,,,,,,,,,,,,,,,,,,
2024_34162,Outro,170.0,145,,185,,,,,,,,190.0,,,,,,,,,,,,,,
2024_34163,Porto,141.0,137,,155,,,,,,,,163.0,,,,,,,,,,,,,,
2024_34164,Braga,143.0,139,,162,151.0,,,,,,,,,,184.0,,,,,,,,,,,
2024_34165,Setúbal,,107,98.0,125,,123.0,,,139.0,,,,,,,,,,,,,,,,,
2024_34166,Faro,,196,,200,177.0,200.0,,,200.0,,,,,,,,,,,,,,,,,
2024_34167,Lisboa,,128,,150,125.0,147.0,,,148.0,,,,,,,,,,,,,,,,,
2024_34168,Faro,,110,,136,117.0,158.0,,,128.0,,,,,,,,,,,,,,,,,
2024_34169,Porto,160.0,142,125.0,155,,,,,,,,,,,,,,,,,,,,,,
2024_34170,Lisboa,,196,,200,162.0,200.0,,,200.0,,,,,,,,,,,,,,,,,
2024_34171,Lisboa,,158,188.0,196,,188.0,,,200.0,,,,,,,,,,,,,,,,,
2024_34172,Lisboa,172.0,175,,193,,,,,,,,,179.0,,,,,,,,,,,,,
2024_34173,Lisboa,,150,,169,,,,,,166.0,,,,149.0,,,,,,,,,,,,
2024_34174,Coimbra,,157,147.0,187,,186.0,,,195.0,,,,,,,,,,,,,,,,,
2024_34175,Outro,,145,,165,,175.0,148.0,150.0,,,,,,,,,,,,,,,,,147.0,
2024_34176,Lisboa,,161,188.0,200,,196.0,,,200.0,,200.0,,,,,,,,,,,,,,,
2024_34177,Outro,,95,,100,,71.0,87.0,,,,59.0,,,,,,,,,,,,,,,
2024_34178,Lisboa,,146,,172,,190.0,159.0,141.0,,,,,,,,,,,,,,,,,,
2024_34179,Lisboa,157.0,132,,163,147.0,,,,,,,,,,,,,,,,,,,,,
2024_34180,Porto,,99,,127,,,,,,133.0,,,,117.0,,,,,,,,,,,,
2024_34181,Braga,,75,,100,,62.0,63.0,,,,30.0,,,,68.0,,,,,,,,,,,
2024_34182,Lisboa,,82,,112,,,,,,131.0,91.0,,,,,,,,,,,,,,,
2024_34183,Lisboa,132.0,117,105.0,135,,,,,,,,,,,,,,,,,,,,,,
2024_34184,Setúbal,,96,,116,,105.0,114.0,88.0,,,,,,,,,,,,,,,,,,
2024_34185,Lisboa,,118,,154,,165.0,136.0,,,,126.0,,,,,,,,,,,,,,,
2024_34186,Lisboa,,93,,101,,95.0,96.0,71.0,,,,,,,,,,,,,,,,,,
2024_34187,Outro,,143,,171,,175.0,155.0,146.0,,,,,,,,,,,,,,,,,,
2024_34188,Lisboa,,123,,138,,135.0,138.0,99.0,,,,,,,,,,,,,,,,,,135.0
2024_34189,Porto,,130,,169,,180.0,147.0,143.0,,,,,,,,,,,,,,,,,,
2024_34190,Porto,,126,,136,,150.0,135.0,106.0,,,,,,,,,,,,,,,,,,
2024_34191,Porto,,113,,133,,136.0,119.0,,,,112.0,,,,,,,,,,,,,,,
2024_34192,Lisboa,,142,,182,,,,,,180.0,177.0,,,,,,,,,,,,,,,
2024_34193,Outro,,100,,110,,101.0,105.0,77.0,,,,,,,,,,,,,,,,,,
2024_34194,Setúbal,,125,,160,130.0,168.0,,,140.0,,,,,,,,,,,,,,,,,
2024_34195,Lisboa,,177,,186,,180.0,186.0,149.0,,,,,,,,,,,,,,,,,,
2024_34196,Leiria,,97,,107,,105.0,87.0,77.0,,,,,,,,,,,,,,,,,,
2024_34197,Braga,117.0,99,86.0,115,,,,,,,,,,,,,,,,,,,,,,
2024_34198,Setúbal,,142,,169,,185.0,152.0,132.0,,,,,,,,,,,,,,,,,,
2024_34199,Setúbal,,135,,144,,145.0,127.0,116.0,,,,,,,,,,,,,,,,,,
2024_34200,Coimbra,135.0,111,,144,118.0,,,,,,,,,,,,,,,,,,,,,
2024_34201,Outro,,149,,188,,191.0,159.0,,,,187.0,,,,,,,,,,,,,,,
2024_34202,Outro,172.0,186,,189,156.0,,,,,,,,,,,,,,,,,,,,,
2024_34203,Faro,,99,,116,,,,,,143.0,70.0,,,,,,,,,,,,,,,
2024_34204,Coimbra,,140,,181,,195.0,170.0,,,,158.0,,,,,,,,,,,,,,,
2024_34205,Setúbal,103.0,90,,114,,,,,,,,130.0,,,,,,,,,,,,,,
2024_34206,Braga,,129,,154,,,,,,164.0,147.0,159.0,,,,,,,,,,,,,,
2024_34207,Lisboa,,115,,137,,150.0,129.0,,,,126.0,,,,,,,,,,,,,,,
2024_34208,Lisboa,122.0,106,,123,104.0,,,,,,,,,,,,,,,,,,,,,
2024_34209,Outro,142.0,116,,152,136.0,,,,,,,,,,,,,,,,,,,,,
2024_34210,Faro,,168,,189,,198.0,156.0,184.0,,,,,,,,,,,,,,,,,,
2024_34211,Braga,147.0,132,,156,145.0,,,,,,,,,,,,,,,,,,,,,
2024_34212,Outro,108.0,96,,123,,,,,,,,,109.0,,,,,,,,,,,,,
2024_34213,Outro,,169,,185,,200.0,175.0,150.0,,,,,,,,,,,,,,,,,,
2024_34214,Outro,,151,,188,,192.0,165.0,,,,196.0,,,,,,,,,,,,,,,
2024_34215,Lisboa,,155,,176,,178.0,155.0,156.0,,,,,,,,,,,,,,,,,,
2024_34216,Outro,159.0,145,,163,154.0,,,,,,,,,,,,,,,,,,,,,
2024_34217,Outro,,110,,141,131.0,140.0,,,128.0,,,,,,,,,,,,,,,,,
2024_34218,Lisboa,,155,,186,195.0,194.0,,,169.0,,,,,,,,,,,,,,,,,
2024_34219,Setúbal,,138,,156,,169.0,142.0,128.0,,,,,,,,,,,,,,,,,,
2024_34220,Lisboa,,123,,160,,178.0,150.0,127.0,,,,,,,,,,,,,,,,,,
2024_34221,Lisboa,,108,,133,,,,,,132.0,,,,112.0,,,,,,,,,,,,
2024_34222,Porto,,135,,170,,192.0,168.0,132.0,,,,,,,,,,,,,,,,,,
2024_34223,Outro,,66,61.0,100,,24.0,,,76.0,,,,,,,,,,,,,,,,,
2024_34224,Faro,,149,,177,156.0,188.0,,,167.0,,,,,,,,,,,,,,,,,
2024_34225,Leiria,,120,,142,,160.0,125.0,113.0,,,,,,,,,,,,,,,,,,
2024_34226,Lisboa,,196,,200,,200.0,193.0,,,,186.0,,,,,,,,,,,,,,,
2024_34227,Lisboa,116.0,106,,125,,,,,,,,,119.0,,,,,,,,,,,,,
2024_34228,Outro,165.0,137,,155,,,,,,,,,145.0,,,,,,,,,,,,,
2024_34229,Lisboa,,157,157.0,183,,197.0,,,175.0,,,,,,,,,,,,,,,,,
2024_34230,Porto,,135,,160,,160.0,147.0,119.0,,,,,,,,,,,,,,,,,,
2024_34231,Outro,,140,,166,,,,,,166.0,,,,154.0,,,,,,,,,,,,
2024_34232,Coimbra,,151,,180,,,,,,173.0,,,,167.0,,,,,,,,,,,,
2024_34233,Lisboa,,131,,148,,144.0,132.0,116.0,,,,,,,,,,,,,,,,,,
2024_34234,Porto,166.0,156,152.0,169,,,,,,,,,,,,,,,,,,,,,,
2024_34235,Setúbal,,126,,159,,173.0,158.0,122.0,,,,,,,,,,,,,157.0,,,,,
2024_34236,Porto,,131,,148,,149.0,125.0,115.0,,,,,,,,,,,,,,,,,,
2024_34237,Lisboa,,127,,163,,178.0,160.0,126.0,,,,,,,,,,,,,,,,,,
2024_34238,Porto,,100,,133,,136.0,109.0,91.0,,,,,,,,,,,,,,,,,,
2024_34239,Outro,,125,,148,,165.0,129.0,106.0,,,,,,,,,,,,,,,,,,
2024_34240,Outro,,137,,183,,,,,,177.0,186.0,,,,,,,,,,,,,,,
2024_34241,Outro,,158,,170,,179.0,148.0,128.0,,,,,,,,,,,,,,,,,,
2024_34242,Braga,,196,,200,,200.0,200.0,196.0,,,,,,,,,,,,,,,,,,
2024_34243,Lisboa,,151,,174,153.0,175.0,,,160.0,,,,,,,,,,,,,,,,,
2024_34244,Braga,,121,,152,,152.0,125.0,,,,149.0,,,,,,,,,,,,,,,
2024_34245,Lisboa,,106,,112,,121.0,97.0,75.0,,,,,,,,,,,,,,,,,,
2024_34246,Lisboa,,81,,100,,43.0,66.0,,,,42.0,,,,,,,,,,,,,,,
2024_34247,Lisboa,,87,,101,,79.0,105.0,86.0,,,,,,,,,,,,,,,,,,
2024_34248,Braga,,165,,197,,200.0,185.0,170.0,,,,,,,,,,,,,,,,,,
2024_34249,Outro,,158,,198,,200.0,196.0,170.0,,,,,,,,,,,,,,,,,,
2024_34250,Porto,,196,186.0,200,,200.0,,,200.0,,,,,,,,,,,,,,,,,
2024_34251,Coimbra,,126,,157,,173.0,140.0,129.0,,,,,,,,,,,,,,,,,,
2024_34252,Setúbal,153.0,133,131.0,146,,,,,,,,,,,,,,,,,,,,,,
2024_34253,Lisboa,,95,87.0,101,,66.0,,,95.0,,,,,,,,,,,,,,,,,
2024_34254,Lisboa,,139,,170,,186.0,154.0,145.0,,,,,,,,,,,,,,,,,,
2024_34255,Porto,126.0,112,,132,123.0,,,,,,,,,,,,,,,,,,,,,
2024_34256,Faro,81.0,84,81.0,100,,,,,,,,,,,98.0,,,,,,,,,,,
2024_34257,Braga,,108,,106,,86.0,103.0,83.0,,,,,,,,,,,,,,,,,,
2024_34258,Faro,,117,,137,,151.0,125.0,108.0,,,,,,,,,,,,,,,,,,
2024_34259,Braga,,130,,167,145.0,180.0,,,156.0,,,,,,,,,,,,,,,,,
2024_34260,Coimbra,,123,,134,,141.0,141.0,107.0,,,,,,,,,,,,,,,,,,
2024_34261,Porto,,80,,100,,68.0,66.0,50.0,,,51.0,,,,,,,,,,,,,,,
2024_34262,Outro,,107,,115,,111.0,95.0,80.0,,,,,,,,,,,,,,,,,,
2024_34263,Lisboa,,127,118.0,141,,145.0,,,138.0,,,,,141.0,,,,,,,,,,,,
2024_34264,Outro,182.0,185,,189,,,,,,,,,166.0,,,,,,,,,,,,,
2024_34265,Braga,,126,,167,,175.0,152.0,,,,153.0,,,,,,,,,,,,,,,
2024_34266,Outro,,137,,169,147.0,173.0,,,157.0,,,,,,,,,,,,,,,,,
2024_34267,Setúbal,,147,,191,,187.0,161.0,,,,200.0,,,,,,,,,,,,,,,
2024_34268,Outro,,125,,145,,,,,,153.0,,,,128.0,,,,,,,,,,,,
2024_34269,Leiria,,169,,188,,187.0,180.0,,,,167.0,,,,,,,,,,,,,,,
2024_34270,Lisboa,,110,,127,,,,,,139.0,109.0,,,,,,,,,,,,,,,
2024_34271,Lisboa,,87,,103,97.0,79.0,,,104.0,,,,,,,,,,,,,,,,,
2024_34272,Outro,187.0,170,,193,177.0,,,,,,,,,,,,,,,,,,,,,
2024_34273,Outro,,155,,189,,190.0,170.0,,,,195.0,,,,,,,,,,,,,,,
2024_34274,Outro,,156,,179,162.0,189.0,,,180.0,,,,,,,,,,,,,,,,,
2024_34275,Porto,,156,,171,,187.0,165.0,136.0,,,,,,,,,,,,,,,,,,
2024_34276,Braga,,196,,200,,200.0,191.0,,,,189.0,,,,,,,,,,,,,,,
2024_34277,Outro,,162,,200,,200.0,200.0,,,,200.0,,,,,,,,,,,,,,,
2024_34278,Braga,,134,115.0,152,,155.0,,,137.0,,,,,,,,,,,,,,,,,
2024_34279,Outro,99.0,81,,106,,,,,,,,,90.0,,,,,,,,,,,,,
2024_34280,Outro,,116,,145,126.0,146.0,,,134.0,,,,,,,,,,,,,,,,,
2024_34281,Lisboa,,99,,120,,125.0,102.0,97.0,,,,,,,,,,,,,,,,,,
2024_34282,Porto,,116,106.0,143,,147.0,,,145.0,,,,,,,,,,,,,,,,,
2024_34283,Coimbra,,118,,151,134.0,150.0,,,148.0,,,,,,,,,,,,,,,,,
2024_34284,Lisboa,,135,,163,,165.0,155.0,,,,176.0,,,,,,,,,,,,,,,
2024_34285,Outro,,128,,150,,,,,,152.0,,,,130.0,,,,,,,,,,,,
2024_34286,Lisboa,146.0,136,,152,146.0,,,,,,,,,,,,,,,,,,,,,
2024_34287,Porto,,152,,166,,185.0,163.0,151.0,,,,,,,,,,,,,,,,,,
2024_34288,Porto,,122,,149,137.0,143.0,,,133.0,,,,,,,,,,,,,,,,,
2024_34289,Porto,157.0,130,125.0,149,,,,,,,,,,,,,,,,,,,,,,
2024_34290,Outro,,115,,135,,132.0,121.0,112.0,,,,,,,,,,,,,,,,,,
2024_34291,Outro,,128,,150,,148.0,131.0,,,,142.0,,,,,,,,,,,,,,,
2024_34292,Outro,119.0,98,,121,,,,,,,,,112.0,,,,,,,,,,,,,
2024_34293,Lisboa,131.0,107,,140,131.0,,,,,,,,,,,,,,,,,,,,,
2024_34294,Lisboa,174.0,196,,196,,,,,,,,,173.0,,,,,,,,,,,,,
2024_34295,Porto,,120,,130,,125.0,126.0,97.0,,,,,,,,,,,,,,,,,,
2024_34296,Braga,,139,,172,,182.0,167.0,147.0,,,,,,,,,,,,,,,,,,
2024_34297,Setúbal,186.0,196,188.0,200,,,,,,,,,,,,,,,,,,,,,,
2024_34298,Lisboa,,75,,100,,86.0,71.0,67.0,,,,,,,,,,,,,,,,,,
2024_34299,Faro,,155,,176,155.0,175.0,,,167.0,,,,,,,,,,,,,,,,,
2024_34300,Outro,,115,,120,,115.0,120.0,95.0,,,,,,,,,,,,,,,,,,
2024_34301,Porto,,121,,142,131.0,165.0,,,155.0,,,,,,,,,,,,,,,,,
2024_34302,Lisboa,,149,139.0,174,,182.0,,,170.0,,,,,,,,,,,,,,,,,
2024_34303,Outro,,147,,161,,162.0,138.0,122.0,,,,,,,,,,,,,,,,,,
2024_34304,Porto,,149,,171,,178.0,166.0,140.0,,,,,,,,,,,,,,,,,,
2024_34305,Lisboa,128.0,100,,145,,,,,,,,145.0,,,,,,,,,,,,,,
2024_34306,Setúbal,,126,,158,,,,,,156.0,,,,140.0,,,,,,,,,,,,
2024_34307,Outro,127.0,101,,134,,,,,,,,,125.0,,,,,,,,,,,,,
2024_34308,Outro,,196,,200,,189.0,191.0,184.0,,,,,,,,,,,,,,,,,,
2024_34309,Lisboa,,109,,122,,125.0,96.0,98.0,,,,,,,,,,,,,,,,,,
2024_34310,Porto,,71,,100,,76.0,67.0,56.0,,,,,,,,,,,,,,,,,,
2024_34311,Lisboa,,118,,140,,131.0,138.0,105.0,,,,,,,,,,,,,,,,,,
2024_34312,Lisboa,,97,,110,,75.0,101.0,77.0,,119.0,,,,,,,,,,,,,,,,
2024_34313,Lisboa,,105,,132,,143.0,118.0,108.0,,,,,,,,,,,,,,,,,,
2024_34314,Lisboa,,135,,164,,167.0,161.0,,,,167.0,,,,,,,,,,,,,,,
2024_34315,Lisboa,,106,,110,,105.0,99.0,88.0,,,,,,,,,,,,,,,,,,
2024_34316,Outro,,72,,100,,69.0,77.0,56.0,,,,,,,,,,,,,,,,,,
2024_34317,Porto,160.0,151,146.0,162,,,,,,,,,,,,,,,,,,,,,,
2024_34318,Lisboa,,135,,148,,155.0,149.0,116.0,,,,,,,,,,,,,,,,,,
2024_34319,Outro,127.0,108,115.0,130,,,,,,,,,,,,,,,,,,,,,,
2024_34320,Coimbra,,126,,154,,178.0,146.0,125.0,,,,,,,,,,,,,,,,,,
