Aluno_ID,Distrito,Matematica_A,Biologia_Geologia,Fisica_Quimica_A,Portugues,Nota_Interna,Historia_A,Ingles,Geometria_Descritiva_A,Economia_A,MACS,Desenho_A,HCA,Literatura_Portuguesa,Geografia_A,Espanhol_Iniciacao,Historia_B,Matematica_B,Filosofia,Portugues_LNM,Alemao,Frances,Latim_A
2017_31210,Lisboa,,,,125,147,125.0,,,,,,,135.0,,,,,,,,,
2017_31211,Lisboa,68.0,75.0,63.0,85,100,,,,,,,,,,,,,,,,,
2017_31212,Porto,,,,125,148,129.0,,,,,,,139.0,,,,,,,,,
2017_31213,Lisboa,,,,137,146,117.0,,,,,,,128.0,,,,,,,,,
2017_31214,Setúbal,,,,119,120,97.0,,,,101.0,,,,,,,,,,,,
2017_31215,Setúbal,182.0,190.0,195.0,176,200,,,,,,,,,,,,,,,,,
2017_31216,Lisboa,31.0,65.0,40.0,50,100,,,,,,,,,,,,,,,,,
2017_31217,Lisboa,,,,128,143,117.0,155.0,,,,,,,,,,,,,,,
2017_31218,Setúbal,,,,165,175,165.0,,,,179.0,,,,,,,,,,,,
2017_31219,Setúbal,96.0,105.0,85.0,109,117,,,,,,,,,,,,109.0,,,,,
2017_31220,Outro,151.0,,128.0,125,155,,,168.0,,,,,,,,,,,,,,
2017_31221,Lisboa,,,,147,170,145.0,175.0,,,,,,,,,,,,,,,
2017_31222,Faro,129.0,,,137,134,,,,127.0,111.0,,,,,,,,,,,,
2017_31223,Lisboa,,,,155,180,192.0,,,,,,,,187.0,,,,,,,,
2017_31224,Porto,136.0,,,126,144,,,,139.0,115.0,,,,,,,,,,,,
2017_31225,Porto,,,,158,149,131.0,,,,,,,137.0,,,,,,,,,
2017_31226,Lisboa,200.0,,195.0,190,200,,,200.0,,,,,,,,,,,,,,
2017_31227,Braga,,,,145,165,173.0,165.0,,,,,,,,,,,,,,,
2017_31228,Coimbra,126.0,111.0,94.0,119,127,,,,,,,,,,,,,,,,,
2017_31229,Leiria,38.0,65.0,50.0,66,100,,,,,,105.0,,,,,,,,,,,
2017_31230,Porto,,,,131,145,129.0,,,,,,,145.0,127.0,,,,,,,,
2017_31231,Outro,169.0,190.0,152.0,148,176,,,,,,,,,,,,,,,,,
2017_31232,Leiria,,,,96,110,87.0,,,,85.0,,,,,,,,,,,,
2017_31233,Braga,185.0,136.0,140.0,155,172,,,,,,,,,,,,,,,,,
2017_31234,Setúbal,159.0,156.0,149.0,165,173,,,,,,,,,,,,,,,,,
2017_31235,Lisboa,155.0,,175.0,145,173,,,196.0,,,,,,,,,,,,,,
2017_31236,Porto,156.0,,,135,164,,,,167.0,,,,,126.0,,,,,,,,
2017_31237,Lisboa,,,,96,116,89.0,125.0,,,,,,,,,,,,,,108.0,
2017_31238,Faro,,,,107,138,,,100.0,,,141.0,,,,,,,,,,,
2017_31239,Braga,,,,105,112,100.0,,,,91.0,,,,,,,,,,,,
2017_31240,Braga,,,,105,124,,,95.0,,,137.0,,,,,,,,,,,
2017_31241,Porto,,,,125,151,142.0,159.0,,,,,,,,,,,,,,,
2017_31242,Faro,,,,100,124,,,99.0,,,129.0,,,,,,,,,,,
2017_31243,Lisboa,,,,90,104,87.0,,,,,,,109.0,,,,,,,,,
2017_31244,Coimbra,,,,117,124,111.0,,,,,,,,109.0,,,,,,,,
2017_31245,Lisboa,,,,120,154,,,155.0,,,147.0,,,,,,,,,,,
2017_31246,Lisboa,95.0,,,109,118,,,,115.0,,,,,105.0,,,,,,,,
2017_31247,Porto,,,,112,136,111.0,,,,,,,,129.0,,,,,,,,
2017_31248,Outro,,,,160,164,145.0,,,,,,,,138.0,,,,,,,,
2017_31249,Porto,125.0,,128.0,135,148,,,142.0,,,,,,,,,,,,,,
2017_31250,Lisboa,,,,105,113,98.0,,,,86.0,,,,,,,,,,,,
2017_31251,Outro,116.0,98.0,101.0,105,124,,,,,,,,,,,,,,,,,
2017_31252,Outro,75.0,,,80,103,,,,95.0,,,,,96.0,,,,,,,,
2017_31253,Lisboa,158.0,,,138,149,,,,135.0,135.0,,,,,,,,,,,,
2017_31254,Lisboa,138.0,,,115,148,,,,148.0,115.0,,,,,,,,,,,,
2017_31255,Outro,,,,130,157,141.0,,,,,,,157.0,,,,,,,,,
2017_31256,Outro,177.0,155.0,160.0,139,166,,,,,,,,,,,,,,,,,
2017_31257,Faro,,,,150,171,149.0,,,,192.0,,,,,,,,,,,,
2017_31258,Lisboa,,,,129,136,124.0,,,,115.0,,,,,,,,,,,,
2017_31259,Braga,100.0,90.0,96.0,109,113,,,,,,,,,,,,,,,,,
2017_31260,Leiria,157.0,,,161,169,,,,149.0,155.0,,,,,,,,,,,,
2017_31261,Lisboa,126.0,,,126,144,,,,141.0,115.0,,,,,,,,,,,,
2017_31262,Lisboa,,,,126,145,135.0,,,,141.0,,,,,,,,,,,,
2017_31263,Setúbal,165.0,,,129,146,,,,149.0,115.0,,,,,,,,,,,,
2017_31264,Lisboa,157.0,,175.0,140,177,,,195.0,,,,,,,,,,,,,,
2017_31265,Outro,,,,85,100,75.0,97.0,,,,,,,,,,,,,,,
2017_31266,Outro,140.0,122.0,137.0,135,147,,,,,,,,,,,,,,,,,
2017_31267,Lisboa,104.0,,101.0,108,131,,,139.0,,,,,,,,,,,,,,
2017_31268,Porto,165.0,157.0,169.0,147,174,,,,,,,,,,,,,,,,,
2017_31269,Leiria,140.0,,,139,151,,,,146.0,132.0,,,,,,,,,,,,
2017_31270,Lisboa,125.0,,,106,128,,,,122.0,98.0,,,,,,,,,,,,
2017_31271,Setúbal,,,,106,113,86.0,,,,92.0,,,,,,,,,,,,
2017_31272,Porto,50.0,,,55,100,,,,78.0,46.0,,,,,,,,,,,,
2017_31273,Leiria,,,,109,126,102.0,,,,,,,,116.0,,,,,,,,
2017_31274,Lisboa,109.0,,,107,129,,,,126.0,95.0,,,,,,,,,,,,
2017_31275,Outro,116.0,100.0,97.0,107,116,,,,,,,,,,,,,,,,,
2017_31276,Porto,95.0,85.0,64.0,95,100,,,,,,,,,,,,,,,,,
2017_31277,Lisboa,95.0,105.0,81.0,110,112,,,,,,,,,,,,,,,,,
2017_31278,Porto,,,,125,145,116.0,145.0,,,,,,,,,,,,,,,
2017_31279,Porto,,,,113,134,,,112.0,,,146.0,,,,,,,,,,,
2017_31280,Porto,,,,182,165,145.0,,,,,,,149.0,,,,,,,,,
2017_31281,Porto,161.0,120.0,121.0,125,146,,,,,,,,,,,,,,,,,
2017_31282,Porto,,,,146,169,,,180.0,,,152.0,,,,,,,,,,,
2017_31283,Outro,145.0,130.0,152.0,130,150,,,,,,,,,,,,,,,,,
2017_31284,Setúbal,,,,127,144,,,121.0,,,141.0,,,,,,,,,,,
2017_31285,Lisboa,,,,115,133,,,101.0,,,145.0,,,,,,,,,,,
2017_31286,Lisboa,,,,75,100,49.0,,,,57.0,,,,,,,,,,,,
2017_31287,Porto,169.0,135.0,165.0,147,164,,,,,,,,,,,,,,,,,
2017_31288,Outro,,,,98,119,98.0,,,,,,,105.0,,,,,,,,,
2017_31289,Outro,199.0,,,149,181,,,,185.0,,,,,137.0,,,,,,,,
2017_31290,Outro,,,,135,154,144.0,,,,129.0,,,,,,,,,,,,
2017_31291,Outro,,,,121,132,100.0,,,,,,,,120.0,,,,,,,,
2017_31292,Outro,115.0,109.0,102.0,115,121,,,,,,,,,,,,,,,,,
2017_31293,Outro,88.0,,,100,113,,,,100.0,,,,,96.0,,,,,,,,
2017_31294,Setúbal,156.0,166.0,147.0,155,169,,,,,,,,,,,,,,,,,
2017_31295,Porto,120.0,105.0,116.0,110,133,,,,,,,,,,,,,,,,,
2017_31296,Porto,,,,175,200,186.0,,,,192.0,,,,,,,,,,,,
2017_31297,Outro,,,,122,165,,,167.0,,,156.0,,,,,,,,,,,
2017_31298,Lisboa,97.0,,85.0,106,111,,,115.0,,,,,,,,,,,,,,
2017_31299,Leiria,176.0,,160.0,190,200,,,197.0,,,,,,,,,,,,,,
2017_31300,Outro,130.0,,103.0,112,136,,,147.0,,,,,,,,,,,,,,
2017_31301,Faro,165.0,185.0,195.0,160,194,,,,,,,,,,,,,,,,,
2017_31302,Outro,187.0,175.0,139.0,150,179,,,,,,,,,,,,,,,,,
2017_31303,Outro,,,,190,200,,,,,,196.0,190.0,,,,,,,,,,
2017_31304,Porto,75.0,83.0,78.0,95,102,,,,,,,,,,,,,,,,,
2017_31305,Porto,,,,135,142,119.0,,,,,,,128.0,,,,,,,,,
2017_31306,Faro,170.0,147.0,131.0,152,161,,,,,,,,,,,,,,,,,
2017_31307,Outro,,,,146,153,141.0,,,,,,,135.0,,,,,,,,,
2017_31308,Braga,109.0,86.0,91.0,109,117,,,,,,,,,,,,,,,,,
2017_31309,Faro,169.0,,,145,178,,,,178.0,,,,,142.0,,,,,,,,
2017_31310,Setúbal,167.0,,160.0,146,181,,,185.0,,,,,,,,,,,,,,
2017_31311,Setúbal,135.0,107.0,102.0,115,123,,,,,,,,,,,,,,,,,
2017_31312,Lisboa,135.0,,,110,123,,,,130.0,96.0,,,,,,,,,,,,
2017_31313,Porto,87.0,71.0,60.0,89,100,,,,,,,,,,,,,,,,,
2017_31314,Porto,135.0,,129.0,145,165,,,183.0,,,,,,,,,,,,,,
2017_31315,Lisboa,47.0,,55.0,85,100,,,28.0,,,,,,,,,,,,,,
2017_31316,Leiria,166.0,157.0,195.0,173,186,,,,,,,,,,,,,,,,,
2017_31317,Porto,159.0,135.0,117.0,140,152,,,,,,,,,,,,,,,,,
2017_31318,Outro,142.0,,108.0,118,145,,,145.0,,,,,,,,,,,,,,
2017_31319,Braga,72.0,82.0,59.0,78,100,,,,,,,,,,,,,,,,,
2017_31320,Lisboa,,,,131,149,,,156.0,,,154.0,,,,,,,,,,,
2017_31321,Outro,125.0,,97.0,125,136,,,152.0,,,,,,,,,,,,,,
2017_31322,Outro,,,,146,171,145.0,,,,,180.0,,146.0,,,,,,,,,
2017_31323,Braga,121.0,130.0,134.0,115,138,,,,,,,,,,,,,,,,,
2017_31324,Porto,,,,117,141,111.0,148.0,,,,,,,,,,,,,,,
2017_31325,Setúbal,,,,88,115,96.0,120.0,,,,,,,,,,,,,,,
2017_31326,Faro,51.0,,66.0,82,100,,,37.0,,,,,,,,,,,,,,
2017_31327,Coimbra,,,,120,130,,,,,,149.0,87.0,,,,,,,,,,
2017_31328,Outro,161.0,147.0,165.0,165,175,,,,,,,,,,,,,,,,,
2017_31329,Lisboa,,,,101,126,95.0,125.0,,,,,,,,,,,,,,,
2017_31330,Lisboa,,,,135,143,136.0,,,,,,,,131.0,,,,,,,,
2017_31331,Lisboa,165.0,,156.0,142,182,,,200.0,,,,,,,,,,,,,,
2017_31332,Lisboa,169.0,,195.0,178,200,,,200.0,,,,,,,,,,,,,,
2017_31333,Porto,61.0,68.0,40.0,65,100,,,,,,,,,,,,,,,,,
2017_31334,Porto,115.0,99.0,93.0,98,113,,,,,,,,,,,,,,,,,
2017_31335,Porto,,,,131,151,136.0,157.0,,,111.0,,,,,,,,,,,,
2017_31336,Lisboa,31.0,55.0,40.0,32,100,,,,,,,,,,,,,,,,,
2017_31337,Outro,,,,159,168,150.0,,,,153.0,,,,,,,,,,,,
2017_31338,Porto,105.0,,,112,117,,,,102.0,,,,,109.0,,,,,,,,
2017_31339,Braga,,,,110,126,108.0,129.0,,,,,,,,,,,,,,,
2017_31340,Lisboa,146.0,,,120,150,,,,131.0,121.0,,,,,,,,,,,,
2017_31341,Porto,,,,149,171,152.0,,,,,,,176.0,,,,,,,,,
2017_31342,Porto,,,,130,158,,,161.0,,,164.0,,,,,140.0,,,,,,
2017_31343,Outro,,,,101,125,,,,,,131.0,91.0,,,,,,,,,108.0,
2017_31344,Outro,,,,97,115,107.0,,,,,,,,105.0,,,,,,,,
2017_31345,Lisboa,,,,126,141,109.0,,,,,,,131.0,,,,,,,,,
2017_31346,Porto,,,,139,154,142.0,,,,,,,,145.0,,,,,,,,
2017_31347,Faro,155.0,129.0,131.0,148,154,,,,,,,,,,,,,,,,,
2017_31348,Lisboa,,,,129,164,150.0,,,,,,,169.0,,,,,,,,,
2017_31349,Braga,,,,141,164,131.0,163.0,,,,,,,,,,,,,,,
2017_31350,Braga,,,,128,127,116.0,,,,,,,,119.0,,,,,,,,
2017_31351,Setúbal,,,,136,145,129.0,,,,131.0,,,,,,,,,,,,
2017_31352,Outro,180.0,190.0,195.0,157,197,,,,,,,,,,,,,,,,,
2017_31353,Outro,121.0,113.0,116.0,125,133,,,,,,,,,,,,,,,,,
2017_31354,Lisboa,133.0,111.0,109.0,120,130,,,,,,,,,,,,,,,,,
2017_31355,Outro,,,,169,175,150.0,,,,157.0,,,,,,,,,,,,
2017_31356,Lisboa,132.0,,,118,131,,,,111.0,,,,,111.0,,,,,,,,
2017_31357,Lisboa,200.0,155.0,195.0,175,196,,,,,,,,,,,,,,,,,
2017_31358,Braga,105.0,89.0,92.0,111,112,,,,,,,,,,,,,,,,,
2017_31359,Setúbal,51.0,,56.0,86,100,,,25.0,,,,,,,,,,,,,,
2017_31360,Porto,,,,125,137,128.0,,,,139.0,,,,,,,,,,,,
2017_31361,Setúbal,,,,135,151,,,,,,170.0,116.0,,,,,,,,,,
2017_31362,Lisboa,,,,82,107,67.0,108.0,,,,,,,,,,,,,,,
2017_31363,Outro,,,,145,148,121.0,,,,,,,145.0,,,,,,,,,
2017_31364,Porto,,,,73,100,67.0,,,,69.0,,,,,,,,,,,,
2017_31365,Coimbra,165.0,,147.0,146,178,,,173.0,,,,,,,,,,,,,,
2017_31366,Outro,117.0,97.0,108.0,114,119,,,,,,,,,,,,,,,,,
2017_31367,Leiria,125.0,,,116,132,,,,127.0,100.0,,,,,,,,,,,,
2017_31368,Porto,,,,115,140,119.0,139.0,,,,,,,,,,,,,,,
2017_31369,Lisboa,140.0,145.0,142.0,155,160,,,,,,,,,,,,,,,,,
2017_31370,Outro,125.0,,,121,136,,,,118.0,,,,,116.0,,,,,,,,
2017_31371,Braga,,,,82,100,85.0,,,,76.0,,,,,,,,,,,,
2017_31372,Outro,144.0,149.0,129.0,141,159,,,,,,,,,,,,,,,,,
2017_31373,Lisboa,128.0,109.0,115.0,111,125,100.0,,,,,,,,,,,,,,,,
2017_31374,Lisboa,182.0,148.0,168.0,159,179,,,,,,,,,,,,,,,,,
2017_31375,Setúbal,,,,136,158,153.0,,,,,,,138.0,,,,,,,,,
2017_31376,Leiria,186.0,190.0,150.0,140,184,,,,,,,,,,,,,,,,,
2017_31377,Lisboa,119.0,,,109,132,,,,119.0,,,,,113.0,,,,,,,,
2017_31378,Porto,,,,97,110,75.0,120.0,,,,,,,,,,,,,,,
2017_31379,Braga,,,,106,115,100.0,,,,87.0,,,,,,,,,,,,
2017_31380,Outro,160.0,130.0,133.0,126,151,,,,,,,,,,,,,,,,,
2017_31381,Outro,190.0,,,180,186,,,,175.0,,,,,141.0,,,,,,,,
2017_31382,Outro,125.0,,,115,121,,,,108.0,95.0,,,,,,,,,,,,
2017_31383,Outro,200.0,,,190,200,,,,200.0,,,,,156.0,,,,,,,,
2017_31384,Porto,132.0,,,119,133,,,,133.0,103.0,,,,,,,,,,,,
2017_31385,Outro,178.0,,,147,166,,,,166.0,,,,,140.0,,,,,,,,
2017_31386,Faro,,,,95,115,99.0,,,,95.0,,,,,,,,,,,,
2017_31387,Lisboa,185.0,169.0,176.0,141,188,,,,,,,,,,,,,,,,,
2017_31388,Lisboa,200.0,190.0,155.0,190,200,,,,,,,,,,,,,,,,,
2017_31389,Lisboa,128.0,109.0,99.0,119,127,,,,,,,,,,,,,,,,,
2017_31390,Setúbal,150.0,126.0,127.0,121,138,,,,,,,,,,,,,,,,,
2017_31391,Porto,155.0,135.0,150.0,140,156,,,,,,,,,,,,,,,,,
2017_31392,Outro,132.0,115.0,112.0,109,128,,,,,,,,,,,,,,,,,
2017_31393,Lisboa,,,,152,182,141.0,,,,192.0,,,,,,,,,,,,
2017_31394,Lisboa,124.0,,,126,141,,,,135.0,,,,,118.0,,,,,,,,
2017_31395,Lisboa,145.0,,,141,157,,,,149.0,,,,,146.0,,,,,,,,
2017_31396,Setúbal,,,,97,111,107.0,,,,85.0,,,,,,,,,,,,
2017_31397,Faro,77.0,78.0,58.0,81,100,,,,,,,,,,,,,,,,,
2017_31398,Faro,67.0,81.0,69.0,85,100,,,,,,,,,,,,,,,,,
2017_31399,Lisboa,136.0,,116.0,116,139,,,135.0,,,,,,,,,,,,,,
2017_31400,Porto,,,,95,103,84.0,,,,,,,105.0,,,,,,,,,
2017_31401,Coimbra,158.0,122.0,152.0,145,153,,,,,,,,,,,,,,,,,
2017_31402,Setúbal,,,,85,107,91.0,,,,,,,,98.0,,,,,,,,
2017_31403,Porto,112.0,101.0,121.0,117,136,,,,,,,,,,,,,,,,,
2017_31404,Leiria,125.0,,,130,137,,,,127.0,108.0,,,,,,,,,,,,
2017_31405,Outro,,,,156,170,139.0,,,,,,,,181.0,,,,,,,,
2017_31406,Outro,,,,155,180,,,198.0,,,166.0,,,,,,,,,,,
2017_31407,Lisboa,132.0,116.0,117.0,121,136,,,,,,,,,,,,,,,,,
2017_31408,Braga,106.0,105.0,95.0,105,120,,,,,,,,,,,,,,,,,
2017_31409,Faro,101.0,,,102,110,,,,103.0,,,,,107.0,,,,,,,,
2017_31410,Faro,95.0,,,109,108,,,,99.0,85.0,,,,,,,,,,,,
2017_31411,Lisboa,117.0,,110.0,108,132,,,109.0,,,,,,,,,,,,,,
2017_31412,Outro,141.0,,128.0,125,155,,,151.0,,,,,,,,,,,160.0,,,
2017_31413,Porto,,,,122,137,117.0,,,,,,,,132.0,,,,,,,,
2017_31414,Porto,,,,116,135,,,,,,152.0,105.0,,,,,,,,,,
2017_31415,Lisboa,56.0,84.0,62.0,95,100,,,,,,,,,,,,,,,,,
2017_31416,Outro,,,,155,164,136.0,164.0,,,,,,,,,,,,,,,
2017_31417,Porto,60.0,63.0,45.0,85,100,,,,,,,,,,,,,,,,,
2017_31418,Porto,199.0,146.0,165.0,155,182,,,,,,,,,,,,,,,,,
2017_31419,Porto,66.0,,61.0,85,100,,,45.0,,,,,,,,,,,,,,
2017_31420,Porto,167.0,158.0,151.0,147,166,,,,,,,,,,,,,,,,,
2017_31421,Outro,65.0,73.0,40.0,65,100,,,,,,,,,,,,,,,,,
2017_31422,Porto,179.0,,137.0,150,178,,,178.0,,,,,,,,,,,,,,
2017_31423,Porto,100.0,95.0,66.0,95,100,,,,,,,,,,,,,,,,,
2017_31424,Setúbal,,,,115,135,,,,,,148.0,98.0,,,,,,,,,,
2017_31425,Leiria,111.0,,116.0,109,124,,,125.0,,,,,,,,,,,,,,
2017_31426,Outro,166.0,,145.0,142,175,,,200.0,,,,,,,,,,,,,,
2017_31427,Outro,126.0,,,116,147,,,,149.0,,,,,130.0,,,,,,,,
2017_31428,Leiria,89.0,106.0,95.0,104,117,,,,,,,,,,,,,,,,,
2017_31429,Braga,,,,109,107,86.0,,,,,,,100.0,,,,,,,,,
2017_31430,Outro,,,,119,131,126.0,,,,122.0,,,,,,,,,,,,
2017_31431,Outro,97.0,,73.0,100,105,,,67.0,,,,,,,,,,,,,,
2017_31432,Outro,,,,105,136,108.0,139.0,,,,,,,,,,,,,,,
2017_31433,Braga,,,,96,100,87.0,,,,81.0,,,,,,,,,,,,
2017_31434,Lisboa,165.0,,195.0,149,194,,,200.0,,,,,,,,,,,,,,
2017_31435,Outro,108.0,106.0,88.0,100,113,,,,,,,,,,,,,,,,,
2017_31436,Outro,135.0,115.0,133.0,136,145,,,,,,,,,,,,,,,,,
2017_31437,Lisboa,185.0,136.0,150.0,160,165,,,,,,,,,,,,,,,,,
2017_31438,Porto,170.0,,140.0,185,188,,,200.0,,,,,,,,,,,,,,
2017_31439,Lisboa,,,,100,117,95.0,,,,,,,,114.0,,,,,,,,
2017_31440,Lisboa,180.0,,,145,175,,,,176.0,148.0,,,,,,,,,,,,
2017_31441,Outro,126.0,108.0,111.0,122,127,,,,,,,,,,,,,,,,,
2017_31442,Lisboa,,,,126,146,127.0,,,,,,,,135.0,,,,,,,,
2017_31443,Porto,,,,77,100,89.0,,,,,,,,95.0,,,,,,,,
2017_31444,Lisboa,,,,130,126,116.0,,,,105.0,,,,,,,,,,,,
2017_31445,Braga,87.0,82.0,73.0,95,100,,,,,,,,,,,,,,,,,
2017_31446,Porto,,,,118,123,102.0,,,,,,,114.0,,,,,,,,,
2017_31447,Setúbal,131.0,,,137,145,,,,147.0,,,,,128.0,,,,,,,,
2017_31448,Outro,,,,116,141,115.0,,,,,,,,136.0,,,,,,,,
2017_31449,Outro,114.0,125.0,108.0,112,126,,,,,,,,,,,,,,,,,
2017_31450,Lisboa,170.0,,159.0,138,187,,,190.0,,,,,,,,,,,,,,
2017_31451,Porto,66.0,82.0,59.0,89,100,,,,,,,,,96.0,,,,,,,,
2017_31452,Lisboa,131.0,125.0,123.0,116,134,,,,,,,,,,,,,,,,,
2017_31453,Lisboa,,,,106,114,,,,,,127.0,70.0,,,,,,,,,,
2017_31454,Braga,131.0,,121.0,121,148,,,175.0,,,,,,,,,,,,,,
2017_31455,Outro,66.0,75.0,82.0,89,100,,,,,,,,,,,,,,,,,
2017_31456,Setúbal,,,,125,148,125.0,149.0,,,,,,,,,,,,,,,
2017_31457,Porto,102.0,,81.0,105,116,,,95.0,,,,,,,,,,,126.0,,,
2017_31458,Lisboa,159.0,131.0,125.0,138,150,,,,,,,,,,,,,,,,,
2017_31459,Lisboa,,,,120,140,99.0,147.0,,,,,,,,,,,,,,,
2017_31460,Lisboa,119.0,106.0,98.0,106,125,,,,,,,,,,,,,,,,,
2017_31461,Outro,78.0,,65.0,78,100,,,59.0,,,,,,,,,,,,,,
2017_31462,Setúbal,,,,100,128,,,95.0,,,138.0,,,,,,,,,,,
2017_31463,Porto,,,,118,149,125.0,152.0,,,,,,,,,,,,,,,
2017_31464,Porto,,,,110,133,120.0,,,,,,,,125.0,,,,,,,,
2017_31465,Outro,,,,107,114,95.0,,,,,,,110.0,,,,,,,,,
2017_31466,Lisboa,138.0,115.0,101.0,125,134,,,,,,,,,,,,,,,,,
2017_31467,Porto,,,,135,154,135.0,,,,,,,151.0,,,,,,,,,
2017_31468,Lisboa,,,,61,100,34.0,,,,,,,75.0,,,,,,,,,
2017_31469,Outro,129.0,107.0,105.0,119,124,,,,,,,,,,,,,,,,,
2017_31470,Setúbal,115.0,116.0,104.0,115,121,,,,,,,,,,,,,,,,,
2017_31471,Outro,,,,109,131,106.0,145.0,,,,,,,,,,,,,,,
2017_31472,Setúbal,,,,119,133,131.0,,,,135.0,,,,,,,,,,,,
2017_31473,Porto,,,,166,186,,,,,,179.0,165.0,,,,,,,,,,
2017_31474,Outro,,,,149,168,166.0,,,,,,,142.0,,,,,,,,,
2017_31475,Porto,,,,165,192,,,,,,183.0,190.0,,,,,,,,,,
2017_31476,Outro,,,,162,161,,,,,,171.0,122.0,,,,,,,,,,
2017_31477,Outro,,,,116,120,106.0,,,,,,101.0,,126.0,,,,,,,,
2017_31478,Faro,60.0,70.0,60.0,75,100,,,,,,,,,,,,,,,,,
2017_31479,Braga,123.0,116.0,109.0,107,130,,,,,,,,,,,,,,,,,
2017_31480,Setúbal,118.0,115.0,96.0,105,122,,,,,,,,,,,,,,,,,
2017_31481,Coimbra,145.0,,,135,149,,,,128.0,,,,,129.0,,,,,,,,
2017_31482,Lisboa,,,,115,137,104.0,146.0,,,,,,,,,,,,,,,
2017_31483,Porto,107.0,100.0,97.0,102,110,,,,,,,,118.0,,,,,,,,,
2017_31484,Outro,170.0,,,190,191,,,,151.0,170.0,,,,,,,,,,,,
2017_31485,Braga,125.0,,127.0,120,148,,,168.0,,,,,,,,,,,,,,
2017_31486,Outro,,,,145,151,126.0,,,,,,,129.0,,,,,,,,,
2017_31487,Porto,126.0,121.0,125.0,118,138,,,,,,,,,,,,,,,,,
2017_31488,Braga,,,,157,177,150.0,186.0,,,,,,,,,,,,,,,
2017_31489,Coimbra,151.0,131.0,128.0,118,140,,,,,,,,,,,,,,,,,
2017_31490,Lisboa,,,,190,185,176.0,,,,,,,,145.0,,,,,,,,
2017_31491,Porto,,,,151,178,160.0,165.0,,,,,,,,,,,,,,,
2017_31492,Setúbal,56.0,,,72,100,,,,65.0,61.0,,,,,,,,,,,,
2017_31493,Porto,166.0,120.0,130.0,149,151,,,,,,,,,,,,,,,,,
2017_31494,Lisboa,102.0,105.0,100.0,101,107,,,,,,,,,,,,,,,,,
2017_31495,Lisboa,,,,88,100,75.0,,,,62.0,,,,,,,,,,,,
2017_31496,Porto,75.0,73.0,81.0,97,100,,,,,,,,,,,,,,,,,
2017_31497,Coimbra,160.0,144.0,155.0,145,170,,,,,,,,,,,,,,,,,
2017_31498,Porto,135.0,125.0,126.0,135,140,,,,,,,,,,,,,,,,,
2017_31499,Outro,55.0,61.0,35.0,66,100,,,,,,,,,,,,,,,,,
2017_31500,Lisboa,,,,135,140,129.0,,,,119.0,,,,,,,,,,,,
2017_31501,Outro,105.0,,,101,106,,,,101.0,85.0,,,,,,,88.0,,,,,
2017_31502,Outro,,,,120,154,,,148.0,,,149.0,,,,,,,,,,,
2017_31503,Outro,80.0,,,100,103,,,,99.0,75.0,,,,,,,,,,,,
2017_31504,Porto,112.0,100.0,78.0,102,110,,,,,,,,,,,,,,,,,
2017_31505,Outro,157.0,,,138,171,,,,178.0,,,,,131.0,,,,,,,,
2017_31506,Braga,,,,116,128,115.0,136.0,,,,,,,,,,,,,,,
2017_31507,Braga,146.0,109.0,116.0,135,143,,,,,,,,,,,,,,,,,
2017_31508,Outro,140.0,137.0,130.0,132,151,,,,,,,,,,,,,,,,,
2017_31509,Porto,129.0,,133.0,129,151,,,165.0,,,,,,,,,,,,,,
2017_31510,Braga,,,,112,121,116.0,,,,96.0,,,,,,,,,,,,
2017_31511,Outro,147.0,111.0,129.0,127,143,,,,,,,,,,,,,,,,,
2017_31512,Outro,,,,112,128,126.0,,,,,,,,117.0,,,,,,,,
2017_31513,Lisboa,75.0,,57.0,97,100,,,66.0,,,,,,,,,,,,,,
2017_31514,Faro,,,,116,135,,,,,,151.0,105.0,,,,,,,,,,
2017_31515,Lisboa,,,,100,123,,,,,,132.0,86.0,,,138.0,,,,,,,
2017_31516,Lisboa,125.0,,96.0,106,131,,,125.0,,,,,,,,,,,,,,
2017_31517,Outro,,,,95,113,,,69.0,,,130.0,,,,,,,,,,,
2017_31518,Setúbal,,,,151,157,157.0,,,,125.0,,,,,,,,,,,,
2017_31519,Braga,,,,168,186,177.0,,,,161.0,,,,,,,,,,,,
2017_31520,Outro,119.0,100.0,97.0,105,121,,,,,,,,,,,,,,,,,
2017_31521,Setúbal,,,,141,156,129.0,149.0,,,,,,,,,,,,,,,
2017_31522,Porto,,,,95,110,87.0,121.0,,,,,,,,,,,,,,,
2017_31523,Setúbal,,,,100,100,75.0,,,,76.0,,,,,,,,,,,,
2017_31524,Braga,46.0,,,70,100,,,,72.0,,,,,88.0,,,,,,,,
2017_31525,Outro,,,,135,153,141.0,,,,,,,145.0,,,,,,,,,
2017_31526,Outro,98.0,86.0,92.0,97,106,,,,,,,,,,,,,,,,,
2017_31527,Lisboa,135.0,,,125,148,,,,160.0,125.0,,,,,,,,,,,,
2017_31528,Outro,85.0,96.0,82.0,110,108,,,,,,,,,,,,,,,,,
2017_31529,Outro,,,,96,118,95.0,117.0,,,,,,,,,,,,,,,
2017_31530,Braga,,,,117,121,97.0,,,,,,,,117.0,,,,,,,,
2017_31531,Lisboa,,,,146,166,130.0,177.0,,,,,,,,,,,,,,,
2017_31532,Setúbal,,,,79,100,,,19.0,,,101.0,,,,,,,,,,,
2017_31533,Leiria,,,,135,171,152.0,181.0,,,,,,,,,,,,,,,
