Aluno_ID,Distrito,Historia_A,Portugues,Geografia_A,Nota_Interna,Matematica_A,Fisica_Quimica_A,Biologia_Geologia,Geometria_Descritiva_A,Economia_A,Desenho_A,Filosofia,HCA,MACS,Literatura_Portuguesa,Ingles,Historia_B,Matematica_B,Latim_A,Alemao,Espanhol_Iniciacao,Portugues_L2,Portugues_LNM,Frances
2018_38654,Braga,130.0,130,,161,,,,,,,,,,,165.0,,,,,,,,
2018_38655,Outro,99.0,101,,125,,,,,,,,,,,141.0,,,,,,,,
2018_38656,Lisboa,,127,140.0,155,140.0,,,,172.0,,,,,,,,,,,,,,
2018_38657,Braga,126.0,131,140.0,145,,,,,,,,,,,,,,,,,,,
2018_38658,Outro,76.0,96,108.0,102,,,,,,,,,,,,,,,,,,,
2018_38659,Lisboa,,135,,149,131.0,129.0,,135.0,,,,,,,,,,,,,,,
2018_38660,Lisboa,,167,,193,187.0,178.0,182.0,,,,,,,,,,,,,,,,
2018_38661,Braga,,112,,122,103.0,107.0,122.0,,,,,,,,,,,,,,,,
2018_38662,Braga,,168,,179,186.0,150.0,150.0,,,,,,,,,,,,,,,,
2018_38663,Lisboa,,85,,102,,,,67.0,,128.0,,,,,,,,,,,,,
2018_38664,Lisboa,112.0,107,118.0,129,,,,,,,,,,,,,,,,,,,
2018_38665,Lisboa,,118,,148,,,,151.0,,147.0,,,,,,,,,,,,,
2018_38666,Lisboa,,127,,166,172.0,157.0,146.0,,,,,,,,,,,,,,,,
2018_38667,Faro,110.0,118,120.0,131,,,,,,,,,,,,,,,,,,,
2018_38668,Outro,,111,,139,,,,127.0,,139.0,,,,,,,,,,,,,
2018_38669,Porto,156.0,150,,169,,,,,,,,,,160.0,,,,,,,,,
2018_38670,Porto,,107,,104,81.0,90.0,,92.0,,,,,,,,,,,,,,,
2018_38671,Lisboa,140.0,190,186.0,189,,,,,,,,,,,,,,,,,,,
2018_38672,Outro,196.0,140,,182,,,,,,,,,155.0,,,,,,,,,,
2018_38673,Lisboa,,128,,138,119.0,120.0,129.0,,,,,,,,,,,,,,,,
2018_38674,Coimbra,,95,,104,103.0,96.0,90.0,,,,,,,,,,,,,,,,
2018_38675,Lisboa,127.0,149,,154,,,,,,,,,140.0,,,,,,,,,,
2018_38676,Porto,61.0,85,90.0,100,,,,,,,,,,,,,,,,,,,
2018_38677,Lisboa,,145,,168,155.0,180.0,138.0,,,,,,,,,,,,,,,,
2018_38678,Outro,150.0,166,,166,,,,,,,,,,140.0,,,,,,,,,
2018_38679,Lisboa,190.0,148,,188,,,,,,,,,,190.0,,,,,,,,,
2018_38680,Braga,,102,,105,95.0,92.0,89.0,,,,,,,,,,,,,,,,
2018_38681,Outro,,100,,109,79.0,86.0,107.0,,,,,,,,,,,,,,,,
2018_38682,Outro,,119,,152,139.0,132.0,,180.0,,,,,,,,,,,,,,,
2018_38683,Lisboa,,121,,129,119.0,115.0,117.0,,,,,,,,,,,,,,,,
2018_38684,Porto,,116,,133,138.0,113.0,125.0,,,,,,,,,,,,,,,,
2018_38685,Lisboa,,121,,126,127.0,103.0,105.0,,,,,,,,,,,,,,,,
2018_38686,Porto,,115,,126,110.0,120.0,103.0,,,,,,,,,,,,,,,,
2018_38687,Outro,,115,128.0,127,105.0,,,,102.0,,,,,,,,,,,,,,
2018_38688,Lisboa,,81,,100,71.0,,,,79.0,,,,63.0,,,,,,,,,,
2018_38689,Lisboa,,105,,125,95.0,114.0,,129.0,,,,,,,,,,,,,,,
2018_38690,Coimbra,,186,168.0,186,166.0,,,,193.0,,,,,,,,,,,,,,
2018_38691,Leiria,,155,,183,,,,,,196.0,,161.0,,,,,,,,,,,
2018_38692,Porto,,148,,183,160.0,156.0,195.0,,,,,,,,,,,,,,,,
2018_38693,Outro,,127,,142,,,,,,145.0,,106.0,,,,,,,,,,,
2018_38694,Lisboa,91.0,106,,107,,,,,,,,,91.0,,,,,,,,,,
2018_38695,Braga,,88,,100,79.0,85.0,,52.0,,,,,,,,,,,,,,,
2018_38696,Outro,,150,,177,149.0,173.0,155.0,,,,,,,,,,,,,,,,
2018_38697,Lisboa,,141,,173,,,,167.0,,152.0,,,,,,,,,,,,,
2018_38698,Braga,127.0,125,,143,,,,,,,,,,118.0,,,,,,,,,
2018_38699,Outro,,190,,197,166.0,,,,160.0,,,,199.0,,,,,,,,,,
2018_38700,Outro,,139,,183,187.0,168.0,160.0,,,,,,,,,,,,,,,,
2018_38701,Porto,158.0,132,,171,,,,,,,,,,,176.0,,,,,,,,
2018_38702,Lisboa,86.0,102,,106,,,,,,,,,,107.0,,,,,,,,,
2018_38703,Lisboa,,140,,169,148.0,156.0,169.0,,,,,,,,,,,,,,,,
2018_38704,Porto,158.0,137,,162,,,,,,,,,157.0,,,,,,,,,,
2018_38705,Outro,107.0,105,122.0,124,,,,,,,,,,,,,,,,,,,
2018_38706,Lisboa,,138,,168,140.0,127.0,,159.0,,,,,,,,,,,,154.0,,,
2018_38707,Coimbra,196.0,160,148.0,180,,,,,,,,,,,,,,,,,,,
2018_38708,Faro,,136,,166,170.0,170.0,138.0,,,,,,,,,,,,,,,,
2018_38709,Setúbal,126.0,127,,142,,,,,,,,,135.0,,,,,,,,,,
2018_38710,Outro,,147,,155,156.0,,,,146.0,,,,125.0,,,,,,,,,,
2018_38711,Outro,,135,,182,157.0,172.0,195.0,,,,,,,,,,,,,,,,
2018_38712,Leiria,90.0,115,,121,,,,,,,,,,,133.0,,,,,,,,
2018_38713,Outro,,105,,114,95.0,96.0,101.0,,,,,,,,,,,,,,,,
2018_38714,Coimbra,118.0,130,,146,,,,,,,,,150.0,,,,,,,,,,
2018_38715,Coimbra,,140,,149,155.0,128.0,125.0,,,,,,,,,,,,,,,,
2018_38716,Outro,,149,160.0,181,169.0,,,,191.0,,,,,,,,,,,,,,
2018_38717,Faro,,86,98.0,100,61.0,,,,71.0,,,,,,,,,,,,,,
2018_38718,Lisboa,,121,,136,122.0,129.0,,137.0,,,,,,,,,,,,,,,
2018_38719,Outro,117.0,136,,143,,,,,,,,,,121.0,,,,,,,,,
2018_38720,Setúbal,95.0,100,,108,,,,,,,,,95.0,,,,,,,,,,
2018_38721,Lisboa,,110,,138,,,,,,146.0,,109.0,,,,,,,,,,,
2018_38722,Outro,97.0,99,,125,,,,,,,,,,,130.0,,,,,,,,
2018_38723,Coimbra,,115,,125,103.0,,,,108.0,,,,119.0,,,,,,,,,,
2018_38724,Outro,,125,,162,,,,155.0,,155.0,,,,,,,,,,,,,
2018_38725,Lisboa,,190,,185,160.0,158.0,167.0,,,,,,,,,,,,,,,,
2018_38726,Outro,,154,,178,176.0,157.0,155.0,,,,,,,,,,,,,,,,
2018_38727,Outro,,108,,127,,,,,,128.0,,90.0,,,,,,,,,,,
2018_38728,Setúbal,,165,,181,,,,,,180.0,,149.0,,,,,,,,,,,
2018_38729,Coimbra,,116,,133,135.0,112.0,121.0,,,,,,,,,,,,,,,,
2018_38730,Outro,138.0,135,,144,,,,,,,,,,125.0,,,,,,,,,
2018_38731,Outro,71.0,95,96.0,102,,,,,,,,,,,,,,,,,,,
2018_38732,Outro,,118,,147,130.0,136.0,,160.0,,,,,,,,,,,,,,,
2018_38733,Setúbal,112.0,120,136.0,139,,,,,,,,,,,,,,,,,,,
2018_38734,Lisboa,,89,,114,,,,,,129.0,,77.0,,,,,,,,,,,
2018_38735,Braga,196.0,147,,180,,,,,,,,,161.0,,,,,,,,,,
2018_38736,Lisboa,111.0,127,142.0,140,,,,,,,,,,,,,,,,,,,
2018_38737,Porto,152.0,153,,173,,,,,,,,,,,174.0,,,,,,,,
2018_38738,Outro,,167,,174,157.0,172.0,139.0,,,,,,,,,,,,,,,,
2018_38739,Outro,136.0,140,,157,,,,,,,,,131.0,,,,,,,,,,
2018_38740,Porto,,66,,100,41.0,69.0,62.0,,,,,,,,,,,,,,,,
2018_38741,Faro,70.0,95,100.0,106,,,,,,,,,,,,,,,,,,,
2018_38742,Outro,,131,166.0,164,146.0,,,,166.0,,,,,,,,,,,,,,
2018_38743,Faro,98.0,110,116.0,122,,,,,,,,,,,,,,,,,,,
2018_38744,Outro,72.0,85,,100,,,,,,,,,,77.0,,,,,,,,,
2018_38745,Braga,,145,,199,200.0,200.0,,189.0,,,,,,,,,,,,,,,
2018_38746,Lisboa,,109,,124,117.0,109.0,106.0,,,,,,,,,,,,,,,,
2018_38747,Leiria,78.0,85,,106,,,,,,,,,,,123.0,,,,,,,,
2018_38748,Lisboa,,110,118.0,116,95.0,98.0,,99.0,,,,,,,,,,,,,,,
2018_38749,Porto,50.0,80,,100,,,,,,,,,,57.0,,,,,,,,,
2018_38750,Porto,,136,,174,166.0,140.0,,197.0,,,,,,,,,,,,,,,
2018_38751,Lisboa,89.0,105,,107,,,,,,,,,75.0,,,,,,,,,,
2018_38752,Coimbra,,95,106.0,100,85.0,,,,83.0,,,,,,,,,,,,,,
2018_38753,Lisboa,,129,,148,135.0,,,,138.0,,,,122.0,,,,,,,,,,
2018_38754,Lisboa,,181,,187,160.0,160.0,181.0,,,,,,,,,,,,,,,,
2018_38755,Outro,,95,,105,87.0,75.0,82.0,,,,,,,,,,,,,,,,
2018_38756,Lisboa,,126,,175,147.0,165.0,,185.0,,,,,,,,,,,,,,,
2018_38757,Porto,146.0,145,140.0,159,,,,,,,,,,,,,,,,,,,
2018_38758,Lisboa,85.0,96,,103,,,,,,,,,,95.0,,,,,,,,,
2018_38759,Faro,,117,,130,97.0,128.0,127.0,,,,,,,,,,,,,,,,
2018_38760,Coimbra,136.0,145,,172,,,,,,,,,,,195.0,,,,,,,,
2018_38761,Setúbal,,90,,100,89.0,82.0,,55.0,,,,,,,,,,,,,,,
2018_38762,Outro,116.0,126,,132,,,,,,,,,,125.0,,,,,,,,,
2018_38763,Outro,,116,,136,117.0,118.0,,158.0,,,,,,,,,,,,,,,
2018_38764,Porto,,85,,100,85.0,76.0,80.0,,,,,,,,,,,,,,,,
2018_38765,Outro,,106,,118,111.0,96.0,99.0,,,,,,,,,,,,,,,,
2018_38766,Braga,,141,,163,140.0,165.0,,156.0,,,,,,,,,,,,,,,
2018_38767,Porto,90.0,95,,105,,,,,,,,,,,125.0,,,,,,,,
2018_38768,Lisboa,,99,108.0,117,101.0,,,,88.0,,,,,,,,,,,,,,
2018_38769,Setúbal,112.0,131,136.0,135,,,,,,,,,,,,,,,,,,,
2018_38770,Coimbra,89.0,105,,112,,,,,,,,,,109.0,,,,,,,,,
2018_38771,Braga,,81,,100,58.0,61.0,75.0,,,,,,,,,,,,,,,,
2018_38772,Lisboa,96.0,111,,128,,,,,,,,,,,136.0,,,,,,,,
2018_38773,Porto,,136,,152,152.0,142.0,118.0,,,,,,,,,,,,,,,,
2018_38774,Porto,43.0,0,,100,,,,,,,,,,43.0,,,,,,,,,
2018_38775,Porto,,82,,100,48.0,74.0,,48.0,,,,,,,,,,,,,,,
2018_38776,Porto,,110,,124,,,,,,127.0,,95.0,,,,,,,,,,,
2018_38777,Porto,97.0,115,,122,,,,,,,,,,117.0,,,,,,,,,
2018_38778,Lisboa,107.0,132,142.0,133,,,,,,,,,,,,,,,,,,,
2018_38779,Lisboa,,95,100.0,106,66.0,,,,86.0,,,,,,,,,,,,,,
2018_38780,Outro,69.0,87,,101,,,,,,,,,,,107.0,,,,,,,,
2018_38781,Outro,,100,,112,90.0,95.0,98.0,,,,,,,,,,,,,,,,
2018_38782,Outro,82.0,111,112.0,118,,,,,,,,,,,,,,,,,,,
2018_38783,Porto,,108,,130,96.0,121.0,98.0,,,,,,,,,,,,,,,,127.0
2018_38784,Outro,,111,,133,125.0,,,,130.0,,,,120.0,,,,,,,,,,
2018_38785,Lisboa,,80,,100,43.0,56.0,62.0,,,,,,,,,,,,,,,,
2018_38786,Setúbal,,95,,100,65.0,91.0,90.0,,,,,,,,,,,,,,,,
2018_38787,Outro,,190,,200,172.0,200.0,,198.0,,,,,,,,,,,,,,,
2018_38788,Lisboa,81.0,105,,106,,,,,,,,,82.0,,,,,,,,,,
2018_38789,Lisboa,,162,,187,179.0,200.0,179.0,,,,,,,,,,,,,,,,
2018_38790,Outro,,95,102.0,100,76.0,,,,95.0,,,,,,,,,,,,,,
2018_38791,Porto,142.0,148,,178,,,,,,,,,199.0,,,,,,,,,,
2018_38792,Lisboa,,118,,134,125.0,,,,127.0,,,,115.0,,,,,,,,,,
2018_38793,Porto,130.0,145,,173,,,,,,,,,,,193.0,,,,,,,,
2018_38794,Outro,101.0,115,,126,,,,,,,,,101.0,,,,,,,,,,
2018_38795,Lisboa,111.0,120,,132,,,,,,,,,121.0,,,,,,,,,,
2018_38796,Lisboa,,97,,107,91.0,91.0,92.0,,,,,,,,,,,,,,,,
2018_38797,Outro,,147,,175,155.0,170.0,,187.0,,,,,,,,,,,,,,,
2018_38798,Lisboa,,126,,145,128.0,145.0,135.0,,,,,,,,,,,,,,,,
2018_38799,Lisboa,,95,,109,,,,,,125.0,,71.0,,,,,,,,,,,
2018_38800,Setúbal,105.0,116,,121,,,,,,,,,,109.0,,,,,,,,,
2018_38801,Porto,,128,,157,172.0,140.0,138.0,,,,,,,,,,,,,,,,
2018_38802,Coimbra,,82,,100,61.0,85.0,,58.0,,,,,,,,,,,,,,,
2018_38803,Porto,115.0,115,,133,,,,,,,,,,,147.0,,,,,,,,
2018_38804,Lisboa,136.0,135,142.0,153,,,,,,,,,,,,,,,,,,,
2018_38805,Leiria,70.0,67,,100,,,,,,,,,66.0,,,,,,,,,,
2018_38806,Lisboa,,107,116.0,119,80.0,,,,105.0,,,,,,,,,,,,,,
2018_38807,Setúbal,,119,,145,130.0,126.0,147.0,,,,,,,,,,,,,,,,
2018_38808,Setúbal,,106,,112,99.0,,,,115.0,,,,92.0,,,,,,,,,,
2018_38809,Lisboa,,155,140.0,156,135.0,,,,169.0,,,,,,,,,,,,,,
2018_38810,Porto,,107,,125,116.0,119.0,121.0,99.0,,,,,,,,,,,,,,,
2018_38811,Lisboa,106.0,121,,142,,,,,,,,,,,152.0,,,,,,,,
2018_38812,Lisboa,,131,132.0,144,125.0,,,,128.0,,,,,,,,,,,,,,
2018_38813,Lisboa,115.0,139,,137,,,,,,,,,,128.0,,,,,,,,,
2018_38814,Porto,,67,,100,,,,12.0,,90.0,,,,,,,,,,,,,
2018_38815,Outro,,99,,106,101.0,90.0,95.0,,,,,,,,,,,,,,,,
2018_38816,Setúbal,,111,,126,,,,95.0,,141.0,,,,,,,,,,,,,
2018_38817,Porto,,127,,152,138.0,144.0,,155.0,,,,,,,,,,,,,,,
2018_38818,Lisboa,,95,,111,85.0,96.0,99.0,,,,,,,,,,,,,,,,
2018_38819,Braga,,108,,119,108.0,,,,136.0,,,,109.0,,,,,,,,,,
2018_38820,Leiria,,120,,141,113.0,125.0,,157.0,,,,,,,,,,,,,,,
2018_38821,Porto,,121,,135,108.0,,,,125.0,,,,125.0,,,,,,,,,,
2018_38822,Porto,,75,,100,62.0,64.0,71.0,,,,,,,,,,,,,,,,
2018_38823,Setúbal,109.0,120,,142,,,,,,,,,,,163.0,,,,,,,,
2018_38824,Porto,,88,,100,70.0,89.0,89.0,,,,,,,,,,,,,,,,
2018_38825,Lisboa,,85,,100,71.0,66.0,,33.0,,,,,,,,,,,,,,,
2018_38826,Braga,103.0,130,,131,,,,,,,,,133.0,,,,,,,,,,
2018_38827,Porto,,127,140.0,139,117.0,,,,125.0,,,,,,,,,,,,,,
2018_38828,Braga,,112,,119,110.0,115.0,95.0,,,,,,,,,,,,,,,,
2018_38829,Braga,,95,,100,79.0,95.0,,77.0,,,,,,,,,,,,,,,
2018_38830,Braga,139.0,145,,157,,,,,,,,,,146.0,,,,,,,,,
2018_38831,Porto,,115,,127,115.0,99.0,120.0,,,,,,,,,,,,144.0,,,,
2018_38832,Lisboa,86.0,105,,109,,,,,,,,,,95.0,,,,,,,,,
2018_38833,Porto,,89,,100,81.0,91.0,,83.0,,,,,,,,,,,,,,,
2018_38834,Porto,,125,,152,160.0,142.0,128.0,,,,,,,,,,,,,,,,
2018_38835,Porto,,99,,119,97.0,96.0,102.0,,,,,,,,,,,,,,,,
2018_38836,Coimbra,,140,,145,126.0,145.0,122.0,,,,,,,,,,,,,,,,
2018_38837,Coimbra,,139,,140,120.0,120.0,136.0,,,,,,,,,,,,,,,,
2018_38838,Braga,,95,,108,,,97.0,,,132.0,,73.0,,,,,,,,,,,
2018_38839,Braga,,87,,100,66.0,76.0,,75.0,,,,,,,,,,,,,,,
2018_38840,Outro,120.0,126,,137,,,,,,,,,,135.0,,,,,,,,,
2018_38841,Porto,,106,,113,107.0,96.0,99.0,,,,,,,,,,,,,,,,
2018_38842,Setúbal,116.0,148,,147,,,,,,,,,,132.0,,,,,,,,,
2018_38843,Outro,,147,,195,178.0,200.0,195.0,,,,,,,,,,,,,,,,
2018_38844,Lisboa,,125,,141,108.0,,,,131.0,,,,125.0,,,,,,,,,,
2018_38845,Setúbal,,98,,117,,,,88.0,,136.0,,,,,,,,,,,,,
2018_38846,Braga,,110,,131,,,,,,137.0,,96.0,,,,,,,,,,,
2018_38847,Porto,136.0,190,190.0,189,,,,,,,,,,,,,,,,,,,
2018_38848,Outro,,151,,196,172.0,182.0,,200.0,,,,,,,,,,,,,,,
2018_38849,Setúbal,131.0,143,,175,,,,,,,,,199.0,,,,,,,,,,
2018_38850,Porto,149.0,141,,163,,,,,,,,,,,167.0,,,,,,,,
2018_38851,Outro,,130,136.0,150,147.0,,,,138.0,,,,,,,,,,,,,,
2018_38852,Coimbra,,145,,169,182.0,139.0,,175.0,,,,,,,,,,,,,,,
2018_38853,Porto,,190,,190,170.0,190.0,165.0,,,,,,,,,,,,,,,,
2018_38854,Porto,,125,,126,116.0,106.0,126.0,,,,,,,,,,,,,,,,
2018_38855,Setúbal,,98,,100,76.0,91.0,,75.0,,,,,,,,,,,,,,,
2018_38856,Lisboa,,101,,102,76.0,86.0,87.0,,,,,,,,,,,,,,,,
2018_38857,Braga,,130,,151,,,,,,154.0,,127.0,,,,,,,,,,,
2018_38858,Lisboa,,151,,196,172.0,200.0,,175.0,,,,,,,,,,,,,,,
2018_38859,Outro,,105,,115,106.0,96.0,,95.0,,,,,,,,,,,,,,,
2018_38860,Porto,80.0,99,100.0,108,,,,,,,,,,,,,,,,,,,
2018_38861,Porto,,149,,155,140.0,,,,156.0,,,,125.0,,,,,,,,,,
2018_38862,Lisboa,,121,,136,,,,105.0,,150.0,,,,,,134.0,,,,,,,
2018_38863,Outro,,128,,159,155.0,,,,155.0,,,,148.0,,,,,,,,,,
2018_38864,Setúbal,,90,,100,65.0,85.0,,56.0,,,,,,,,,,,,,,,
2018_38865,Porto,104.0,134,,137,,,,,,,,,106.0,,,,,,,,,,
2018_38866,Coimbra,,102,,116,,,,,,136.0,,87.0,,,,,,,,,,,
2018_38867,Braga,,116,,129,120.0,128.0,107.0,,,,,,,,,,,,,,,,
2018_38868,Lisboa,,109,,126,,,,,,128.0,,97.0,,,,,,,,,,,
2018_38869,Outro,,190,,200,200.0,171.0,,188.0,,,,,,,,,,,,,,,
2018_38870,Braga,105.0,115,132.0,124,,,,,,,,,,,,,,,,,,,
2018_38871,Lisboa,,138,,173,178.0,149.0,151.0,,,,,,,,,,,,,,,,
2018_38872,Lisboa,,126,,148,137.0,146.0,,135.0,,,,,,,,,,,,,,,
2018_38873,Braga,,137,,157,145.0,138.0,126.0,,,,,,,,,,,,,,,,
2018_38874,Outro,,104,128.0,127,103.0,,,,118.0,,,,,,,,,,,,,,
2018_38875,Lisboa,,101,,102,76.0,83.0,,89.0,,,,,,,,,,,,,,,
2018_38876,Outro,,125,,159,155.0,136.0,,173.0,,,,,,,,,,,,,,,
2018_38877,Braga,,105,,122,87.0,104.0,107.0,,,,,,,,,,,,,,,,
2018_38878,Lisboa,,126,,139,116.0,135.0,117.0,,,,,,,,,,,,,,,,
2018_38879,Porto,,155,190.0,185,195.0,,,,165.0,,,,,,,,,,,,,,
2018_38880,Setúbal,,117,,118,116.0,,,,114.0,,,,95.0,,,,,,,,,,
2018_38881,Outro,,79,,100,65.0,78.0,76.0,,,,,,,,,,,,,,,,
2018_38882,Lisboa,111.0,117,122.0,135,,,,,,,,,,,,,,,,,,,
2018_38883,Outro,,95,,101,76.0,83.0,93.0,,,,,,,,,,,,,,,,
2018_38884,Porto,,160,,179,160.0,178.0,155.0,,,,,,,,,,,,,,,,
2018_38885,Lisboa,,115,,138,145.0,117.0,126.0,,,,,,,,,,,,,,,,
2018_38886,Braga,,139,148.0,161,140.0,,,,156.0,,,,,,,,,,,,,,
2018_38887,Outro,,125,,141,127.0,129.0,132.0,,,,,,,,,,,,,,,,
2018_38888,Outro,136.0,138,,162,,,,,,,,,,,166.0,,,,,,,,
2018_38889,Porto,,135,,141,112.0,119.0,126.0,,,,,,,,,,,,,,,,
2018_38890,Lisboa,,95,,100,70.0,85.0,,65.0,,,,,,,,,,,,,,,
2018_38891,Setúbal,79.0,95,,103,,,,,,,,,85.0,,,,,,,,,,
2018_38892,Outro,71.0,95,,100,,,,,,,,,79.0,,,,,,,,,,
2018_38893,Lisboa,,95,,100,85.0,77.0,,76.0,,,,,,,,,,,,,,,
2018_38894,Faro,,85,,100,81.0,82.0,93.0,,,,,,,,,,,,,,,,
2018_38895,Lisboa,107.0,127,,130,,,,,,,,,125.0,,,,,,,,,,
2018_38896,Braga,,110,,133,122.0,107.0,,119.0,,,,,,,,,,,,,,,
2018_38897,Porto,,99,,100,85.0,,,,78.0,,,,87.0,,,,,,,,,,
2018_38898,Porto,,136,,185,172.0,186.0,,198.0,,,,,,,,,,,,,,,
2018_38899,Setúbal,,107,118.0,124,110.0,,,,109.0,,,,,,,,,,,,,,
2018_38900,Outro,,120,,143,117.0,121.0,,157.0,,,,,,,,,,,,,,,
2018_38901,Lisboa,,91,108.0,104,96.0,,,,90.0,,,,,,,,,,,,,,
2018_38902,Outro,,125,,134,,,,,,148.0,,102.0,,,,,,,,,,,
2018_38903,Lisboa,,95,106.0,100,79.0,,,,75.0,,,,,,,,,,,,,,
2018_38904,Lisboa,76.0,85,,100,,,,,,,,,,78.0,,,,,,,,,
2018_38905,Lisboa,,68,,100,69.0,75.0,79.0,,,,,,,,,,,,,,,,
2018_38906,Lisboa,,135,,162,147.0,141.0,,171.0,,,,,,,,,,,,,,,
2018_38907,Faro,,89,,100,68.0,79.0,,77.0,,,,,,,,,,,,,,,
2018_38908,Outro,,102,,127,,,,101.0,,138.0,,,,,,,,,,,,,
2018_38909,Porto,128.0,138,,148,,,,,,,,,136.0,,,,,,,,,,
2018_38910,Outro,,90,,100,59.0,73.0,89.0,,,,,,,,,,,,,,,,
2018_38911,Porto,118.0,118,126.0,136,,,,,,,,,,,,,,,,,,,
2018_38912,Outro,,112,,118,105.0,103.0,110.0,,,,,,,,,,,,,,,,
2018_38913,Outro,,95,,100,,,,63.0,,113.0,,,,,,,,,,,,,
2018_38914,Outro,65.0,75,,100,,,,,,,,,,65.0,,,,,,,,,
2018_38915,Outro,,100,,102,85.0,99.0,,98.0,,,,,,,,,,,,,,,
2018_38916,Outro,75.0,95,,100,,,,,,,,,75.0,,,,,,,,,,
2018_38917,Outro,,131,,148,,,,,,156.0,,109.0,,,,,,,,,,,
2018_38918,Lisboa,160.0,151,,168,,,,,,,,,,,158.0,,,,,,,,
2018_38919,Braga,,117,,118,108.0,112.0,,115.0,103.0,,,,,,,,,,,,,,
2018_38920,Lisboa,,190,,200,200.0,176.0,,200.0,,,,,,,,,,,,,,,
2018_38921,Porto,,68,,100,32.0,52.0,,27.0,,,,,,,,,,,,,,,
2018_38922,Outro,99.0,120,,114,,,,,,,,,,110.0,,,,,,,,,
2018_38923,Outro,145.0,147,168.0,170,,,,,,,,,,,,,,,,,,,
2018_38924,Lisboa,,151,,193,190.0,183.0,191.0,,,,,,,,,,,,,,,,
2018_38925,Braga,,118,,128,,,,,,137.0,,88.0,,,,,,,,,,,
2018_38926,Setúbal,,120,,158,147.0,135.0,,149.0,,,,,,,,,,,,,,,
2018_38927,Lisboa,,139,,156,135.0,151.0,,150.0,,,,,,,,,,,,,,,
2018_38928,Coimbra,75.0,85,,100,,,,,,,,,,82.0,,,,,,,,,
2018_38929,Outro,,109,,120,103.0,,,,103.0,,,,119.0,,,,,,,,,,
2018_38930,Outro,123.0,131,,143,,,,,,,,,,118.0,,,,,,,,,
2018_38931,Lisboa,,146,,182,,,,187.0,,178.0,,,,,,,,,,,,,
2018_38932,Porto,,135,,193,191.0,161.0,,196.0,,,,,,,,,,,,,,,
2018_38933,Porto,172.0,166,,180,,,,,,,,,,158.0,,,,,,,,,
2018_38934,Faro,88.0,96,106.0,117,,,,,,,,,,,,,,,,,,,
2018_38935,Outro,,160,,190,200.0,161.0,195.0,,,,,,,,,,,,,,,,
2018_38936,Lisboa,96.0,120,,118,,,,,,,,,,110.0,,,,,,,,,
2018_38937,Outro,,95,,101,75.0,82.0,87.0,,,,,,,,,,,,,,,,
2018_38938,Lisboa,66.0,72,,100,,,,,,,,,,,90.0,,,,,,,,
2018_38939,Outro,,107,,115,85.0,111.0,95.0,,,,,,,,,,,,,,,,
2018_38940,Lisboa,96.0,101,108.0,112,85.0,,,,,,,,,,,,,,,,,,
2018_38941,Outro,87.0,88,108.0,112,,,,,,,,,,,,,,,,,,,
2018_38942,Braga,,165,,177,176.0,,,,152.0,,,,155.0,,,,,,,,,,
2018_38943,Outro,79.0,107,114.0,114,,,,,,,,,,,,,,,,,,,
2018_38944,Lisboa,,70,,100,40.0,67.0,58.0,,,,,,,,,,,,,,,,
2018_38945,Lisboa,,98,,112,90.0,88.0,95.0,,,,,,,,,,,,,,,,
2018_38946,Lisboa,,119,,137,119.0,122.0,130.0,,,,,,,,,,,,,,,,
2018_38947,Porto,121.0,137,,142,,,,,,,,,,130.0,,,,,,,,,
2018_38948,Lisboa,,105,108.0,120,112.0,,,,107.0,,,,,,,,,,,,,,
2018_38949,Lisboa,,91,,100,80.0,71.0,,55.0,,,,,,,,,,,,,,,
2018_38950,Porto,,150,,191,200.0,200.0,151.0,,,,,,,,,,,,,,,,
2018_38951,Outro,,118,,127,100.0,,,,125.0,,,,115.0,,,,,,,,,,
2018_38952,Outro,109.0,125,136.0,134,,,,,,,,,,,,,,,,,,,
2018_38953,Faro,72.0,90,,100,,,,,,,,,,95.0,,,,,,,,,
2018_38954,Outro,,115,,134,115.0,,,,128.0,,,,120.0,,,,,,,,,,
2018_38955,Lisboa,80.0,96,,101,,,,,,,,,76.0,,,,,,,,,,
2018_38956,Lisboa,,108,118.0,130,105.0,,,,102.0,,,,,,,,,,,,,,
2018_38957,Faro,122.0,129,,140,,,,,,,,,,120.0,,,,,,,,,
2018_38958,Setúbal,,135,150.0,163,159.0,,,,158.0,,,,,,,,,,,,,,
2018_38959,Lisboa,93.0,95,,106,,,,,,,,,89.0,,,,,,,,,,
2018_38960,Braga,,115,,123,98.0,119.0,,110.0,,,,,,,,,,,,,,,
2018_38961,Braga,70.0,98,,100,,,,,,,,,73.0,,,,,,,,,,
2018_38962,Lisboa,,121,,137,125.0,112.0,112.0,,,,,,,,,,,,,,,,
2018_38963,Outro,,117,,148,141.0,127.0,,152.0,,,,,,,,,,,,,,,
2018_38964,Braga,,128,,137,118.0,116.0,126.0,,,,,,,,,,,,,,,,
2018_38965,Lisboa,,105,126.0,126,100.0,,,,107.0,,,,,,,,,,,,,,
2018_38966,Outro,,95,,100,68.0,89.0,92.0,,,,,,,,,,,,,,,,
2018_38967,Setúbal,186.0,165,,196,,,,,,,,,,190.0,,,,,,,,,
2018_38968,Braga,,89,,100,45.0,75.0,80.0,,,,,,,,,,,,,,,,
2018_38969,Lisboa,75.0,97,,107,,,,,,,,,,,113.0,,,,,,,,
